pygocentrus_nattereri ENSPNAG00000005328
astyanax_mexicanus ENSAMXG00000010265
ictalurus_punctatus ENSIPUG00000020284
danio_rerio ENSDARG00000014704
esox_lucius ENSELUG00000016761
scleropages_formosus ENSSFOG00015007645
paramormyrops_kingsleyae ENSPKIG00000018415
poecilia_formosa ENSPFOG00000010561
poecilia_latipinna ENSPLAG00000016838
poecilia_reticulata ENSPREG00000001652
poecilia_mexicana ENSPMEG00000004601
xiphophorus_maculatus ENSXMAG00000013046
xiphophorus_couchianus ENSXCOG00000013135
gambusia_affinis ENSGAFG00000017024
fundulus_heteroclitus ENSFHEG00000000647
cyprinodon_variegatus ENSCVAG00000020931
kryptolebias_marmoratus ENSKMAG00000000518
oryzias_latipes ENSORLG00000020770
oryzias_latipes_asm223469v1 ENSORLG00015012343
oryzias_melastigma ENSOMEG00000017470
amphiprion_ocellaris ENSAOCG00000023310
amphiprion_percula ENSAPEG00000019586
acanthochromis_polyacanthus ENSAPOG00000009116
stegastes_partitus ENSSPAG00000016147
haplochromis_burtoni ENSHBUG00000021742
haplochromis_burtoni ENSHBUG00000021762
maylandia_zebra ENSMZEG00005001675
astatotilapia_calliptera ENSACLG00000010217
pundamilia_nyererei ENSPNYG00000010152
oreochromis_niloticus ENSONIG00000017223
amphilophus_citrinellus ENSACIG00000021437
fundulus_heteroclitus ENSFHEG00000021666
kryptolebias_marmoratus ENSKMAG00000006731
scophthalmus_maximus ENSSMAG00000005573
cynoglossus_semilaevis ENSCSEG00000006068
seriola_lalandi_dorsalis ENSSLDG00000024542
seriola_dumerili ENSSDUG00000006104
monopterus_albus ENSMALG00000005596
mastacembelus_armatus ENSMAMG00000018887
anabas_testudineus ENSATEG00000020523
mola_mola ENSMMOG00000009500
takifugu_rubripes ENSTRUG00000023584
labrus_bergylta ENSLBEG00000011453
tetraodon_nigroviridis ENSTNIG00000011213
hippocampus_comes ENSHCOG00000003850
periophthalmus_magnuspinnatus ENSPMGG00000014910
gadus_morhua ENSGMOG00000017948
lepisosteus_oculatus ENSLOCG00000002326
notechis_scutatus ENSNSUG00000000526
notechis_scutatus ENSNSUG00000000490
sphenodon_punctatus ENSSPUG00000015035
anser_brachyrhynchus ENSABRG00000011836
anas_platyrhynchos_platyrhynchos ENSAPLG00000004794
coturnix_japonica ENSCJPG00005006480
numida_meleagris ENSNMEG00000003911
gallus_gallus ENSGALG00000017304
manacus_vitellinus ENSMVIG00005008581
lepidothrix_coronata ENSLCOG00000013129
lonchura_striata_domestica ENSLSDG00000001458
taeniopygia_guttata ENSTGUG00000013456
junco_hyemalis ENSJHYG00000015759
zonotrichia_albicollis ENSZALG00000013482
serinus_canaria ENSSCAG00000013458
ficedula_albicollis ENSFALG00000004747
parus_major ENSPMJG00000001729
cyanistes_caeruleus ENSCCEG00000004375
calidris_pygmaea ENSCPGG00000016001
calidris_pugnax ENSCPUG00000007930
apteryx_owenii ENSAOWG00000006016
apteryx_haastii ENSAHAG00000006117
apteryx_rowi ENSARWG00000014910
dromaius_novaehollandiae ENSDNVG00000012526
nothoprocta_perdicaria ENSNPEG00000012969
nothoprocta_perdicaria ENSNPEG00000012971
meleagris_gallopavo ENSMGAG00000016904
meleagris_gallopavo ENSMGAG00000015314
calidris_pugnax ENSCPUG00000007428
melopsittacus_undulatus ENSMUNG00000005617
crocodylus_porosus ENSCPRG00005017656
chrysemys_picta_bellii ENSCPBG00000011397
chelonoidis_abingdonii ENSCABG00000014784
gopherus_agassizii ENSGAGG00000017270
chelonoidis_abingdonii ENSCABG00000007004
chrysemys_picta_bellii ENSCPBG00000011449
pelodiscus_sinensis ENSPSIG00000006425
sphenodon_punctatus ENSSPUG00000015023
phascolarctos_cinereus ENSPCIG00000021827
notamacropus_eugenii ENSMEUG00000013655
sarcophilus_harrisii ENSSHAG00000011567
monodelphis_domestica ENSMODG00000007336
cavia_porcellus ENSCPOG00000014068
cavia_aperea ENSCAPG00000014121
chinchilla_lanigera ENSCLAG00000015758
octodon_degus ENSODEG00000004995
heterocephalus_glaber_male ENSHGLG00100016736
heterocephalus_glaber_female ENSHGLG00000010209
fukomys_damarensis ENSFDAG00000011574
spermophilus_dauricus ENSSDAG00000019446
ictidomys_tridecemlineatus ENSSTOG00000012379
urocitellus_parryii ENSUPAG00010023103
marmota_marmota_marmota ENSMMMG00000010377
castor_canadensis ENSCCNG00000005174
castor_canadensis ENSCCNG00000009546
dipodomys_ordii ENSDORG00000001675
mus_spicilegus ENSMSIG00000027814
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031153
mus_musculus ENSMUSG00000030729
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030042
mus_pahari MGP_PahariEiJ_G0013264
rattus_norvegicus ENSRNOG00000017079
meriones_unguiculatus ENSMUGG00000003923
peromyscus_maniculatus_bairdii ENSPEMG00000021465
microtus_ochrogaster ENSMOCG00000003706
cricetulus_griseus_chok1gshd ENSCGRG00001022200
cricetulus_griseus_crigri-picr ENSCGRG00015014178
cricetulus_griseus_crigri ENSCGRG00000014560
mesocricetus_auratus ENSMAUG00000017167
nannospalax_galili ENSNGAG00000011862
jaculus_jaculus ENSJJAG00000022120
oryctolagus_cuniculus ENSOCUG00000005709
ochotona_princeps ENSOPRG00000016941
tupaia_belangeri ENSTBEG00000014073
pan_troglodytes ENSPTRG00000004064
pan_paniscus ENSPPAG00000029213
gorilla_gorilla ENSGGOG00000007865
homo_sapiens ENSG00000165434
pongo_abelii ENSPPYG00000003674
nomascus_leucogenys ENSNLEG00000017008
piliocolobus_tephrosceles ENSPTEG00000024354
colobus_angolensis_palliatus ENSCANG00000040057
rhinopithecus_roxellana ENSRROG00000035061
rhinopithecus_bieti ENSRBIG00000043298
macaca_fascicularis ENSMFAG00000031326
macaca_nemestrina ENSMNEG00000030625
macaca_mulatta ENSMMUG00000017402
cercocebus_atys ENSCATG00000029770
mandrillus_leucophaeus ENSMLEG00000044334
theropithecus_gelada ENSTGEG00000027509
papio_anubis ENSPANG00000008343
chlorocebus_sabaeus ENSCSAG00000004011
cebus_capucinus ENSCCAG00000036451
saimiri_boliviensis_boliviensis ENSSBOG00000021467
callithrix_jacchus ENSCJAG00000015692
aotus_nancymaae ENSANAG00000024554
carlito_syrichta ENSTSYG00000002928
microcebus_murinus ENSMICG00000002256
microcebus_murinus ENSMICG00000028499
propithecus_coquereli ENSPCOG00000026248
prolemur_simus ENSPSMG00000003486
otolemur_garnettii ENSOGAG00000008333
erinaceus_europaeus ENSEEUG00000013346
sorex_araneus ENSSARG00000008762
pteropus_vampyrus ENSPVAG00000006674
myotis_lucifugus ENSMLUG00000025308
neovison_vison ENSNVIG00000022233
mustela_putorius_furo ENSMPUG00000009319
ursus_maritimus ENSUMAG00000010658
ursus_americanus ENSUAMG00000003504
ailuropoda_melanoleuca ENSAMEG00000017168
canis_lupus_dingo ENSCAFG00020001866
canis_lupus_familiaris ENSCAFG00000005505
vulpes_vulpes ENSVVUG00000024420
panthera_tigris_altaica ENSPTIG00000018629
panthera_pardus ENSPPRG00000012685
felis_catus ENSFCAG00000007942
equus_asinus_asinus ENSEASG00005017865
equus_caballus ENSECAG00000018803
capra_hircus ENSCHIG00000025872
ovis_aries ENSOARG00000009895
bos_mutus ENSBMUG00000003154
bos_taurus ENSBTAG00000000770
bison_bison_bison ENSBBBG00000011134
tursiops_truncatus ENSTTRG00000005528
sus_scrofa ENSSSCG00000014838
vicugna_pacos ENSVPAG00000004665
procavia_capensis ENSPCAG00000001922
echinops_telfairi ENSETEG00000010004
loxodonta_africana ENSLAFG00000002883
choloepus_hoffmanni ENSCHOG00000009209
ornithorhynchus_anatinus ENSOANG00000019857
ornithorhynchus_anatinus ENSOANG00000011419
pogona_vitticeps ENSPVIG00000020490
notechis_scutatus ENSNSUG00000000824
anolis_carolinensis ENSACAG00000003791
salvator_merianae ENSSMRG00000006461
xenopus_tropicalis ENSXETG00000022805
latimeria_chalumnae ENSLACG00000006204
