cyanistes_caeruleus ENSCCEG00000004609
parus_major ENSPMJG00000005681
serinus_canaria ENSSCAG00000003725
ficedula_albicollis ENSFALG00000008203
lonchura_striata_domestica ENSLSDG00000009231
junco_hyemalis ENSJHYG00000009231
lepidothrix_coronata ENSLCOG00000010166
numida_meleagris ENSNMEG00000001538
crocodylus_porosus ENSCPRG00005016905
anser_brachyrhynchus ENSABRG00000001328
nothoprocta_perdicaria ENSNPEG00000012212
anas_platyrhynchos_platyrhynchos ENSAPLG00000009969
dromaius_novaehollandiae ENSDNVG00000014095
chelonoidis_abingdonii ENSCABG00000009565
pelodiscus_sinensis ENSPSIG00000008554
calidris_pugnax ENSCPUG00000002453
melopsittacus_undulatus ENSMUNG00000001566
chrysemys_picta_bellii ENSCPBG00000000840
anolis_carolinensis ENSACAG00000008368
pogona_vitticeps ENSPVIG00000021399
notechis_scutatus ENSNSUG00000007247
salvator_merianae ENSSMRG00000003111
myotis_lucifugus ENSMLUG00000008994
sus_scrofa ENSSSCG00000036588
macaca_mulatta ENSMMUG00000007743
colobus_angolensis_palliatus ENSCANG00000002551
cavia_porcellus ENSCPOG00000012528
heterocephalus_glaber_male ENSHGLG00100016596
cricetulus_griseus_crigri ENSCGRG00000017696
bos_mutus ENSBMUG00000012846
sus_scrofa ENSSSCG00000029630
felis_catus ENSFCAG00000042804
ailuropoda_melanoleuca ENSAMEG00000016278
jaculus_jaculus ENSJJAG00000013323
vulpes_vulpes ENSVVUG00000024154
canis_lupus_dingo ENSCAFG00020009695
ovis_aries ENSOARG00000017185
oryctolagus_cuniculus ENSOCUG00000006599
loxodonta_africana ENSLAFG00000029330
homo_sapiens ENSG00000166337
gorilla_gorilla ENSGGOG00000041258
pan_troglodytes ENSPTRG00000040525
pongo_abelii ENSPPYG00000003536
nomascus_leucogenys ENSNLEG00000017456
colobus_angolensis_palliatus ENSCANG00000033857
piliocolobus_tephrosceles ENSPTEG00000039020
papio_anubis ENSPANG00000019610
mandrillus_leucophaeus ENSMLEG00000033680
cercocebus_atys ENSCATG00000037755
theropithecus_gelada ENSTGEG00000019827
macaca_fascicularis ENSMFAG00000002548
macaca_nemestrina ENSMNEG00000027938
chlorocebus_sabaeus ENSCSAG00000004349
rhinopithecus_roxellana ENSRROG00000043862
rhinopithecus_bieti ENSRBIG00000041663
saimiri_boliviensis_boliviensis ENSSBOG00000033223
cebus_capucinus ENSCCAG00000034043
aotus_nancymaae ENSANAG00000036461
otolemur_garnettii ENSOGAG00000027347
mandrillus_leucophaeus ENSMLEG00000018990
papio_anubis ENSPANG00000029654
cercocebus_atys ENSCATG00000038405
macaca_nemestrina ENSMNEG00000043754
macaca_fascicularis ENSMFAG00000035932
macaca_mulatta ENSMMUG00000047507
callithrix_jacchus ENSCJAG00000013950
prolemur_simus ENSPSMG00000023702
propithecus_coquereli ENSPCOG00000026313
pan_paniscus ENSPPAG00000036624
marmota_marmota_marmota ENSMMMG00000015559
urocitellus_parryii ENSUPAG00010007279
ictidomys_tridecemlineatus ENSSTOG00000011631
bos_taurus ENSBTAG00000000694
bison_bison_bison ENSBBBG00000014932
capra_hircus ENSCHIG00000012283
tursiops_truncatus ENSTTRG00000004894
erinaceus_europaeus ENSEEUG00000008412
pteropus_vampyrus ENSPVAG00000002422
panthera_tigris_altaica ENSPTIG00000013604
ursus_americanus ENSUAMG00000025754
panthera_pardus ENSPPRG00000024517
felis_catus ENSFCAG00000015390
canis_lupus_familiaris ENSCAFG00000006498
neovison_vison ENSNVIG00000002112
octodon_degus ENSODEG00000012140
heterocephalus_glaber_female ENSHGLG00000006785
castor_canadensis ENSCCNG00000023041
equus_asinus_asinus ENSEASG00005002262
equus_caballus ENSECAG00000007794
procavia_capensis ENSPCAG00000016315
chinchilla_lanigera ENSCLAG00000016444
nannospalax_galili ENSNGAG00000018833
dasypus_novemcinctus ENSDNOG00000000814
dasypus_novemcinctus ENSDNOG00000031904
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031350
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030238
mus_spicilegus ENSMSIG00000028175
mus_musculus ENSMUSG00000043866
mus_pahari MGP_PahariEiJ_G0013453
rattus_norvegicus ENSRNOG00000019178
meriones_unguiculatus ENSMUGG00000005927
cricetulus_griseus_chok1gshd ENSCGRG00001017301
cricetulus_griseus_crigri-picr ENSCGRG00015012798
mesocricetus_auratus ENSMAUG00000012796
microtus_ochrogaster ENSMOCG00000011482
peromyscus_maniculatus_bairdii ENSPEMG00000007669
peromyscus_maniculatus_bairdii ENSPEMG00000018930
ochotona_princeps ENSOPRG00000008076
echinops_telfairi ENSETEG00000008886
myotis_lucifugus ENSMLUG00000024459
sus_scrofa ENSSSCG00000037799
carlito_syrichta ENSTSYG00000027018
piliocolobus_tephrosceles ENSPTEG00000014489
fukomys_damarensis ENSFDAG00000003700
dipodomys_ordii ENSDORG00000000520
felis_catus ENSFCAG00000033776
phascolarctos_cinereus ENSPCIG00000026496
notamacropus_eugenii ENSMEUG00000008216
monodelphis_domestica ENSMODG00000018568
xenopus_tropicalis ENSXETG00000004906
latimeria_chalumnae ENSLACG00000004035
scleropages_formosus ENSSFOG00015008108
scleropages_formosus ENSSFOG00015008127
paramormyrops_kingsleyae ENSPKIG00000012550
takifugu_rubripes ENSTRUG00000015379
tetraodon_nigroviridis ENSTNIG00000011991
mola_mola ENSMMOG00000014946
cynoglossus_semilaevis ENSCSEG00000019284
seriola_dumerili ENSSDUG00000020784
oryzias_latipes ENSORLG00020016418
oryzias_latipes ENSORLG00000028357
oryzias_latipes_asm223469v1 ENSORLG00015008136
oryzias_melastigma ENSOMEG00000004924
xiphophorus_couchianus ENSXCOG00000003387
hippocampus_comes ENSHCOG00000000807
seriola_lalandi_dorsalis ENSSLDG00000024318
labrus_bergylta ENSLBEG00000005615
monopterus_albus ENSMALG00000001300
mastacembelus_armatus ENSMAMG00000018213
scophthalmus_maximus ENSSMAG00000011430
gasterosteus_aculeatus ENSGACG00000006435
anabas_testudineus ENSATEG00000012468
amphiprion_ocellaris ENSAOCG00000009202
amphiprion_percula ENSAPEG00000014524
acanthochromis_polyacanthus ENSAPOG00000018387
stegastes_partitus ENSSPAG00000020804
fundulus_heteroclitus ENSFHEG00000002048
cyprinodon_variegatus ENSCVAG00000002292
xiphophorus_maculatus ENSXMAG00000018697
gambusia_affinis ENSGAFG00000019135
poecilia_formosa ENSPFOG00000011536
poecilia_mexicana ENSPMEG00000015267
poecilia_latipinna ENSPLAG00000017584
poecilia_reticulata ENSPREG00000017183
