caenorhabditis_elegans_strain_n2 WBGene00012203
drosophila_melanogaster FBgn0036257
petromyzon_marinus ENSPMAG00000002118
eptatretus_burgeri ENSEBUG00000002445
hippocampus_comes ENSHCOG00000018658
periophthalmus_magnuspinnatus ENSPMGG00000018495
takifugu_rubripes ENSTRUG00000004482
tetraodon_nigroviridis ENSTNIG00000014483
gasterosteus_aculeatus ENSGACG00000015284
labrus_bergylta ENSLBEG00000019230
scophthalmus_maximus ENSSMAG00000009505
cynoglossus_semilaevis ENSCSEG00000005963
seriola_dumerili ENSSDUG00000021902
mastacembelus_armatus ENSMAMG00000003910
poecilia_formosa ENSPFOG00000018903
poecilia_latipinna ENSPLAG00000020637
poecilia_mexicana ENSPMEG00000002912
poecilia_reticulata ENSPREG00000017697
xiphophorus_maculatus ENSXMAG00000009779
xiphophorus_couchianus ENSXCOG00000020367
gambusia_affinis ENSGAFG00000016546
cyprinodon_variegatus ENSCVAG00000013608
kryptolebias_marmoratus ENSKMAG00000012300
maylandia_zebra ENSMZEG00005019195
astatotilapia_calliptera ENSACLG00000008158
pundamilia_nyererei ENSPNYG00000022068
oreochromis_niloticus ENSONIG00000003716
neolamprologus_brichardi ENSNBRG00000013927
amphiprion_percula ENSAPEG00000008265
amphiprion_ocellaris ENSAOCG00000014763
acanthochromis_polyacanthus ENSAPOG00000020920
stegastes_partitus ENSSPAG00000014036
oryzias_latipes ENSORLG00000019363
oryzias_latipes ENSORLG00020014367
oryzias_latipes_asm223469v1 ENSORLG00015016802
oryzias_melastigma ENSOMEG00000010410
gadus_morhua ENSGMOG00000014435
ciona_savignyi ENSCSAVG00000009237
ciona_intestinalis ENSCING00000011599
