bos_taurus ENSBTAG00000007353
bos_mutus ENSBMUG00000022545
bison_bison_bison ENSBBBG00000020836
capra_hircus ENSCHIG00000010948
ovis_aries ENSOARG00000005572
tursiops_truncatus ENSTTRG00000003031
sus_scrofa ENSSSCG00000034653
equus_asinus_asinus ENSEASG00005018629
equus_caballus ENSECAG00000033703
pteropus_vampyrus ENSPVAG00000006856
myotis_lucifugus ENSMLUG00000007268
ursus_americanus ENSUAMG00000014268
ailuropoda_melanoleuca ENSAMEG00000012238
mustela_putorius_furo ENSMPUG00000015410
canis_lupus_dingo ENSCAFG00020023471
vulpes_vulpes ENSVVUG00000004191
panthera_pardus ENSPPRG00000023879
panthera_tigris_altaica ENSPTIG00000008632
felis_catus ENSFCAG00000019055
castor_canadensis ENSCCNG00000002016
dipodomys_ordii ENSDORG00000007200
peromyscus_maniculatus_bairdii ENSPEMG00000004265
microtus_ochrogaster ENSMOCG00000013049
cricetulus_griseus_crigri ENSCGRG00000003002
cricetulus_griseus_chok1gshd ENSCGRG00001019843
cricetulus_griseus_crigri-picr ENSCGRG00015021185
mus_spicilegus ENSMSIG00000019740
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017002
mus_musculus ENSMUSG00000020871
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017847
mus_pahari MGP_PahariEiJ_G0018131
rattus_norvegicus ENSRNOG00000004399
nannospalax_galili ENSNGAG00000017759
jaculus_jaculus ENSJJAG00000008185
ictidomys_tridecemlineatus ENSSTOG00000026218
urocitellus_parryii ENSUPAG00010005802
spermophilus_dauricus ENSSDAG00000011247
chinchilla_lanigera ENSCLAG00000014126
octodon_degus ENSODEG00000017011
heterocephalus_glaber_male ENSHGLG00100013790
heterocephalus_glaber_female ENSHGLG00000012373
fukomys_damarensis ENSFDAG00000007579
ochotona_princeps ENSOPRG00000013058
pan_paniscus ENSPPAG00000041902
pan_troglodytes ENSPTRG00000009385
homo_sapiens ENSG00000108813
gorilla_gorilla ENSGGOG00000014992
pongo_abelii ENSPPYG00000008929
macaca_fascicularis ENSMFAG00000013144
macaca_nemestrina ENSMNEG00000035926
mandrillus_leucophaeus ENSMLEG00000029820
theropithecus_gelada ENSTGEG00000029001
papio_anubis ENSPANG00000022817
cercocebus_atys ENSCATG00000036886
chlorocebus_sabaeus ENSCSAG00000005195
colobus_angolensis_palliatus ENSCANG00000029651
rhinopithecus_bieti ENSRBIG00000042692
piliocolobus_tephrosceles ENSPTEG00000034468
saimiri_boliviensis_boliviensis ENSSBOG00000025750
cebus_capucinus ENSCCAG00000031363
callithrix_jacchus ENSCJAG00000007000
aotus_nancymaae ENSANAG00000024696
carlito_syrichta ENSTSYG00000037377
prolemur_simus ENSPSMG00000024154
microcebus_murinus ENSMICG00000031694
propithecus_coquereli ENSPCOG00000027773
otolemur_garnettii ENSOGAG00000005134
loxodonta_africana ENSLAFG00000013453
procavia_capensis ENSPCAG00000012730
dasypus_novemcinctus ENSDNOG00000003720
oryctolagus_cuniculus ENSOCUG00000022067
marmota_marmota_marmota ENSMMMG00000022762
tupaia_belangeri ENSTBEG00000015465
macaca_mulatta ENSMMUG00000017658
rhinopithecus_roxellana ENSRROG00000041446
nomascus_leucogenys ENSNLEG00000003291
ursus_maritimus ENSUMAG00000015218
neovison_vison ENSNVIG00000006893
canis_lupus_familiaris ENSCAFG00000032013
choloepus_hoffmanni ENSCHOG00000002167
echinops_telfairi ENSETEG00000008974
phascolarctos_cinereus ENSPCIG00000029167
notamacropus_eugenii ENSMEUG00000014282
monodelphis_domestica ENSMODG00000012104
sarcophilus_harrisii ENSSHAG00000011988
ornithorhynchus_anatinus ENSOANG00000001385
