monodelphis_domestica ENSMODG00000028396
sarcophilus_harrisii ENSSHAG00000008673
mustela_putorius_furo ENSMPUG00000008674
canis_lupus_familiaris ENSCAFG00000024694
ailuropoda_melanoleuca ENSAMEG00000001700
sus_scrofa ENSSSCG00000039813
ictidomys_tridecemlineatus ENSSTOG00000030771
tupaia_belangeri ENSTBEG00000014775
dasypus_novemcinctus ENSDNOG00000048517
pelodiscus_sinensis ENSPSIG00000003108
gallus_gallus ENSGALG00000054138
latimeria_chalumnae ENSLACG00000008923
lepisosteus_oculatus ENSLOCG00000011189
