chrysemys_picta_bellii ENSCPBG00000019629
chelonoidis_abingdonii ENSCABG00000016229
pelodiscus_sinensis ENSPSIG00000004495
lepidothrix_coronata ENSLCOG00000003386
manacus_vitellinus ENSMVIG00005009077
taeniopygia_guttata ENSTGUG00000008301
lonchura_striata_domestica ENSLSDG00000014322
serinus_canaria ENSSCAG00000001300
junco_hyemalis ENSJHYG00000015167
zonotrichia_albicollis ENSZALG00000015046
parus_major ENSPMJG00000017230
cyanistes_caeruleus ENSCCEG00000018307
ficedula_albicollis ENSFALG00000006957
melopsittacus_undulatus ENSMUNG00000012962
calidris_pygmaea ENSCPGG00000011808
calidris_pugnax ENSCPUG00000012347
anas_platyrhynchos_platyrhynchos ENSAPLG00000011388
anser_brachyrhynchus ENSABRG00000016528
gallus_gallus ENSGALG00000002963
coturnix_japonica ENSCJPG00005008112
meleagris_gallopavo ENSMGAG00000005968
numida_meleagris ENSNMEG00000005828
apteryx_haastii ENSAHAG00000007926
apteryx_owenii ENSAOWG00000013845
apteryx_rowi ENSARWG00000001999
dromaius_novaehollandiae ENSDNVG00000002446
nothoprocta_perdicaria ENSNPEG00000013236
crocodylus_porosus ENSCPRG00005004115
notechis_scutatus ENSNSUG00000014652
anolis_carolinensis ENSACAG00000005749
salvator_merianae ENSSMRG00000009072
pogona_vitticeps ENSPVIG00000015339
latimeria_chalumnae ENSLACG00000002162
notamacropus_eugenii ENSMEUG00000002204
phascolarctos_cinereus ENSPCIG00000014519
sarcophilus_harrisii ENSSHAG00000018695
monodelphis_domestica ENSMODG00000024719
ochotona_princeps ENSOPRG00000017072
sorex_araneus ENSSARG00000005574
castor_canadensis ENSCCNG00000018909
oryctolagus_cuniculus ENSOCUG00000006402
tupaia_belangeri ENSTBEG00000000877
loxodonta_africana ENSLAFG00000000847
procavia_capensis ENSPCAG00000005543
echinops_telfairi ENSETEG00000014606
ovis_aries ENSOARG00000020593
capra_hircus ENSCHIG00000024914
bos_taurus ENSBTAG00000037640
bos_mutus ENSBMUG00000002368
bison_bison_bison ENSBBBG00000024245
tursiops_truncatus ENSTTRG00000013484
sus_scrofa ENSSSCG00000035058
vicugna_pacos ENSVPAG00000005221
erinaceus_europaeus ENSEEUG00000002952
mustela_putorius_furo ENSMPUG00000004252
neovison_vison ENSNVIG00000001767
ursus_maritimus ENSUMAG00000017355
ursus_americanus ENSUAMG00000025362
ailuropoda_melanoleuca ENSAMEG00000016606
canis_lupus_dingo ENSCAFG00020018833
canis_lupus_familiaris ENSCAFG00000030640
vulpes_vulpes ENSVVUG00000025701
panthera_tigris_altaica ENSPTIG00000013591
panthera_pardus ENSPPRG00000009726
felis_catus ENSFCAG00000037409
pteropus_vampyrus ENSPVAG00000013955
equus_asinus_asinus ENSEASG00005008315
equus_caballus ENSECAG00000011829
pongo_abelii ENSPPYG00000013247
chlorocebus_sabaeus ENSCSAG00000007047
macaca_nemestrina ENSMNEG00000037255
macaca_fascicularis ENSMFAG00000042082
macaca_mulatta ENSMMUG00000011875
papio_anubis ENSPANG00000008477
theropithecus_gelada ENSTGEG00000016342
cercocebus_atys ENSCATG00000040106
mandrillus_leucophaeus ENSMLEG00000012995
piliocolobus_tephrosceles ENSPTEG00000039769
colobus_angolensis_palliatus ENSCANG00000041564
rhinopithecus_bieti ENSRBIG00000038451
rhinopithecus_roxellana ENSRROG00000042908
pan_troglodytes ENSPTRG00000044340
homo_sapiens ENSG00000153823
gorilla_gorilla ENSGGOG00000007797
saimiri_boliviensis_boliviensis ENSSBOG00000035694
cebus_capucinus ENSCCAG00000033685
callithrix_jacchus ENSCJAG00000013096
aotus_nancymaae ENSANAG00000028202
carlito_syrichta ENSTSYG00000007863
microcebus_murinus ENSMICG00000014596
propithecus_coquereli ENSPCOG00000017086
prolemur_simus ENSPSMG00000016616
otolemur_garnettii ENSOGAG00000006565
heterocephalus_glaber_female ENSHGLG00000005473
heterocephalus_glaber_male ENSHGLG00100010335
fukomys_damarensis ENSFDAG00000005197
chinchilla_lanigera ENSCLAG00000010161
octodon_degus ENSODEG00000008905
cavia_porcellus ENSCPOG00000037556
cavia_aperea ENSCAPG00000002443
dipodomys_ordii ENSDORG00000005198
cricetulus_griseus_chok1gshd ENSCGRG00001022008
cricetulus_griseus_crigri-picr ENSCGRG00015008690
mesocricetus_auratus ENSMAUG00000013966
microtus_ochrogaster ENSMOCG00000022904
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015143
mus_spicilegus ENSMSIG00000011814
mus_musculus ENSMUSG00000045658
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014337
mus_pahari MGP_PahariEiJ_G0027574
nannospalax_galili ENSNGAG00000014714
jaculus_jaculus ENSJJAG00000003063
urocitellus_parryii ENSUPAG00010004402
ictidomys_tridecemlineatus ENSSTOG00000012802
marmota_marmota_marmota ENSMMMG00000000861
spermophilus_dauricus ENSSDAG00000019726
choloepus_hoffmanni ENSCHOG00000012524
nomascus_leucogenys ENSNLEG00000033750
pan_paniscus ENSPPAG00000033873
myotis_lucifugus ENSMLUG00000010592
cricetulus_griseus_crigri ENSCGRG00000001604
rattus_norvegicus ENSRNOG00000029735
dasypus_novemcinctus ENSDNOG00000006600
sphenodon_punctatus ENSSPUG00000011279
gopherus_agassizii ENSGAGG00000023003
zonotrichia_albicollis ENSZALG00000012310
xenopus_tropicalis ENSXETG00000014759
scleropages_formosus ENSSFOG00015002471
paramormyrops_kingsleyae ENSPKIG00000012167
scophthalmus_maximus ENSSMAG00000020223
cynoglossus_semilaevis ENSCSEG00000019416
mastacembelus_armatus ENSMAMG00000005047
oryzias_latipes ENSORLG00020013912
oryzias_latipes_asm223469v1 ENSORLG00015022045
oryzias_latipes ENSORLG00000022835
oryzias_melastigma ENSOMEG00000003753
gasterosteus_aculeatus ENSGACG00000007440
takifugu_rubripes ENSTRUG00000020905
anabas_testudineus ENSATEG00000005027
monopterus_albus ENSMALG00000003842
hippocampus_comes ENSHCOG00000013045
periophthalmus_magnuspinnatus ENSPMGG00000010325
labrus_bergylta ENSLBEG00000026778
mola_mola ENSMMOG00000009107
seriola_dumerili ENSSDUG00000020513
seriola_lalandi_dorsalis ENSSLDG00000008874
amphiprion_ocellaris ENSAOCG00000009801
amphiprion_percula ENSAPEG00000018849
acanthochromis_polyacanthus ENSAPOG00000021242
stegastes_partitus ENSSPAG00000011488
haplochromis_burtoni ENSHBUG00000014096
maylandia_zebra ENSMZEG00005008627
astatotilapia_calliptera ENSACLG00000006412
pundamilia_nyererei ENSPNYG00000011862
neolamprologus_brichardi ENSNBRG00000003291
oreochromis_niloticus ENSONIG00000005632
amphilophus_citrinellus ENSACIG00000011846
fundulus_heteroclitus ENSFHEG00000002350
cyprinodon_variegatus ENSCVAG00000018164
poecilia_formosa ENSPFOG00000013285
poecilia_latipinna ENSPLAG00000012314
poecilia_mexicana ENSPMEG00000023880
poecilia_reticulata ENSPREG00000017909
xiphophorus_maculatus ENSXMAG00000021164
xiphophorus_couchianus ENSXCOG00000012870
gambusia_affinis ENSGAFG00000005728
kryptolebias_marmoratus ENSKMAG00000002986
gadus_morhua ENSGMOG00000007333
esox_lucius ENSELUG00000018915
pygocentrus_nattereri ENSPNAG00000007329
astyanax_mexicanus ENSAMXG00000021550
ictalurus_punctatus ENSIPUG00000001435
danio_rerio ENSDARG00000098984
lepisosteus_oculatus ENSLOCG00000008242
eptatretus_burgeri ENSEBUG00000009821
