drosophila_melanogaster FBgn0039427
caenorhabditis_elegans_strain_n2 WBGene00013323
petromyzon_marinus ENSPMAG00000005210
eptatretus_burgeri ENSEBUG00000003829
esox_lucius ENSELUG00000017625
esox_lucius ENSELUG00000021864
labrus_bergylta ENSLBEG00000023858
gasterosteus_aculeatus ENSGACG00000007656
mola_mola ENSMMOG00000010528
monopterus_albus ENSMALG00000017826
mastacembelus_armatus ENSMAMG00000001066
anabas_testudineus ENSATEG00000001331
scophthalmus_maximus ENSSMAG00000002749
cynoglossus_semilaevis ENSCSEG00000006502
seriola_lalandi_dorsalis ENSSLDG00000019486
seriola_dumerili ENSSDUG00000008742
maylandia_zebra ENSMZEG00005027725
astatotilapia_calliptera ENSACLG00000010439
pundamilia_nyererei ENSPNYG00000007803
haplochromis_burtoni ENSHBUG00000023337
neolamprologus_brichardi ENSNBRG00000021066
oreochromis_niloticus ENSONIG00000018362
amphilophus_citrinellus ENSACIG00000021626
fundulus_heteroclitus ENSFHEG00000002244
cyprinodon_variegatus ENSCVAG00000013553
poecilia_formosa ENSPFOG00000001906
poecilia_mexicana ENSPMEG00000005002
poecilia_latipinna ENSPLAG00000012404
poecilia_reticulata ENSPREG00000019525
xiphophorus_maculatus ENSXMAG00000002635
xiphophorus_couchianus ENSXCOG00000012302
gambusia_affinis ENSGAFG00000009394
kryptolebias_marmoratus ENSKMAG00000021404
oryzias_latipes_asm223469v1 ENSORLG00015008482
oryzias_latipes ENSORLG00000023120
oryzias_latipes ENSORLG00020003529
oryzias_melastigma ENSOMEG00000003486
amphiprion_percula ENSAPEG00000014181
amphiprion_ocellaris ENSAOCG00000006018
acanthochromis_polyacanthus ENSAPOG00000020032
stegastes_partitus ENSSPAG00000013700
periophthalmus_magnuspinnatus ENSPMGG00000020236
hippocampus_comes ENSHCOG00000018123
tetraodon_nigroviridis ENSTNIG00000008682
takifugu_rubripes ENSTRUG00000005925
pygocentrus_nattereri ENSPNAG00000007606
astyanax_mexicanus ENSAMXG00000034309
ictalurus_punctatus ENSIPUG00000000366
labrus_bergylta ENSLBEG00000011714
gasterosteus_aculeatus ENSGACG00000018915
amphiprion_ocellaris ENSAOCG00000010854
amphiprion_percula ENSAPEG00000012545
acanthochromis_polyacanthus ENSAPOG00000007665
stegastes_partitus ENSSPAG00000016706
scophthalmus_maximus ENSSMAG00000003611
seriola_lalandi_dorsalis ENSSLDG00000025228
seriola_dumerili ENSSDUG00000003142
cynoglossus_semilaevis ENSCSEG00000007704
mastacembelus_armatus ENSMAMG00000012305
monopterus_albus ENSMALG00000007243
anabas_testudineus ENSATEG00000018581
maylandia_zebra ENSMZEG00005006955
pundamilia_nyererei ENSPNYG00000021632
haplochromis_burtoni ENSHBUG00000012256
astatotilapia_calliptera ENSACLG00000021396
neolamprologus_brichardi ENSNBRG00000024056
oreochromis_niloticus ENSONIG00000017672
amphilophus_citrinellus ENSACIG00000018848
takifugu_rubripes ENSTRUG00000020659
mola_mola ENSMMOG00000021411
fundulus_heteroclitus ENSFHEG00000008916
cyprinodon_variegatus ENSCVAG00000016896
poecilia_formosa ENSPFOG00000007191
poecilia_mexicana ENSPMEG00000015489
poecilia_latipinna ENSPLAG00000004752
poecilia_reticulata ENSPREG00000000370
xiphophorus_couchianus ENSXCOG00000014505
xiphophorus_maculatus ENSXMAG00000012682
gambusia_affinis ENSGAFG00000010207
kryptolebias_marmoratus ENSKMAG00000001385
periophthalmus_magnuspinnatus ENSPMGG00000014035
hippocampus_comes ENSHCOG00000020548
oryzias_latipes ENSORLG00000028954
oryzias_latipes_asm223469v1 ENSORLG00015004403
oryzias_latipes ENSORLG00020005944
oryzias_melastigma ENSOMEG00000009604
gadus_morhua ENSGMOG00000008951
pygocentrus_nattereri ENSPNAG00000011927
astyanax_mexicanus ENSAMXG00000032870
ictalurus_punctatus ENSIPUG00000007951
danio_rerio ENSDARG00000036295
scleropages_formosus ENSSFOG00015021310
paramormyrops_kingsleyae ENSPKIG00000015794
danio_rerio ENSDARG00000105099
gadus_morhua ENSGMOG00000016373
lepisosteus_oculatus ENSLOCG00000008912
pogona_vitticeps ENSPVIG00000004139
anolis_carolinensis ENSACAG00000028949
notechis_scutatus ENSNSUG00000007400
salvator_merianae ENSSMRG00000021693
phascolarctos_cinereus ENSPCIG00000036348
notamacropus_eugenii ENSMEUG00000001446
sarcophilus_harrisii ENSSHAG00000017774
monodelphis_domestica ENSMODG00000028192
coturnix_japonica ENSCJPG00005019543
meleagris_gallopavo ENSMGAG00000009694
gallus_gallus ENSGALG00000031372
numida_meleagris ENSNMEG00000013786
lonchura_striata_domestica ENSLSDG00000005506
junco_hyemalis ENSJHYG00000000393
parus_major ENSPMJG00000004029
cyanistes_caeruleus ENSCCEG00000005974
ficedula_albicollis ENSFALG00000008361
lepidothrix_coronata ENSLCOG00000016513
manacus_vitellinus ENSMVIG00005018403
serinus_canaria ENSSCAG00000016669
zonotrichia_albicollis ENSZALG00000006900
melopsittacus_undulatus ENSMUNG00000007715
anser_brachyrhynchus ENSABRG00000008376
anas_platyrhynchos_platyrhynchos ENSAPLG00000018711
calidris_pygmaea ENSCPGG00000017670
calidris_pugnax ENSCPUG00000009522
apteryx_haastii ENSAHAG00000015364
apteryx_rowi ENSARWG00000001041
apteryx_owenii ENSAOWG00000005673
dromaius_novaehollandiae ENSDNVG00000015151
chrysemys_picta_bellii ENSCPBG00000012188
gopherus_agassizii ENSGAGG00000011915
chelonoidis_abingdonii ENSCABG00000007605
sphenodon_punctatus ENSSPUG00000012927
ursus_maritimus ENSUMAG00000022532
canis_lupus_familiaris ENSCAFG00000009262
panthera_tigris_altaica ENSPTIG00000020956
equus_caballus ENSECAG00000007985
spermophilus_dauricus ENSSDAG00000022997
castor_canadensis ENSCCNG00000006457
sorex_araneus ENSSARG00000010116
ochotona_princeps ENSOPRG00000005279
ailuropoda_melanoleuca ENSAMEG00000000088
canis_lupus_dingo ENSCAFG00020006112
mustela_putorius_furo ENSMPUG00000017027
neovison_vison ENSNVIG00000019876
felis_catus ENSFCAG00000013434
panthera_pardus ENSPPRG00000003605
equus_asinus_asinus ENSEASG00005008652
pteropus_vampyrus ENSPVAG00000003391
pan_troglodytes ENSPTRG00000045507
pan_paniscus ENSPPAG00000040315
gorilla_gorilla ENSGGOG00000016005
homo_sapiens ENSG00000155265
pongo_abelii ENSPPYG00000002542
nomascus_leucogenys ENSNLEG00000014326
mandrillus_leucophaeus ENSMLEG00000025571
cercocebus_atys ENSCATG00000039684
chlorocebus_sabaeus ENSCSAG00000005820
macaca_fascicularis ENSMFAG00000002194
rhinopithecus_roxellana ENSRROG00000029385
rhinopithecus_bieti ENSRBIG00000035613
macaca_nemestrina ENSMNEG00000033947
macaca_mulatta ENSMMUG00000044165
theropithecus_gelada ENSTGEG00000016603
papio_anubis ENSPANG00000021297
colobus_angolensis_palliatus ENSCANG00000027656
