pteropus_vampyrus ENSPVAG00000001962
myotis_lucifugus ENSMLUG00000008342
bos_mutus ENSBMUG00000025503
bos_taurus ENSBTAG00000006896
bison_bison_bison ENSBBBG00000008638
ovis_aries ENSOARG00000014704
ovis_aries ENSOARG00000015919
capra_hircus ENSCHIG00000026906
vicugna_pacos ENSVPAG00000000109
sus_scrofa ENSSSCG00000017257
equus_asinus_asinus ENSEASG00005017436
equus_caballus ENSECAG00000022556
ursus_americanus ENSUAMG00000025595
ursus_maritimus ENSUMAG00000004143
ailuropoda_melanoleuca ENSAMEG00000010471
neovison_vison ENSNVIG00000008885
mustela_putorius_furo ENSMPUG00000014349
vulpes_vulpes ENSVVUG00000007782
vulpes_vulpes ENSVVUG00000007742
canis_lupus_dingo ENSCAFG00020021018
canis_lupus_familiaris ENSCAFG00000010877
panthera_tigris_altaica ENSPTIG00000020775
panthera_pardus ENSPPRG00000012368
felis_catus ENSFCAG00000015675
sorex_araneus ENSSARG00000012809
chinchilla_lanigera ENSCLAG00000007514
octodon_degus ENSODEG00000009006
cavia_porcellus ENSCPOG00000011990
cavia_aperea ENSCAPG00000010959
heterocephalus_glaber_female ENSHGLG00000001596
heterocephalus_glaber_male ENSHGLG00100008474
fukomys_damarensis ENSFDAG00000007722
urocitellus_parryii ENSUPAG00010019960
spermophilus_dauricus ENSSDAG00000017222
marmota_marmota_marmota ENSMMMG00000012580
ictidomys_tridecemlineatus ENSSTOG00000010793
castor_canadensis ENSCCNG00000002868
dipodomys_ordii ENSDORG00000003282
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018203
mus_spicilegus ENSMSIG00000017967
mus_musculus ENSMUSG00000041797
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017357
mus_pahari MGP_PahariEiJ_G0018487
rattus_norvegicus ENSRNOG00000059326
meriones_unguiculatus ENSMUGG00000009219
meriones_unguiculatus ENSMUGG00000023768
meriones_unguiculatus ENSMUGG00000022473
cricetulus_griseus_crigri-picr ENSCGRG00015011653
cricetulus_griseus_chok1gshd ENSCGRG00001024679
cricetulus_griseus_crigri ENSCGRG00000016467
mesocricetus_auratus ENSMAUG00000003790
peromyscus_maniculatus_bairdii ENSPEMG00000010328
microtus_ochrogaster ENSMOCG00000015163
nannospalax_galili ENSNGAG00000023242
ochotona_princeps ENSOPRG00000011546
tupaia_belangeri ENSTBEG00000005004
piliocolobus_tephrosceles ENSPTEG00000004052
colobus_angolensis_palliatus ENSCANG00000036309
rhinopithecus_roxellana ENSRROG00000021164
rhinopithecus_bieti ENSRBIG00000029947
theropithecus_gelada ENSTGEG00000026344
papio_anubis ENSPANG00000020486
cercocebus_atys ENSCATG00000030382
mandrillus_leucophaeus ENSMLEG00000039507
chlorocebus_sabaeus ENSCSAG00000004348
macaca_fascicularis ENSMFAG00000042813
macaca_nemestrina ENSMNEG00000004754
macaca_mulatta ENSMMUG00000044129
pan_paniscus ENSPPAG00000027199
pan_troglodytes ENSPTRG00000009583
homo_sapiens ENSG00000154258
gorilla_gorilla ENSGGOG00000016101
pongo_abelii ENSPPYG00000029709
nomascus_leucogenys ENSNLEG00000000424
carlito_syrichta ENSTSYG00000035900
carlito_syrichta ENSTSYG00000011413
microcebus_murinus ENSMICG00000017252
prolemur_simus ENSPSMG00000001244
otolemur_garnettii ENSOGAG00000002758
otolemur_garnettii ENSOGAG00000001218
choloepus_hoffmanni ENSCHOG00000010627
dasypus_novemcinctus ENSDNOG00000009573
loxodonta_africana ENSLAFG00000000073
echinops_telfairi ENSETEG00000009003
