notechis_scutatus ENSNSUG00000002597
pogona_vitticeps ENSPVIG00000011868
ochotona_princeps ENSOPRG00000005587
meriones_unguiculatus ENSMUGG00000020040
rhinopithecus_bieti ENSRBIG00000041027
rhinopithecus_roxellana ENSRROG00000035510
piliocolobus_tephrosceles ENSPTEG00000028028
mandrillus_leucophaeus ENSMLEG00000029736
mandrillus_leucophaeus ENSMLEG00000035272
theropithecus_gelada ENSTGEG00000023821
papio_anubis ENSPANG00000034433
rhinopithecus_bieti ENSRBIG00000039374
macaca_mulatta ENSMMUG00000005075
macaca_fascicularis ENSMFAG00000038868
macaca_nemestrina ENSMNEG00000034152
theropithecus_gelada ENSTGEG00000007588
piliocolobus_tephrosceles ENSPTEG00000019866
colobus_angolensis_palliatus ENSCANG00000029618
aotus_nancymaae ENSANAG00000028335
