anas_platyrhynchos_platyrhynchos ENSAPLG00000015373
numida_meleagris ENSNMEG00000016523
lepidothrix_coronata ENSLCOG00000007504
manacus_vitellinus ENSMVIG00005004088
melopsittacus_undulatus ENSMUNG00000011233
nothoprocta_perdicaria ENSNPEG00000009833
nothoprocta_perdicaria ENSNPEG00000009831
apteryx_haastii ENSAHAG00000012688
apteryx_owenii ENSAOWG00000000628
apteryx_rowi ENSARWG00000009597
crocodylus_porosus ENSCPRG00005005163
gopherus_agassizii ENSGAGG00000025141
chelonoidis_abingdonii ENSCABG00000012955
chrysemys_picta_bellii ENSCPBG00000026999
pelodiscus_sinensis ENSPSIG00000004596
pogona_vitticeps ENSPVIG00000014226
salvator_merianae ENSSMRG00000012540
sphenodon_punctatus ENSSPUG00000000132
meleagris_gallopavo ENSMGAG00000008811
coturnix_japonica ENSCJPG00005006813
gallus_gallus ENSGALG00000030859
anser_brachyrhynchus ENSABRG00000000079
lonchura_striata_domestica ENSLSDG00000004856
junco_hyemalis ENSJHYG00000009919
calidris_pygmaea ENSCPGG00000006098
calidris_pugnax ENSCPUG00000008534
cyanistes_caeruleus ENSCCEG00000021416
parus_major ENSPMJG00000008787
ficedula_albicollis ENSFALG00000010725
zonotrichia_albicollis ENSZALG00000008904
taeniopygia_guttata ENSTGUG00000008082
manacus_vitellinus ENSMVIG00005004096
dromaius_novaehollandiae ENSDNVG00000002267
sarcophilus_harrisii ENSSHAG00000013478
phascolarctos_cinereus ENSPCIG00000004602
monodelphis_domestica ENSMODG00000016595
ornithorhynchus_anatinus ENSOANG00000009275
anolis_carolinensis ENSACAG00000000650
notechis_scutatus ENSNSUG00000014166
anolis_carolinensis ENSACAG00000008646
anolis_carolinensis ENSACAG00000028277
latimeria_chalumnae ENSLACG00000006483
castor_canadensis ENSCCNG00000019537
latimeria_chalumnae ENSLACG00000013311
xenopus_tropicalis ENSXETG00000024188
canis_lupus_dingo ENSCAFG00020022045
vulpes_vulpes ENSVVUG00000016830
equus_caballus ENSECAG00000024243
bos_taurus ENSBTAG00000052413
capra_hircus ENSCHIG00000011782
cebus_capucinus ENSCCAG00000027773
cebus_capucinus ENSCCAG00000024767
theropithecus_gelada ENSTGEG00000011661
meriones_unguiculatus ENSMUGG00000017945
meriones_unguiculatus ENSMUGG00000017943
callithrix_jacchus ENSCJAG00000039210
dasypus_novemcinctus ENSDNOG00000040639
dasypus_novemcinctus ENSDNOG00000033925
choloepus_hoffmanni ENSCHOG00000000841
loxodonta_africana ENSLAFG00000031439
microcebus_murinus ENSMICG00000008427
propithecus_coquereli ENSPCOG00000028515
cebus_capucinus ENSCCAG00000005519
fukomys_damarensis ENSFDAG00000001038
octodon_degus ENSODEG00000003179
urocitellus_parryii ENSUPAG00010012379
cricetulus_griseus_crigri-picr ENSCGRG00015014701
mesocricetus_auratus ENSMAUG00000018730
peromyscus_maniculatus_bairdii ENSPEMG00000012296
microtus_ochrogaster ENSMOCG00000019997
jaculus_jaculus ENSJJAG00000023385
spermophilus_dauricus ENSSDAG00000018017
marmota_marmota_marmota ENSMMMG00000008996
mus_spicilegus ENSMSIG00000026932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025677
mus_musculus ENSMUSG00000027523
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024756
mus_pahari MGP_PahariEiJ_G0026198
rattus_norvegicus ENSRNOG00000047374
meriones_unguiculatus ENSMUGG00000016257
cricetulus_griseus_crigri ENSCGRG00000002835
cricetulus_griseus_chok1gshd ENSCGRG00001011341
nannospalax_galili ENSNGAG00000024204
dipodomys_ordii ENSDORG00000004279
heterocephalus_glaber_male ENSHGLG00100013966
cebus_capucinus ENSCCAG00000020784
callithrix_jacchus ENSCJAG00000018939
saimiri_boliviensis_boliviensis ENSSBOG00000032092
aotus_nancymaae ENSANAG00000015974
mandrillus_leucophaeus ENSMLEG00000018242
papio_anubis ENSPANG00000020508
macaca_nemestrina ENSMNEG00000034347
macaca_fascicularis ENSMFAG00000043651
macaca_mulatta ENSMMUG00000010266
cercocebus_atys ENSCATG00000039076
chlorocebus_sabaeus ENSCSAG00000015577
rhinopithecus_bieti ENSRBIG00000041983
rhinopithecus_roxellana ENSRROG00000042757
piliocolobus_tephrosceles ENSPTEG00000007217
colobus_angolensis_palliatus ENSCANG00000033746
pan_troglodytes ENSPTRG00000032488
pan_paniscus ENSPPAG00000032982
homo_sapiens ENSG00000087460
