ursus_maritimus ENSUMAG00000023160
ursus_americanus ENSUAMG00000007784
ailuropoda_melanoleuca ENSAMEG00000012874
mustela_putorius_furo ENSMPUG00000006405
canis_lupus_familiaris ENSCAFG00000004666
canis_lupus_dingo ENSCAFG00020012984
vulpes_vulpes ENSVVUG00000008438
felis_catus ENSFCAG00000000280
panthera_pardus ENSPPRG00000016180
equus_caballus ENSECAG00000009241
equus_asinus_asinus ENSEASG00005013656
bos_taurus ENSBTAG00000051298
bos_mutus ENSBMUG00000019708
bison_bison_bison ENSBBBG00000015917
ovis_aries ENSOARG00000009176
capra_hircus ENSCHIG00000024815
sus_scrofa ENSSSCG00000003079
tursiops_truncatus ENSTTRG00000007933
pteropus_vampyrus ENSPVAG00000012972
sorex_araneus ENSSARG00000003355
saimiri_boliviensis_boliviensis ENSSBOG00000035965
cebus_capucinus ENSCCAG00000027486
callithrix_jacchus ENSCJAG00000013209
aotus_nancymaae ENSANAG00000027754
pan_paniscus ENSPPAG00000033793
pan_troglodytes ENSPTRG00000011119
gorilla_gorilla ENSGGOG00000010705
homo_sapiens ENSG00000073008
pongo_abelii ENSPPYG00000010092
nomascus_leucogenys ENSNLEG00000034362
chlorocebus_sabaeus ENSCSAG00000003289
cercocebus_atys ENSCATG00000038965
macaca_nemestrina ENSMNEG00000031214
theropithecus_gelada ENSTGEG00000019117
papio_anubis ENSPANG00000001064
papio_anubis ENSPANG00000024322
macaca_mulatta ENSMMUG00000003101
rhinopithecus_roxellana ENSRROG00000045025
macaca_fascicularis ENSMFAG00000039744
rhinopithecus_bieti ENSRBIG00000013583
piliocolobus_tephrosceles ENSPTEG00000012743
piliocolobus_tephrosceles ENSPTEG00000012843
piliocolobus_tephrosceles ENSPTEG00000012637
piliocolobus_tephrosceles ENSPTEG00000012987
colobus_angolensis_palliatus ENSCANG00000037638
colobus_angolensis_palliatus ENSCANG00000009381
chlorocebus_sabaeus ENSCSAG00000003298
carlito_syrichta ENSTSYG00000025738
prolemur_simus ENSPSMG00000025340
propithecus_coquereli ENSPCOG00000017291
microcebus_murinus ENSMICG00000028614
otolemur_garnettii ENSOGAG00000006835
mus_spicilegus ENSMSIG00000007677
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030398
mus_musculus ENSMUSG00000040511
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029314
rattus_norvegicus ENSRNOG00000019202
meriones_unguiculatus ENSMUGG00000020860
peromyscus_maniculatus_bairdii ENSPEMG00000015604
microtus_ochrogaster ENSMOCG00000020241
cricetulus_griseus_chok1gshd ENSCGRG00001017036
cricetulus_griseus_crigri-picr ENSCGRG00015005771
castor_canadensis ENSCCNG00000001192
ictidomys_tridecemlineatus ENSSTOG00000033231
urocitellus_parryii ENSUPAG00010021806
marmota_marmota_marmota ENSMMMG00000016025
heterocephalus_glaber_male ENSHGLG00100010306
heterocephalus_glaber_female ENSHGLG00000004946
cavia_porcellus ENSCPOG00000006369
oryctolagus_cuniculus ENSOCUG00000026280
choloepus_hoffmanni ENSCHOG00000004241
dasypus_novemcinctus ENSDNOG00000036343
loxodonta_africana ENSLAFG00000010661
echinops_telfairi ENSETEG00000010938
