scleropages_formosus ENSSFOG00015023102
paramormyrops_kingsleyae ENSPKIG00000008693
gasterosteus_aculeatus ENSGACG00000018859
gasterosteus_aculeatus ENSGACG00000018858
takifugu_rubripes ENSTRUG00000017613
tetraodon_nigroviridis ENSTNIG00000018058
mola_mola ENSMMOG00000021448
mastacembelus_armatus ENSMAMG00000012749
anabas_testudineus ENSATEG00000017007
labrus_bergylta ENSLBEG00000013720
seriola_lalandi_dorsalis ENSSLDG00000016122
seriola_dumerili ENSSDUG00000003917
scophthalmus_maximus ENSSMAG00000003075
amphiprion_ocellaris ENSAOCG00000018888
amphiprion_percula ENSAPEG00000011929
acanthochromis_polyacanthus ENSAPOG00000007172
stegastes_partitus ENSSPAG00000007145
cyprinodon_variegatus ENSCVAG00000017339
cyprinodon_variegatus ENSCVAG00000017343
fundulus_heteroclitus ENSFHEG00000009927
xiphophorus_couchianus ENSXCOG00000014528
xiphophorus_maculatus ENSXMAG00000012476
gambusia_affinis ENSGAFG00000018226
poecilia_formosa ENSPFOG00000018541
poecilia_latipinna ENSPLAG00000017465
poecilia_mexicana ENSPMEG00000019761
poecilia_reticulata ENSPREG00000000346
kryptolebias_marmoratus ENSKMAG00000017016
astatotilapia_calliptera ENSACLG00000022146
maylandia_zebra ENSMZEG00005006338
haplochromis_burtoni ENSHBUG00000017442
pundamilia_nyererei ENSPNYG00000004633
neolamprologus_brichardi ENSNBRG00000024194
amphilophus_citrinellus ENSACIG00000019837
monopterus_albus ENSMALG00000007368
hippocampus_comes ENSHCOG00000020902
gadus_morhua ENSGMOG00000010796
gadus_morhua ENSGMOG00000010814
periophthalmus_magnuspinnatus ENSPMGG00000001243
oryzias_latipes ENSORLG00020006189
oryzias_latipes ENSORLG00000011404
oryzias_latipes_asm223469v1 ENSORLG00015004650
oryzias_melastigma ENSOMEG00000009355
esox_lucius ENSELUG00000014806
pygocentrus_nattereri ENSPNAG00000013517
astyanax_mexicanus ENSAMXG00000030090
ictalurus_punctatus ENSIPUG00000009649
danio_rerio ENSDARG00000078503
lepisosteus_oculatus ENSLOCG00000009044
