ursus_maritimus ENSUMAG00000023010
ursus_americanus ENSUAMG00000010560
ailuropoda_melanoleuca ENSAMEG00000004300
canis_lupus_dingo ENSCAFG00020013283
canis_lupus_familiaris ENSCAFG00000004742
vulpes_vulpes ENSVVUG00000008807
neovison_vison ENSNVIG00000024663
mustela_putorius_furo ENSMPUG00000006741
panthera_tigris_altaica ENSPTIG00000008559
panthera_pardus ENSPPRG00000010101
felis_catus ENSFCAG00000023807
ovis_aries ENSOARG00000008777
capra_hircus ENSCHIG00000016916
bos_taurus ENSBTAG00000052396
ovis_aries ENSOARG00000008784
capra_hircus ENSCHIG00000018895
capra_hircus ENSCHIG00000024358
ovis_aries ENSOARG00000008767
ovis_aries ENSOARG00000008759
ovis_aries ENSOARG00000000162
bison_bison_bison ENSBBBG00000016528
bos_taurus ENSBTAG00000001260
bos_mutus ENSBMUG00000018598
tursiops_truncatus ENSTTRG00000014770
equus_caballus ENSECAG00000013006
equus_asinus_asinus ENSEASG00005013533
myotis_lucifugus ENSMLUG00000006945
cercocebus_atys ENSCATG00000021659
chlorocebus_sabaeus ENSCSAG00000003398
theropithecus_gelada ENSTGEG00000018074
papio_anubis ENSPANG00000020938
mandrillus_leucophaeus ENSMLEG00000027883
macaca_nemestrina ENSMNEG00000005488
macaca_fascicularis ENSMFAG00000030734
macaca_mulatta ENSMMUG00000042645
piliocolobus_tephrosceles ENSPTEG00000033045
colobus_angolensis_palliatus ENSCANG00000035013
rhinopithecus_roxellana ENSRROG00000032922
rhinopithecus_bieti ENSRBIG00000040825
pan_paniscus ENSPPAG00000025276
pan_troglodytes ENSPTRG00000052742
homo_sapiens ENSG00000234465
gorilla_gorilla ENSGGOG00000002532
pongo_abelii ENSPPYG00000010064
nomascus_leucogenys ENSNLEG00000001623
saimiri_boliviensis_boliviensis ENSSBOG00000024994
cebus_capucinus ENSCCAG00000027071
callithrix_jacchus ENSCJAG00000013544
aotus_nancymaae ENSANAG00000026466
carlito_syrichta ENSTSYG00000027974
propithecus_coquereli ENSPCOG00000014942
prolemur_simus ENSPSMG00000011586
microcebus_murinus ENSMICG00000041713
otolemur_garnettii ENSOGAG00000009513
castor_canadensis ENSCCNG00000020601
dipodomys_ordii ENSDORG00000006113
octodon_degus ENSODEG00000008737
chinchilla_lanigera ENSCLAG00000001693
heterocephalus_glaber_male ENSHGLG00100010574
heterocephalus_glaber_female ENSHGLG00000009364
fukomys_damarensis ENSFDAG00000017137
cavia_aperea ENSCAPG00000006622
cavia_porcellus ENSCPOG00000040066
cricetulus_griseus_chok1gshd ENSCGRG00001012366
cricetulus_griseus_crigri ENSCGRG00000013782
cricetulus_griseus_crigri-picr ENSCGRG00015014311
microtus_ochrogaster ENSMOCG00000013333
peromyscus_maniculatus_bairdii ENSPEMG00000011116
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030433
mus_spicilegus ENSMSIG00000023409
mus_musculus ENSMUSG00000011632
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029339
mus_pahari MGP_PahariEiJ_G0021190
rattus_norvegicus ENSRNOG00000019862
meriones_unguiculatus ENSMUGG00000001298
nannospalax_galili ENSNGAG00000012310
jaculus_jaculus ENSJJAG00000021887
urocitellus_parryii ENSUPAG00010021906
ictidomys_tridecemlineatus ENSSTOG00000011848
spermophilus_dauricus ENSSDAG00000009491
marmota_marmota_marmota ENSMMMG00000016162
oryctolagus_cuniculus ENSOCUG00000005396
loxodonta_africana ENSLAFG00000012692
dasypus_novemcinctus ENSDNOG00000010730
tupaia_belangeri ENSTBEG00000007024
ochotona_princeps ENSOPRG00000013227
pteropus_vampyrus ENSPVAG00000016890
choloepus_hoffmanni ENSCHOG00000003711
echinops_telfairi ENSETEG00000003534
procavia_capensis ENSPCAG00000014092
phascolarctos_cinereus ENSPCIG00000020848
sarcophilus_harrisii ENSSHAG00000002965
monodelphis_domestica ENSMODG00000003458
ornithorhynchus_anatinus ENSOANG00000029200
