drosophila_melanogaster FBgn0039218
caenorhabditis_elegans_strain_n2 WBGene00021347
pogona_vitticeps ENSPVIG00000015464
notechis_scutatus ENSNSUG00000005868
salvator_merianae ENSSMRG00000004219
xenopus_tropicalis ENSXETG00000002878
esox_lucius ENSELUG00000009612
danio_rerio ENSDARG00000058349
anolis_carolinensis ENSACAG00000015509
pogona_vitticeps ENSPVIG00000022239
notechis_scutatus ENSNSUG00000016603
salvator_merianae ENSSMRG00000014142
sphenodon_punctatus ENSSPUG00000005252
chelonoidis_abingdonii ENSCABG00000015072
gopherus_agassizii ENSGAGG00000017751
chrysemys_picta_bellii ENSCPBG00000007106
pelodiscus_sinensis ENSPSIG00000013867
crocodylus_porosus ENSCPRG00005015227
amphiprion_ocellaris ENSAOCG00000012342
amphiprion_percula ENSAPEG00000015365
acanthochromis_polyacanthus ENSAPOG00000011116
stegastes_partitus ENSSPAG00000019322
poecilia_mexicana ENSPMEG00000015438
poecilia_reticulata ENSPREG00000022948
poecilia_latipinna ENSPLAG00000010698
poecilia_formosa ENSPFOG00000004650
xiphophorus_maculatus ENSXMAG00000007260
gambusia_affinis ENSGAFG00000013789
cyprinodon_variegatus ENSCVAG00000007386
fundulus_heteroclitus ENSFHEG00000019804
kryptolebias_marmoratus ENSKMAG00000003267
oryzias_latipes ENSORLG00000027182
oryzias_latipes_asm223469v1 ENSORLG00015011064
oryzias_latipes ENSORLG00020012637
oryzias_melastigma ENSOMEG00000020485
haplochromis_burtoni ENSHBUG00000013767
astatotilapia_calliptera ENSACLG00000026685
maylandia_zebra ENSMZEG00005000960
pundamilia_nyererei ENSPNYG00000007348
neolamprologus_brichardi ENSNBRG00000013837
amphilophus_citrinellus ENSACIG00000005514
mastacembelus_armatus ENSMAMG00000021937
monopterus_albus ENSMALG00000018890
seriola_dumerili ENSSDUG00000008725
seriola_lalandi_dorsalis ENSSLDG00000024029
scophthalmus_maximus ENSSMAG00000021392
labrus_bergylta ENSLBEG00000000928
mola_mola ENSMMOG00000017276
takifugu_rubripes ENSTRUG00000017292
cynoglossus_semilaevis ENSCSEG00000001959
anabas_testudineus ENSATEG00000007953
hippocampus_comes ENSHCOG00000008730
periophthalmus_magnuspinnatus ENSPMGG00000004854
gadus_morhua ENSGMOG00000001279
xenopus_tropicalis ENSXETG00000025768
astyanax_mexicanus ENSAMXG00000037735
pygocentrus_nattereri ENSPNAG00000015066
ictalurus_punctatus ENSIPUG00000017431
scleropages_formosus ENSSFOG00015010252
paramormyrops_kingsleyae ENSPKIG00000017973
gopherus_agassizii ENSGAGG00000006577
chelonoidis_abingdonii ENSCABG00000018608
serinus_canaria ENSSCAG00000014521
taeniopygia_guttata ENSTGUG00000009757
cyanistes_caeruleus ENSCCEG00000008032
lonchura_striata_domestica ENSLSDG00000015573
ficedula_albicollis ENSFALG00000012058
zonotrichia_albicollis ENSZALG00000005174
anas_platyrhynchos_platyrhynchos ENSAPLG00000023236
anser_brachyrhynchus ENSABRG00000014187
lepidothrix_coronata ENSLCOG00000013703
manacus_vitellinus ENSMVIG00005008036
meleagris_gallopavo ENSMGAG00000011610
gallus_gallus ENSGALG00000006841
numida_meleagris ENSNMEG00000013312
calidris_pugnax ENSCPUG00000012028
