sus_scrofa ENSSSCG00000029791
capra_hircus ENSCHIG00000025245
myotis_lucifugus ENSMLUG00000026483
chlorocebus_sabaeus ENSCSAG00000016527
oryctolagus_cuniculus ENSOCUG00000026882
dasypus_novemcinctus ENSDNOG00000036286
ornithorhynchus_anatinus ENSOANG00000030449
latimeria_chalumnae ENSLACG00000006422
labrus_bergylta ENSLBEG00000003353
sphenodon_punctatus ENSSPUG00000008473
pogona_vitticeps ENSPVIG00000021707
meleagris_gallopavo ENSMGAG00000002104
monodelphis_domestica ENSMODG00000028083
ailuropoda_melanoleuca ENSAMEG00000005117
scleropages_formosus ENSSFOG00015002990
stegastes_partitus ENSSPAG00000021300
dasypus_novemcinctus ENSDNOG00000047969
sarcophilus_harrisii ENSSHAG00000018476
eptatretus_burgeri ENSEBUG00000003697
