chrysemys_picta_bellii ENSCPBG00000008813
pelodiscus_sinensis ENSPSIG00000014896
pogona_vitticeps ENSPVIG00000022193
anolis_carolinensis ENSACAG00000013784
salvator_merianae ENSSMRG00000013493
gopherus_agassizii ENSGAGG00000021430
chelonoidis_abingdonii ENSCABG00000007278
crocodylus_porosus ENSCPRG00005009457
sphenodon_punctatus ENSSPUG00000008766
notechis_scutatus ENSNSUG00000016026
anser_brachyrhynchus ENSABRG00000009938
anas_platyrhynchos_platyrhynchos ENSAPLG00000003863
meleagris_gallopavo ENSMGAG00000002835
coturnix_japonica ENSCJPG00005013697
gallus_gallus ENSGALG00000027778
numida_meleagris ENSNMEG00000005222
calidris_pygmaea ENSCPGG00000003021
calidris_pugnax ENSCPUG00000015180
manacus_vitellinus ENSMVIG00005017888
manacus_vitellinus ENSMVIG00005009448
lepidothrix_coronata ENSLCOG00000002773
taeniopygia_guttata ENSTGUG00000006689
lonchura_striata_domestica ENSLSDG00000004206
serinus_canaria ENSSCAG00000008193
zonotrichia_albicollis ENSZALG00000004746
junco_hyemalis ENSJHYG00000006350
ficedula_albicollis ENSFALG00000011693
cyanistes_caeruleus ENSCCEG00000017056
parus_major ENSPMJG00000006629
apteryx_owenii ENSAOWG00000008717
apteryx_haastii ENSAHAG00000011849
apteryx_rowi ENSARWG00000013217
nothoprocta_perdicaria ENSNPEG00000006928
xenopus_tropicalis ENSXETG00000004406
latimeria_chalumnae ENSLACG00000018789
pygocentrus_nattereri ENSPNAG00000014753
astyanax_mexicanus ENSAMXG00000031349
ictalurus_punctatus ENSIPUG00000017892
esox_lucius ENSELUG00000023263
lepisosteus_oculatus ENSLOCG00000001491
petromyzon_marinus ENSPMAG00000008616
ciona_savignyi ENSCSAVG00000005950
ciona_intestinalis ENSCING00000014562
ciona_intestinalis ENSCING00000014467
ciona_intestinalis ENSCING00000014922
ciona_savignyi ENSCSAVG00000002922
drosophila_melanogaster FBgn0031906
