calidris_pugnax ENSCPUG00000013840
nothoprocta_perdicaria ENSNPEG00000012861
crocodylus_porosus ENSCPRG00005008032
sphenodon_punctatus ENSSPUG00000012842
salvator_merianae ENSSMRG00000007147
latimeria_chalumnae ENSLACG00000017150
amphiprion_ocellaris ENSAOCG00000022625
amphiprion_percula ENSAPEG00000020541
acanthochromis_polyacanthus ENSAPOG00000019692
stegastes_partitus ENSSPAG00000010416
fundulus_heteroclitus ENSFHEG00000006502
cyprinodon_variegatus ENSCVAG00000015189
poecilia_formosa ENSPFOG00000010207
poecilia_latipinna ENSPLAG00000014279
poecilia_mexicana ENSPMEG00000007630
poecilia_reticulata ENSPREG00000011529
xiphophorus_maculatus ENSXMAG00000014019
xiphophorus_couchianus ENSXCOG00000018141
gambusia_affinis ENSGAFG00000010825
kryptolebias_marmoratus ENSKMAG00000007422
oryzias_latipes ENSORLG00000001500
oryzias_latipes ENSORLG00020013638
oryzias_latipes_asm223469v1 ENSORLG00015006725
oryzias_melastigma ENSOMEG00000017617
astatotilapia_calliptera ENSACLG00000022612
maylandia_zebra ENSMZEG00005001591
pundamilia_nyererei ENSPNYG00000016346
haplochromis_burtoni ENSHBUG00000000278
neolamprologus_brichardi ENSNBRG00000006894
amphilophus_citrinellus ENSACIG00000010902
hippocampus_comes ENSHCOG00000007883
periophthalmus_magnuspinnatus ENSPMGG00000009389
monopterus_albus ENSMALG00000005689
mastacembelus_armatus ENSMAMG00000020764
anabas_testudineus ENSATEG00000022029
gasterosteus_aculeatus ENSGACG00000014603
scophthalmus_maximus ENSSMAG00000014130
takifugu_rubripes ENSTRUG00000000159
tetraodon_nigroviridis ENSTNIG00000011267
mola_mola ENSMMOG00000012632
labrus_bergylta ENSLBEG00000004544
seriola_lalandi_dorsalis ENSSLDG00000016541
seriola_dumerili ENSSDUG00000021646
gadus_morhua ENSGMOG00000009149
esox_lucius ENSELUG00000018853
pygocentrus_nattereri ENSPNAG00000029781
astyanax_mexicanus ENSAMXG00000041294
ictalurus_punctatus ENSIPUG00000010088
danio_rerio ENSDARG00000007449
scleropages_formosus ENSSFOG00015008663
paramormyrops_kingsleyae ENSPKIG00000005073
lepisosteus_oculatus ENSLOCG00000013283
