manacus_vitellinus ENSMVIG00005003534
lepidothrix_coronata ENSLCOG00000002244
cyanistes_caeruleus ENSCCEG00000022397
parus_major ENSPMJG00000017233
ficedula_albicollis ENSFALG00000013975
zonotrichia_albicollis ENSZALG00000002932
junco_hyemalis ENSJHYG00000006200
serinus_canaria ENSSCAG00000010238
lonchura_striata_domestica ENSLSDG00000004445
taeniopygia_guttata ENSTGUG00000008775
melopsittacus_undulatus ENSMUNG00000006607
calidris_pugnax ENSCPUG00000015657
calidris_pygmaea ENSCPGG00000017467
anser_brachyrhynchus ENSABRG00000011761
anas_platyrhynchos_platyrhynchos ENSAPLG00000004779
meleagris_gallopavo ENSMGAG00000001415
coturnix_japonica ENSCJPG00005013564
numida_meleagris ENSNMEG00000008002
apteryx_haastii ENSAHAG00000012535
apteryx_rowi ENSARWG00000000188
apteryx_owenii ENSAOWG00000000300
dromaius_novaehollandiae ENSDNVG00000009377
nothoprocta_perdicaria ENSNPEG00000004352
crocodylus_porosus ENSCPRG00005005131
chelonoidis_abingdonii ENSCABG00000006797
gopherus_agassizii ENSGAGG00000016045
chrysemys_picta_bellii ENSCPBG00000019972
pelodiscus_sinensis ENSPSIG00000013713
anolis_carolinensis ENSACAG00000026583
anolis_carolinensis ENSACAG00000005321
pogona_vitticeps ENSPVIG00000005625
notechis_scutatus ENSNSUG00000000032
salvator_merianae ENSSMRG00000020069
sphenodon_punctatus ENSSPUG00000003798
phascolarctos_cinereus ENSPCIG00000030281
notamacropus_eugenii ENSMEUG00000011691
sarcophilus_harrisii ENSSHAG00000014136
monodelphis_domestica ENSMODG00000008200
ornithorhynchus_anatinus ENSOANG00000001943
urocitellus_parryii ENSUPAG00010006316
spermophilus_dauricus ENSSDAG00000019306
ictidomys_tridecemlineatus ENSSTOG00000026631
marmota_marmota_marmota ENSMMMG00000006369
cavia_aperea ENSCAPG00000015429
cavia_porcellus ENSCPOG00000019836
chinchilla_lanigera ENSCLAG00000004477
heterocephalus_glaber_male ENSHGLG00100010832
heterocephalus_glaber_female ENSHGLG00000010064
fukomys_damarensis ENSFDAG00000009057
pan_troglodytes ENSPTRG00000018921
pan_troglodytes ENSPTRG00000051187
pan_paniscus ENSPPAG00000033714
homo_sapiens ENSG00000155026
homo_sapiens ENSG00000169402
gorilla_gorilla ENSGGOG00000038387
gorilla_gorilla ENSGGOG00000043211
pongo_abelii ENSPPYG00000017358
nomascus_leucogenys ENSNLEG00000015579
papio_anubis ENSPANG00000035903
cercocebus_atys ENSCATG00000034408
mandrillus_leucophaeus ENSMLEG00000030927
macaca_mulatta ENSMMUG00000030422
cercocebus_atys ENSCATG00000036079
macaca_nemestrina ENSMNEG00000034328
macaca_fascicularis ENSMFAG00000030711
papio_anubis ENSPANG00000008247
colobus_angolensis_palliatus ENSCANG00000034922
rhinopithecus_roxellana ENSRROG00000044720
colobus_angolensis_palliatus ENSCANG00000036107
cebus_capucinus ENSCCAG00000023211
saimiri_boliviensis_boliviensis ENSSBOG00000031799
callithrix_jacchus ENSCJAG00000015308
aotus_nancymaae ENSANAG00000008157
carlito_syrichta ENSTSYG00000014172
propithecus_coquereli ENSPCOG00000024104
microcebus_murinus ENSMICG00000012768
prolemur_simus ENSPSMG00000003153
otolemur_garnettii ENSOGAG00000001126
tupaia_belangeri ENSTBEG00000000068
ursus_maritimus ENSUMAG00000009008
ursus_americanus ENSUAMG00000018836
ailuropoda_melanoleuca ENSAMEG00000009007
mustela_putorius_furo ENSMPUG00000016571
neovison_vison ENSNVIG00000006329
canis_lupus_familiaris ENSCAFG00000015477
vulpes_vulpes ENSVVUG00000015144
panthera_tigris_altaica ENSPTIG00000014426
panthera_pardus ENSPPRG00000004186
felis_catus ENSFCAG00000018906
bos_mutus ENSBMUG00000014408
bos_taurus ENSBTAG00000005908
bison_bison_bison ENSBBBG00000006928
capra_hircus ENSCHIG00000021579
ovis_aries ENSOARG00000001196
tursiops_truncatus ENSTTRG00000005285
sus_scrofa ENSSSCG00000007589
myotis_lucifugus ENSMLUG00000009111
equus_asinus_asinus ENSEASG00005000768
equus_caballus ENSECAG00000004548
dasypus_novemcinctus ENSDNOG00000042571
loxodonta_africana ENSLAFG00000011948
peromyscus_maniculatus_bairdii ENSPEMG00000017010
microtus_ochrogaster ENSMOCG00000018506
cricetulus_griseus_chok1gshd ENSCGRG00001001878
cricetulus_griseus_crigri ENSCGRG00000003307
mesocricetus_auratus ENSMAUG00000008710
mus_spicilegus ENSMSIG00000029304
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028995
mus_musculus ENSMUSG00000075569
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027991
mus_pahari MGP_PahariEiJ_G0024563
rattus_norvegicus ENSRNOG00000001036
meriones_unguiculatus ENSMUGG00000000327
mesocricetus_auratus ENSMAUG00000011345
cricetulus_griseus_crigri ENSCGRG00000003475
nannospalax_galili ENSNGAG00000023731
castor_canadensis ENSCCNG00000004019
dipodomys_ordii ENSDORG00000027674
erinaceus_europaeus ENSEEUG00000008358
sorex_araneus ENSSARG00000001130
oryctolagus_cuniculus ENSOCUG00000022342
echinops_telfairi ENSETEG00000019501
ornithorhynchus_anatinus ENSOANG00000000761
xenopus_tropicalis ENSXETG00000024054
latimeria_chalumnae ENSLACG00000008794
lepisosteus_oculatus ENSLOCG00000008517
gadus_morhua ENSGMOG00000004179
periophthalmus_magnuspinnatus ENSPMGG00000003760
gallus_gallus ENSGALG00000047414
petromyzon_marinus ENSPMAG00000008550
ciona_intestinalis ENSCING00000001138
