scleropages_formosus ENSSFOG00015010928
paramormyrops_kingsleyae ENSPKIG00000004651
tetraodon_nigroviridis ENSTNIG00000009017
takifugu_rubripes ENSTRUG00000018655
mola_mola ENSMMOG00000000124
labrus_bergylta ENSLBEG00000018023
scophthalmus_maximus ENSSMAG00000003923
cynoglossus_semilaevis ENSCSEG00000017777
seriola_lalandi_dorsalis ENSSLDG00000009296
seriola_dumerili ENSSDUG00000023486
gasterosteus_aculeatus ENSGACG00000016655
monopterus_albus ENSMALG00000021715
mastacembelus_armatus ENSMAMG00000013394
anabas_testudineus ENSATEG00000017959
fundulus_heteroclitus ENSFHEG00000004043
cyprinodon_variegatus ENSCVAG00000017286
poecilia_formosa ENSPFOG00000019845
poecilia_latipinna ENSPLAG00000016522
poecilia_mexicana ENSPMEG00000016554
poecilia_reticulata ENSPREG00000015360
xiphophorus_couchianus ENSXCOG00000002771
xiphophorus_maculatus ENSXMAG00000005594
gambusia_affinis ENSGAFG00000010941
kryptolebias_marmoratus ENSKMAG00000016793
oryzias_latipes_asm223469v1 ENSORLG00015007775
oryzias_latipes ENSORLG00020019744
oryzias_latipes ENSORLG00000007033
oryzias_melastigma ENSOMEG00000004238
astatotilapia_calliptera ENSACLG00000011352
maylandia_zebra ENSMZEG00005019255
pundamilia_nyererei ENSPNYG00000009505
haplochromis_burtoni ENSHBUG00000022663
neolamprologus_brichardi ENSNBRG00000006881
oreochromis_niloticus ENSONIG00000002852
amphilophus_citrinellus ENSACIG00000019681
amphiprion_percula ENSAPEG00000015320
amphiprion_ocellaris ENSAOCG00000015212
acanthochromis_polyacanthus ENSAPOG00000016206
stegastes_partitus ENSSPAG00000019005
stegastes_partitus ENSSPAG00000022179
hippocampus_comes ENSHCOG00000002899
periophthalmus_magnuspinnatus ENSPMGG00000019225
gadus_morhua ENSGMOG00000016991
esox_lucius ENSELUG00000013966
pygocentrus_nattereri ENSPNAG00000007184
astyanax_mexicanus ENSAMXG00000008087
ictalurus_punctatus ENSIPUG00000019263
danio_rerio ENSDARG00000112476
lepisosteus_oculatus ENSLOCG00000005343
