monopterus_albus ENSMALG00000022372
mastacembelus_armatus ENSMAMG00000018529
seriola_dumerili ENSSDUG00000008142
seriola_lalandi_dorsalis ENSSLDG00000015284
amphiprion_percula ENSAPEG00000022926
amphiprion_ocellaris ENSAOCG00000006616
acanthochromis_polyacanthus ENSAPOG00000020682
stegastes_partitus ENSSPAG00000008591
maylandia_zebra ENSMZEG00005003625
astatotilapia_calliptera ENSACLG00000027742
pundamilia_nyererei ENSPNYG00000003122
haplochromis_burtoni ENSHBUG00000009191
neolamprologus_brichardi ENSNBRG00000008174
neolamprologus_brichardi ENSNBRG00000000092
oreochromis_niloticus ENSONIG00000011269
amphilophus_citrinellus ENSACIG00000002053
fundulus_heteroclitus ENSFHEG00000002084
cyprinodon_variegatus ENSCVAG00000001285
xiphophorus_maculatus ENSXMAG00000005940
xiphophorus_couchianus ENSXCOG00000000912
poecilia_mexicana ENSPMEG00000003321
poecilia_mexicana ENSPMEG00000018540
poecilia_latipinna ENSPLAG00000010456
poecilia_reticulata ENSPREG00000021797
poecilia_formosa ENSPFOG00000015434
gambusia_affinis ENSGAFG00000013793
oryzias_latipes ENSORLG00000003851
oryzias_latipes ENSORLG00020009823
oryzias_latipes_asm223469v1 ENSORLG00015016777
oryzias_melastigma ENSOMEG00000012396
periophthalmus_magnuspinnatus ENSPMGG00000004861
gasterosteus_aculeatus ENSGACG00000015934
labrus_bergylta ENSLBEG00000024871
mola_mola ENSMMOG00000004628
scophthalmus_maximus ENSSMAG00000010350
hippocampus_comes ENSHCOG00000001703
anabas_testudineus ENSATEG00000012266
takifugu_rubripes ENSTRUG00000018429
tetraodon_nigroviridis ENSTNIG00000007495
kryptolebias_marmoratus ENSKMAG00000009329
cynoglossus_semilaevis ENSCSEG00000014936
gadus_morhua ENSGMOG00000003637
esox_lucius ENSELUG00000003584
pygocentrus_nattereri ENSPNAG00000021490
astyanax_mexicanus ENSAMXG00000029404
ictalurus_punctatus ENSIPUG00000006080
danio_rerio ENSDARG00000035391
scleropages_formosus ENSSFOG00015015415
paramormyrops_kingsleyae ENSPKIG00000019896
lepisosteus_oculatus ENSLOCG00000011122
gopherus_agassizii ENSGAGG00000021952
chelonoidis_abingdonii ENSCABG00000014893
chrysemys_picta_bellii ENSCPBG00000000216
pelodiscus_sinensis ENSPSIG00000014559
gallus_gallus ENSGALG00000038260
coturnix_japonica ENSCJPG00005002087
meleagris_gallopavo ENSMGAG00000005033
numida_meleagris ENSNMEG00000009457
anser_brachyrhynchus ENSABRG00000000630
calidris_pygmaea ENSCPGG00000005837
calidris_pugnax ENSCPUG00000011461
melopsittacus_undulatus ENSMUNG00000015942
lonchura_striata_domestica ENSLSDG00000014186
taeniopygia_guttata ENSTGUG00000005705
serinus_canaria ENSSCAG00000004277
zonotrichia_albicollis ENSZALG00000016210
ficedula_albicollis ENSFALG00000010299
lepidothrix_coronata ENSLCOG00000000860
manacus_vitellinus ENSMVIG00005014226
apteryx_owenii ENSAOWG00000008426
apteryx_rowi ENSARWG00000014578
apteryx_haastii ENSAHAG00000011995
dromaius_novaehollandiae ENSDNVG00000018156
anolis_carolinensis ENSACAG00000009747
pogona_vitticeps ENSPVIG00000025336
notechis_scutatus ENSNSUG00000011058
salvator_merianae ENSSMRG00000006292
sphenodon_punctatus ENSSPUG00000000176
notamacropus_eugenii ENSMEUG00000014012
phascolarctos_cinereus ENSPCIG00000029047
sarcophilus_harrisii ENSSHAG00000003833
monodelphis_domestica ENSMODG00000001695
loxodonta_africana ENSLAFG00000004115
procavia_capensis ENSPCAG00000006806
echinops_telfairi ENSETEG00000016542
dasypus_novemcinctus ENSDNOG00000008719
choloepus_hoffmanni ENSCHOG00000010634
ictidomys_tridecemlineatus ENSSTOG00000006596
urocitellus_parryii ENSUPAG00010014797
marmota_marmota_marmota ENSMMMG00000002539
spermophilus_dauricus ENSSDAG00000022160
spermophilus_dauricus ENSSDAG00000012222
spermophilus_dauricus ENSSDAG00000012235
chinchilla_lanigera ENSCLAG00000000072
octodon_degus ENSODEG00000016417
cavia_porcellus ENSCPOG00000040168
heterocephalus_glaber_male ENSHGLG00100015419
heterocephalus_glaber_female ENSHGLG00000001234
fukomys_damarensis ENSFDAG00000018461
castor_canadensis ENSCCNG00000028458
dipodomys_ordii ENSDORG00000004921
mus_spicilegus ENSMSIG00000028722
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019711
mus_musculus ENSMUSG00000021650
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018829
mus_pahari MGP_PahariEiJ_G0015904
rattus_norvegicus ENSRNOG00000028403
meriones_unguiculatus ENSMUGG00000003993
cricetulus_griseus_chok1gshd ENSCGRG00001015289
cricetulus_griseus_crigri-picr ENSCGRG00015008325
cricetulus_griseus_crigri ENSCGRG00000006193
mesocricetus_auratus ENSMAUG00000020253
microtus_ochrogaster ENSMOCG00000019985
peromyscus_maniculatus_bairdii ENSPEMG00000000884
nannospalax_galili ENSNGAG00000005027
jaculus_jaculus ENSJJAG00000024388
oryctolagus_cuniculus ENSOCUG00000007970
ochotona_princeps ENSOPRG00000007290
pan_troglodytes ENSPTRG00000016968
pan_paniscus ENSPPAG00000028480
homo_sapiens ENSG00000049883
gorilla_gorilla ENSGGOG00000010695
pongo_abelii ENSPPYG00000015543
nomascus_leucogenys ENSNLEG00000004516
papio_anubis ENSPANG00000006611
theropithecus_gelada ENSTGEG00000020282
mandrillus_leucophaeus ENSMLEG00000031093
cercocebus_atys ENSCATG00000019069
macaca_fascicularis ENSMFAG00000031516
macaca_mulatta ENSMMUG00000017908
macaca_nemestrina ENSMNEG00000007537
chlorocebus_sabaeus ENSCSAG00000015623
piliocolobus_tephrosceles ENSPTEG00000005934
colobus_angolensis_palliatus ENSCANG00000035636
rhinopithecus_roxellana ENSRROG00000000080
rhinopithecus_bieti ENSRBIG00000032929
cebus_capucinus ENSCCAG00000029389
cebus_capucinus ENSCCAG00000021996
saimiri_boliviensis_boliviensis ENSSBOG00000018911
callithrix_jacchus ENSCJAG00000016364
aotus_nancymaae ENSANAG00000029353
carlito_syrichta ENSTSYG00000028494
propithecus_coquereli ENSPCOG00000018429
microcebus_murinus ENSMICG00000004535
prolemur_simus ENSPSMG00000019409
otolemur_garnettii ENSOGAG00000008390
tupaia_belangeri ENSTBEG00000016559
pteropus_vampyrus ENSPVAG00000010935
myotis_lucifugus ENSMLUG00000007374
ovis_aries ENSOARG00000005087
capra_hircus ENSCHIG00000017118
bos_taurus ENSBTAG00000014675
bos_mutus ENSBMUG00000023409
bison_bison_bison ENSBBBG00000013984
tursiops_truncatus ENSTTRG00000011851
vicugna_pacos ENSVPAG00000009597
sus_scrofa ENSSSCG00000016975
equus_caballus ENSECAG00000007022
equus_asinus_asinus ENSEASG00005018038
sorex_araneus ENSSARG00000004983
erinaceus_europaeus ENSEEUG00000014031
ursus_americanus ENSUAMG00000007583
ursus_maritimus ENSUMAG00000007666
ailuropoda_melanoleuca ENSAMEG00000007194
mustela_putorius_furo ENSMPUG00000014401
neovison_vison ENSNVIG00000014328
canis_lupus_familiaris ENSCAFG00000007982
canis_lupus_dingo ENSCAFG00020019147
vulpes_vulpes ENSVVUG00000007299
panthera_pardus ENSPPRG00000016546
panthera_tigris_altaica ENSPTIG00000020146
felis_catus ENSFCAG00000045432
vulpes_vulpes ENSVVUG00000021386
urocitellus_parryii ENSUPAG00010018537
ornithorhynchus_anatinus ENSOANG00000014502
ornithorhynchus_anatinus ENSOANG00000029198
xenopus_tropicalis ENSXETG00000031652
latimeria_chalumnae ENSLACG00000014209
periophthalmus_magnuspinnatus ENSPMGG00000004864
petromyzon_marinus ENSPMAG00000000252
