pan_paniscus ENSPPAG00000040019
pan_troglodytes ENSPTRG00000009581
homo_sapiens ENSG00000141338
gorilla_gorilla ENSGGOG00000013867
pongo_abelii ENSPPYG00000008576
nomascus_leucogenys ENSNLEG00000002147
macaca_fascicularis ENSMFAG00000046401
macaca_mulatta ENSMMUG00000018587
macaca_nemestrina ENSMNEG00000041857
theropithecus_gelada ENSTGEG00000026230
papio_anubis ENSPANG00000020480
mandrillus_leucophaeus ENSMLEG00000033757
cercocebus_atys ENSCATG00000034010
chlorocebus_sabaeus ENSCSAG00000004307
colobus_angolensis ENSCANG00000039627
piliocolobus_tephrosceles ENSPTEG00000004533
rhinopithecus_roxellana ENSRROG00000045070
rhinopithecus_bieti ENSRBIG00000000968
saimiri_boliviensis ENSSBOG00000034965
cebus_capucinus ENSCCAG00000019391
callithrix_jacchus ENSCJAG00000000190
aotus_nancymaae ENSANAG00000016237
carlito_syrichta ENSTSYG00000002137
microcebus_murinus ENSMICG00000009565
propithecus_coquereli ENSPCOG00000012672
otolemur_garnettii ENSOGAG00000001212
tupaia_belangeri ENSTBEG00000003416
castor_canadensis ENSCCNG00000028209
dipodomys_ordii ENSDORG00000009603
mus_spicilegus ENSMSIG00000018030
mus_musculus ENSMUSG00000020620
mus_spretus MGP_SPRETEiJ_G0018201
mus_caroli MGP_CAROLIEiJ_G0017355
mus_pahari MGP_PahariEiJ_G0018485
rattus_norvegicus ENSRNOG00000004040
meriones_unguiculatus ENSMUGG00000009405
nannospalax_galili ENSNGAG00000011767
urocitellus_parryii ENSUPAG00010019818
urocitellus_parryii ENSUPAG00010002215
spermophilus_dauricus ENSSDAG00000017209
marmota_marmota ENSMMMG00000012512
octodon_degus ENSODEG00000010506
vicugna_pacos ENSVPAG00000000138
sus_scrofa ENSSSCG00000026473
equus_asinus ENSEASG00005016714
neovison_vison ENSNVIG00000008868
neovison_vison ENSNVIG00000008853
mustela_putorius ENSMPUG00000014436
ursus_americanus ENSUAMG00000011609
ursus_maritimus ENSUMAG00000001532
ailuropoda_melanoleuca ENSAMEG00000010554
canis_lupus ENSCAFG00020024209
vulpes_vulpes ENSVVUG00000007624
panthera_tigris ENSPTIG00000014643
panthera_pardus ENSPPRG00000010429
felis_catus ENSFCAG00000006139
myotis_lucifugus ENSMLUG00000023384
myotis_lucifugus ENSMLUG00000022564
myotis_lucifugus ENSMLUG00000008269
pteropus_vampyrus ENSPVAG00000001960
sorex_araneus ENSSARG00000012802
erinaceus_europaeus ENSEEUG00000004362
choloepus_hoffmanni ENSCHOG00000001567
dasypus_novemcinctus ENSDNOG00000000654
mus_spretus MGP_SPRETEiJ_G0018202
mus_caroli MGP_CAROLIEiJ_G0017356
mus_musculus ENSMUSG00000041828
mus_pahari MGP_PahariEiJ_G0018486
rattus_norvegicus ENSRNOG00000004147
meriones_unguiculatus ENSMUGG00000009243
cricetulus_griseus ENSCGRG00000017761
cricetulus_griseus ENSCGRG00001024255
cricetulus_griseus ENSCGRG00015011741
mesocricetus_auratus ENSMAUG00000021840
peromyscus_maniculatus ENSPEMG00000009600
jaculus_jaculus ENSJJAG00000000958
chinchilla_lanigera ENSCLAG00000004031
octodon_degus ENSODEG00000008971
heterocephalus_glaber ENSHGLG00000001160
heterocephalus_glaber ENSHGLG00100001834
fukomys_damarensis ENSFDAG00000016279
oryctolagus_cuniculus ENSOCUG00000008011
bos_taurus ENSBTAG00000006937
erinaceus_europaeus ENSEEUG00000002370
procavia_capensis ENSPCAG00000005910
echinops_telfairi ENSETEG00000000380
