manacus_vitellinus ENSMVIG00005010467
lepidothrix_coronata ENSLCOG00000006374
taeniopygia_guttata ENSTGUG00000017127
taeniopygia_guttata ENSTGUG00000004887
lonchura_striata ENSLSDG00000012005
serinus_canaria ENSSCAG00000006580
zonotrichia_albicollis ENSZALG00000009714
junco_hyemalis ENSJHYG00000009291
cyanistes_caeruleus ENSCCEG00000005456
parus_major ENSPMJG00000018993
ficedula_albicollis ENSFALG00000009726
melopsittacus_undulatus ENSMUNG00000000274
calidris_pugnax ENSCPUG00000004689
calidris_pygmaea ENSCPGG00000001099
gallus_gallus ENSGALG00000031918
coturnix_japonica ENSCJPG00005009921
meleagris_gallopavo ENSMGAG00000004214
numida_meleagris ENSNMEG00000015523
anser_brachyrhynchus ENSABRG00000003937
apteryx_owenii ENSAOWG00000004389
apteryx_haastii ENSAHAG00000007018
apteryx_rowi ENSARWG00000005118
dromaius_novaehollandiae ENSDNVG00000007599
nothoprocta_perdicaria ENSNPEG00000011276
anas_platyrhynchos ENSAPLG00000008196
notechis_scutatus ENSNSUG00000009327
gopherus_agassizii ENSGAGG00000003585
chelonoidis_abingdonii ENSCABG00000002447
chrysemys_picta ENSCPBG00000002895
pelodiscus_sinensis ENSPSIG00000013822
crocodylus_porosus ENSCPRG00005005512
salvator_merianae ENSSMRG00000003754
pogona_vitticeps ENSPVIG00000010335
sphenodon_punctatus ENSSPUG00000010479
notamacropus_eugenii ENSMEUG00000008456
phascolarctos_cinereus ENSPCIG00000014413
sarcophilus_harrisii ENSSHAG00000004510
monodelphis_domestica ENSMODG00000019141
loxodonta_africana ENSLAFG00000018328
procavia_capensis ENSPCAG00000007114
echinops_telfairi ENSETEG00000012066
dasypus_novemcinctus ENSDNOG00000036437
pongo_abelii ENSPPYG00000008178
gorilla_gorilla ENSGGOG00000000365
theropithecus_gelada ENSTGEG00000015436
cercocebus_atys ENSCATG00000034042
papio_anubis ENSPANG00000022997
chlorocebus_sabaeus ENSCSAG00000006316
colobus_angolensis ENSCANG00000019010
cebus_capucinus ENSCCAG00000022233
callithrix_jacchus ENSCJAG00000014732
aotus_nancymaae ENSANAG00000026327
pan_paniscus ENSPPAG00000026489
pan_troglodytes ENSPTRG00000009010
homo_sapiens ENSG00000185379
nomascus_leucogenys ENSNLEG00000001735
rhinopithecus_bieti ENSRBIG00000007671
rhinopithecus_roxellana ENSRROG00000044312
piliocolobus_tephrosceles ENSPTEG00000015167
macaca_fascicularis ENSMFAG00000042604
macaca_nemestrina ENSMNEG00000028511
mandrillus_leucophaeus ENSMLEG00000029219
saimiri_boliviensis ENSSBOG00000033587
carlito_syrichta ENSTSYG00000002439
propithecus_coquereli ENSPCOG00000019951
prolemur_simus ENSPSMG00000017716
microcebus_murinus ENSMICG00000043657
otolemur_garnettii ENSOGAG00000009880
castor_canadensis ENSCCNG00000027803
dipodomys_ordii ENSDORG00000024542
mus_spicilegus ENSMSIG00000005840
mus_musculus ENSMUSG00000018841
mus_spretus MGP_SPRETEiJ_G0017702
mus_caroli MGP_CAROLIEiJ_G0016858
mus_pahari MGP_PahariEiJ_G0017995
rattus_norvegicus ENSRNOG00000021780
meriones_unguiculatus ENSMUGG00000014078
cricetulus_griseus ENSCGRG00015012438
cricetulus_griseus ENSCGRG00001012167
cricetulus_griseus ENSCGRG00000008105
mesocricetus_auratus ENSMAUG00000009497
microtus_ochrogaster ENSMOCG00000019246
peromyscus_maniculatus ENSPEMG00000022893
nannospalax_galili ENSNGAG00000008118
jaculus_jaculus ENSJJAG00000014931
heterocephalus_glaber ENSHGLG00000001857
heterocephalus_glaber ENSHGLG00100016961
fukomys_damarensis ENSFDAG00000011860
chinchilla_lanigera ENSCLAG00000004975
octodon_degus ENSODEG00000014400
cavia_aperea ENSCAPG00000007775
cavia_porcellus ENSCPOG00000025259
urocitellus_parryii ENSUPAG00010005916
ictidomys_tridecemlineatus ENSSTOG00000006142
spermophilus_dauricus ENSSDAG00000008419
marmota_marmota ENSMMMG00000013919
ochotona_princeps ENSOPRG00000011777
oryctolagus_cuniculus ENSOCUG00000014300
myotis_lucifugus ENSMLUG00000012495
pteropus_vampyrus ENSPVAG00000003905
equus_caballus ENSECAG00000014139
equus_asinus ENSEASG00005011196
erinaceus_europaeus ENSEEUG00000001481
sorex_araneus ENSSARG00000000854
ursus_maritimus ENSUMAG00000016723
ursus_americanus ENSUAMG00000022398
ailuropoda_melanoleuca ENSAMEG00000014577
ursus_americanus ENSUAMG00000002827
mustela_putorius ENSMPUG00000014878
neovison_vison ENSNVIG00000020004
canis_lupus ENSCAFG00000018313
canis_lupus ENSCAFG00020014019
vulpes_vulpes ENSVVUG00000020463
canis_lupus ENSCAFG00020008771
panthera_pardus ENSPPRG00000001417
panthera_tigris ENSPTIG00000018745
felis_catus ENSFCAG00000027426
bos_taurus ENSBTAG00000019082
bos_mutus ENSBMUG00000013181
bison_bison ENSBBBG00000015308
capra_hircus ENSCHIG00000019605
ovis_aries ENSOARG00000007527
capra_hircus ENSCHIG00000007849
tursiops_truncatus ENSTTRG00000015503
sus_scrofa ENSSSCG00000026989
vicugna_pacos ENSVPAG00000012092
xenopus_tropicalis ENSXETG00000008969
takifugu_rubripes ENSTRUG00000010643
tetraodon_nigroviridis ENSTNIG00000010269
gasterosteus_aculeatus ENSGACG00000020845
scophthalmus_maximus ENSSMAG00000014791
xiphophorus_maculatus ENSXMAG00000011477
xiphophorus_couchianus ENSXCOG00000018706
gambusia_affinis ENSGAFG00000010928
poecilia_formosa ENSPFOG00000001907
poecilia_latipinna ENSPLAG00000023141
poecilia_mexicana ENSPMEG00000002298
poecilia_reticulata ENSPREG00000014098
fundulus_heteroclitus ENSFHEG00000007010
cyprinodon_variegatus ENSCVAG00000004865
kryptolebias_marmoratus ENSKMAG00000013105
oryzias_latipes ENSORLG00020008331
oryzias_latipes ENSORLG00000015239
oryzias_latipes ENSORLG00015014955
oryzias_melastigma ENSOMEG00000001490
labrus_bergylta ENSLBEG00000026302
mola_mola ENSMMOG00000014600
amphiprion_ocellaris ENSAOCG00000024012
amphiprion_percula ENSAPEG00000010305
acanthochromis_polyacanthus ENSAPOG00000022131
stegastes_partitus ENSSPAG00000005842
haplochromis_burtoni ENSHBUG00000014121
pundamilia_nyererei ENSPNYG00000012287
maylandia_zebra ENSMZEG00005011513
astatotilapia_calliptera ENSACLG00000023916
neolamprologus_brichardi ENSNBRG00000014252
oreochromis_niloticus ENSONIG00000013277
amphilophus_citrinellus ENSACIG00000013804
mastacembelus_armatus ENSMAMG00000000850
monopterus_albus ENSMALG00000010973
anabas_testudineus ENSATEG00000023087
seriola_dumerili ENSSDUG00000008515
seriola_lalandi ENSSLDG00000002734
cynoglossus_semilaevis ENSCSEG00000014639
hippocampus_comes ENSHCOG00000000315
periophthalmus_magnuspinnatus ENSPMGG00000018555
gadus_morhua ENSGMOG00000003267
esox_lucius ENSELUG00000019271
pygocentrus_nattereri ENSPNAG00000016418
astyanax_mexicanus ENSAMXG00000007491
ictalurus_punctatus ENSIPUG00000023931
danio_rerio ENSDARG00000026400
paramormyrops_kingsleyae ENSPKIG00000010933
scleropages_formosus ENSSFOG00015003182
lepisosteus_oculatus ENSLOCG00000002045
petromyzon_marinus ENSPMAG00000009892
eptatretus_burgeri ENSEBUG00000006339
ciona_intestinalis ENSCING00000019579
caenorhabditis_elegans WBGene00004342
