scleropages_formosus ENSSFOG00015020508
paramormyrops_kingsleyae ENSPKIG00000004521
xiphophorus_maculatus ENSXMAG00000004010
xiphophorus_couchianus ENSXCOG00000018435
poecilia_formosa ENSPFOG00000017468
poecilia_latipinna ENSPLAG00000017066
poecilia_mexicana ENSPMEG00000018931
poecilia_reticulata ENSPREG00000003192
gambusia_affinis ENSGAFG00000007032
fundulus_heteroclitus ENSFHEG00000021012
cyprinodon_variegatus ENSCVAG00000005974
kryptolebias_marmoratus ENSKMAG00000006090
oryzias_latipes ENSORLG00000015965
oryzias_latipes ENSORLG00020014505
oryzias_latipes_asm223469v1 ENSORLG00015009634
oryzias_melastigma ENSOMEG00000000116
pundamilia_nyererei ENSPNYG00000017784
haplochromis_burtoni ENSHBUG00000006595
maylandia_zebra ENSMZEG00005000324
maylandia_zebra ENSMZEG00005021698
oreochromis_niloticus ENSONIG00000019317
neolamprologus_brichardi ENSNBRG00000012888
amphilophus_citrinellus ENSACIG00000000259
amphiprion_percula ENSAPEG00000006452
amphiprion_ocellaris ENSAOCG00000013219
acanthochromis_polyacanthus ENSAPOG00000022059
stegastes_partitus ENSSPAG00000009557
mola_mola ENSMMOG00000004814
cynoglossus_semilaevis ENSCSEG00000004690
scophthalmus_maximus ENSSMAG00000006628
gasterosteus_aculeatus ENSGACG00000000332
seriola_dumerili ENSSDUG00000001798
seriola_lalandi_dorsalis ENSSLDG00000007517
anabas_testudineus ENSATEG00000024286
monopterus_albus ENSMALG00000020708
takifugu_rubripes ENSTRUG00000001922
tetraodon_nigroviridis ENSTNIG00000007275
hippocampus_comes ENSHCOG00000009188
mastacembelus_armatus ENSMAMG00000008466
labrus_bergylta ENSLBEG00000011899
periophthalmus_magnuspinnatus ENSPMGG00000020004
gadus_morhua ENSGMOG00000016340
esox_lucius ENSELUG00000011933
pygocentrus_nattereri ENSPNAG00000016331
astyanax_mexicanus ENSAMXG00000006729
ictalurus_punctatus ENSIPUG00000022043
danio_rerio ENSDARG00000003526
lepisosteus_oculatus ENSLOCG00000012319
phascolarctos_cinereus ENSPCIG00000024890
notamacropus_eugenii ENSMEUG00000014845
sarcophilus_harrisii ENSSHAG00000018097
monodelphis_domestica ENSMODG00000002034
ornithorhynchus_anatinus ENSOANG00000004175
erinaceus_europaeus ENSEEUG00000008368
sorex_araneus ENSSARG00000002441
bos_taurus ENSBTAG00000020641
bos_mutus ENSBMUG00000003642
bison_bison_bison ENSBBBG00000009367
ovis_aries ENSOARG00000019203
capra_hircus ENSCHIG00000009268
sus_scrofa ENSSSCG00000006830
tursiops_truncatus ENSTTRG00000009562
vicugna_pacos ENSVPAG00000005590
equus_asinus_asinus ENSEASG00005002970
equus_caballus ENSECAG00000011835
propithecus_coquereli ENSPCOG00000024783
loxodonta_africana ENSLAFG00000017151
procavia_capensis ENSPCAG00000009764
echinops_telfairi ENSETEG00000012916
choloepus_hoffmanni ENSCHOG00000001002
octodon_degus ENSODEG00000005003
octodon_degus ENSODEG00000000744
octodon_degus ENSODEG00000007966
chinchilla_lanigera ENSCLAG00000005650
cavia_porcellus ENSCPOG00000013670
fukomys_damarensis ENSFDAG00000010617
spermophilus_dauricus ENSSDAG00000009856
marmota_marmota_marmota ENSMMMG00000020437
ictidomys_tridecemlineatus ENSSTOG00000011225
urocitellus_parryii ENSUPAG00010015655
microtus_ochrogaster ENSMOCG00000022090
microtus_ochrogaster ENSMOCG00000001930
peromyscus_maniculatus_bairdii ENSPEMG00000013147
cricetulus_griseus_chok1gshd ENSCGRG00001017725
cricetulus_griseus_crigri ENSCGRG00000001790
cricetulus_griseus_crigri-picr ENSCGRG00015026407
mesocricetus_auratus ENSMAUG00000019226
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026476
mus_spicilegus ENSMSIG00000019197
mus_musculus ENSMUSG00000068749
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025526
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018027
mus_pahari MGP_PahariEiJ_G0026972
rattus_norvegicus ENSRNOG00000019868
meriones_unguiculatus ENSMUGG00000023916
nannospalax_galili ENSNGAG00000012089
castor_canadensis ENSCCNG00000017542
heterocephalus_glaber_female ENSHGLG00000014410
heterocephalus_glaber_male ENSHGLG00100011010
dipodomys_ordii ENSDORG00000004037
jaculus_jaculus ENSJJAG00000012469
cavia_aperea ENSCAPG00000012905
cebus_capucinus ENSCCAG00000028956
myotis_lucifugus ENSMLUG00000008497
pteropus_vampyrus ENSPVAG00000008908
ailuropoda_melanoleuca ENSAMEG00000004760
ursus_maritimus ENSUMAG00000013396
neovison_vison ENSNVIG00000023853
neovison_vison ENSNVIG00000007590
mustela_putorius_furo ENSMPUG00000003189
canis_lupus_dingo ENSCAFG00020010013
canis_lupus_familiaris ENSCAFG00000019833
panthera_tigris_altaica ENSPTIG00000021214
panthera_pardus ENSPPRG00000021013
felis_catus ENSFCAG00000032218
pan_troglodytes ENSPTRG00000001048
pan_paniscus ENSPPAG00000039811
homo_sapiens ENSG00000143106
gorilla_gorilla ENSGGOG00000006561
pongo_abelii ENSPPYG00000001075
nomascus_leucogenys ENSNLEG00000034788
macaca_fascicularis ENSMFAG00000000081
macaca_mulatta ENSMMUG00000005813
theropithecus_gelada ENSTGEG00000001333
papio_anubis ENSPANG00000005200
mandrillus_leucophaeus ENSMLEG00000033509
cercocebus_atys ENSCATG00000033318
rhinopithecus_roxellana ENSRROG00000039802
rhinopithecus_bieti ENSRBIG00000042165
colobus_angolensis_palliatus ENSCANG00000030202
piliocolobus_tephrosceles ENSPTEG00000025972
macaca_nemestrina ENSMNEG00000034139
chlorocebus_sabaeus ENSCSAG00000001546
saimiri_boliviensis_boliviensis ENSSBOG00000030179
saimiri_boliviensis_boliviensis ENSSBOG00000034988
cebus_capucinus ENSCCAG00000020338
callithrix_jacchus ENSCJAG00000003004
aotus_nancymaae ENSANAG00000033315
carlito_syrichta ENSTSYG00000000771
carlito_syrichta ENSTSYG00000037318
microcebus_murinus ENSMICG00000043836
prolemur_simus ENSPSMG00000006445
otolemur_garnettii ENSOGAG00000013560
sorex_araneus ENSSARG00000010346
meriones_unguiculatus ENSMUGG00000018193
meriones_unguiculatus ENSMUGG00000018197
vulpes_vulpes ENSVVUG00000002550
dasypus_novemcinctus ENSDNOG00000012358
sus_scrofa ENSSSCG00000010213
melopsittacus_undulatus ENSMUNG00000007512
ochotona_princeps ENSOPRG00000008863
gopherus_agassizii ENSGAGG00000022617
chelonoidis_abingdonii ENSCABG00000013499
chrysemys_picta_bellii ENSCPBG00000012582
pelodiscus_sinensis ENSPSIG00000011674
crocodylus_porosus ENSCPRG00005003922
notechis_scutatus ENSNSUG00000000075
notechis_scutatus ENSNSUG00000014610
pogona_vitticeps ENSPVIG00000012156
salvator_merianae ENSSMRG00000018473
sphenodon_punctatus ENSSPUG00000011541
