takifugu_rubripes ENSTRUG00000007503
tetraodon_nigroviridis ENSTNIG00000017361
gasterosteus_aculeatus ENSGACG00000008202
mastacembelus_armatus ENSMAMG00000002701
monopterus_albus ENSMALG00000008400
anabas_testudineus ENSATEG00000021868
seriola_dumerili ENSSDUG00000001289
seriola_lalandi_dorsalis ENSSLDG00000006840
scophthalmus_maximus ENSSMAG00000002619
mola_mola ENSMMOG00000013898
labrus_bergylta ENSLBEG00000021389
cynoglossus_semilaevis ENSCSEG00000001246
amphiprion_ocellaris ENSAOCG00000006564
amphiprion_percula ENSAPEG00000023476
acanthochromis_polyacanthus ENSAPOG00000014313
stegastes_partitus ENSSPAG00000012088
astatotilapia_calliptera ENSACLG00000021708
pundamilia_nyererei ENSPNYG00000022685
maylandia_zebra ENSMZEG00005008154
haplochromis_burtoni ENSHBUG00000022180
oreochromis_niloticus ENSONIG00000020136
neolamprologus_brichardi ENSNBRG00000007842
amphilophus_citrinellus ENSACIG00000024325
poecilia_formosa ENSPFOG00000000626
poecilia_latipinna ENSPLAG00000011343
poecilia_mexicana ENSPMEG00000019476
poecilia_reticulata ENSPREG00000014672
xiphophorus_maculatus ENSXMAG00000013565
xiphophorus_couchianus ENSXCOG00000008935
gambusia_affinis ENSGAFG00000009762
fundulus_heteroclitus ENSFHEG00000009369
cyprinodon_variegatus ENSCVAG00000005606
kryptolebias_marmoratus ENSKMAG00000005004
oryzias_latipes ENSORLG00020009020
oryzias_latipes_asm223469v1 ENSORLG00015008017
oryzias_latipes ENSORLG00000015971
oryzias_melastigma ENSOMEG00000005801
hippocampus_comes ENSHCOG00000020214
periophthalmus_magnuspinnatus ENSPMGG00000010505
gadus_morhua ENSGMOG00000010569
esox_lucius ENSELUG00000009850
astyanax_mexicanus ENSAMXG00000001712
pygocentrus_nattereri ENSPNAG00000017922
ictalurus_punctatus ENSIPUG00000023926
danio_rerio ENSDARG00000004576
paramormyrops_kingsleyae ENSPKIG00000014404
scleropages_formosus ENSSFOG00015004394
lepisosteus_oculatus ENSLOCG00000010729
anolis_carolinensis ENSACAG00000011556
pogona_vitticeps ENSPVIG00000002104
notechis_scutatus ENSNSUG00000008323
salvator_merianae ENSSMRG00000015562
sphenodon_punctatus ENSSPUG00000011024
anser_brachyrhynchus ENSABRG00000020332
anas_platyrhynchos_platyrhynchos ENSAPLG00000009390
gallus_gallus ENSGALG00000010195
coturnix_japonica ENSCJPG00005008492
meleagris_gallopavo ENSMGAG00000004698
numida_meleagris ENSNMEG00000014263
lepidothrix_coronata ENSLCOG00000001840
lepidothrix_coronata ENSLCOG00000001841
manacus_vitellinus ENSMVIG00005019170
taeniopygia_guttata ENSTGUG00000002083
lonchura_striata_domestica ENSLSDG00000005714
serinus_canaria ENSSCAG00000004542
zonotrichia_albicollis ENSZALG00000000035
junco_hyemalis ENSJHYG00000005419
ficedula_albicollis ENSFALG00000008131
cyanistes_caeruleus ENSCCEG00000000739
parus_major ENSPMJG00000007852
melopsittacus_undulatus ENSMUNG00000014298
calidris_pygmaea ENSCPGG00000017490
calidris_pugnax ENSCPUG00000012342
apteryx_rowi ENSARWG00000011713
apteryx_haastii ENSAHAG00000012677
apteryx_owenii ENSAOWG00000002112
dromaius_novaehollandiae ENSDNVG00000010898
nothoprocta_perdicaria ENSNPEG00000011923
crocodylus_porosus ENSCPRG00005004479
gopherus_agassizii ENSGAGG00000017199
chelonoidis_abingdonii ENSCABG00000016740
chrysemys_picta_bellii ENSCPBG00000017486
pelodiscus_sinensis ENSPSIG00000008132
pan_troglodytes ENSPTRG00000016434
pan_paniscus ENSPPAG00000029673
homo_sapiens ENSG00000142731
gorilla_gorilla ENSGGOG00000006621
pongo_abelii ENSPPYG00000015057
nomascus_leucogenys ENSNLEG00000013679
macaca_mulatta ENSMMUG00000003320
macaca_fascicularis ENSMFAG00000003312
macaca_nemestrina ENSMNEG00000031246
mandrillus_leucophaeus ENSMLEG00000032612
theropithecus_gelada ENSTGEG00000008332
papio_anubis ENSPANG00000022221
cercocebus_atys ENSCATG00000036425
chlorocebus_sabaeus ENSCSAG00000003606
rhinopithecus_bieti ENSRBIG00000025195
rhinopithecus_roxellana ENSRROG00000044663
colobus_angolensis_palliatus ENSCANG00000027679
piliocolobus_tephrosceles ENSPTEG00000037577
callithrix_jacchus ENSCJAG00000003403
saimiri_boliviensis_boliviensis ENSSBOG00000036089
aotus_nancymaae ENSANAG00000033097
carlito_syrichta ENSTSYG00000001546
propithecus_coquereli ENSPCOG00000014272
microcebus_murinus ENSMICG00000016517
prolemur_simus ENSPSMG00000018295
otolemur_garnettii ENSOGAG00000005757
tupaia_belangeri ENSTBEG00000000562
heterocephalus_glaber_female ENSHGLG00000010409
fukomys_damarensis ENSFDAG00000005188
cavia_porcellus ENSCPOG00000015572
cavia_aperea ENSCAPG00000001463
octodon_degus ENSODEG00000000625
chinchilla_lanigera ENSCLAG00000003579
urocitellus_parryii ENSUPAG00010021394
ictidomys_tridecemlineatus ENSSTOG00000027650
spermophilus_dauricus ENSSDAG00000012153
marmota_marmota_marmota ENSMMMG00000014390
castor_canadensis ENSCCNG00000028201
dipodomys_ordii ENSDORG00000001263
mus_spicilegus ENSMSIG00000009066
mus_musculus ENSMUSG00000025758
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025893
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024959
mus_pahari MGP_PahariEiJ_G0026399
rattus_norvegicus ENSRNOG00000011654
meriones_unguiculatus ENSMUGG00000012765
cricetulus_griseus_chok1gshd ENSCGRG00001002050
cricetulus_griseus_crigri ENSCGRG00000003114
cricetulus_griseus_crigri-picr ENSCGRG00015025877
cricetulus_griseus_crigri ENSCGRG00000016453
mesocricetus_auratus ENSMAUG00000008569
peromyscus_maniculatus_bairdii ENSPEMG00000018738
microtus_ochrogaster ENSMOCG00000010477
nannospalax_galili ENSNGAG00000020432
jaculus_jaculus ENSJJAG00000022058
jaculus_jaculus ENSJJAG00000023142
oryctolagus_cuniculus ENSOCUG00000005009
ochotona_princeps ENSOPRG00000012536
ursus_maritimus ENSUMAG00000007355
ursus_americanus ENSUAMG00000007974
ailuropoda_melanoleuca ENSAMEG00000002675
mustela_putorius_furo ENSMPUG00000017371
neovison_vison ENSNVIG00000009609
canis_lupus_dingo ENSCAFG00020018492
canis_lupus_familiaris ENSCAFG00000003875
vulpes_vulpes ENSVVUG00000011372
panthera_pardus ENSPPRG00000013054
panthera_tigris_altaica ENSPTIG00000013737
felis_catus ENSFCAG00000000135
