loxodonta_africana ENSLAFG00000001569
echinops_telfairi ENSETEG00000008345
pteropus_vampyrus ENSPVAG00000009964
myotis_lucifugus ENSMLUG00000014842
ovis_aries ENSOARG00000011084
capra_hircus ENSCHIG00000026883
bos_taurus ENSBTAG00000039787
bos_mutus ENSBMUG00000006729
bison_bison_bison ENSBBBG00000003770
vicugna_pacos ENSVPAG00000003971
sus_scrofa ENSSSCG00000009267
tursiops_truncatus ENSTTRG00000014029
mustela_putorius_furo ENSMPUG00000009742
neovison_vison ENSNVIG00000016740
ailuropoda_melanoleuca ENSAMEG00000005813
canis_lupus_dingo ENSCAFG00020027078
vulpes_vulpes ENSVVUG00000004337
canis_lupus_familiaris ENSCAFG00000002889
panthera_tigris_altaica ENSPTIG00000014760
panthera_pardus ENSPPRG00000016237
felis_catus ENSFCAG00000014275
erinaceus_europaeus ENSEEUG00000003853
sorex_araneus ENSSARG00000007865
equus_asinus_asinus ENSEASG00005016713
equus_caballus ENSECAG00000001802
peromyscus_maniculatus_bairdii ENSPEMG00000018161
microtus_ochrogaster ENSMOCG00000012624
cricetulus_griseus_chok1gshd ENSCGRG00001021623
cricetulus_griseus_crigri ENSCGRG00000016335
cricetulus_griseus_crigri-picr ENSCGRG00015019935
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028361
mus_spicilegus ENSMSIG00000026888
mus_musculus ENSMUSG00000001622
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027364
mus_pahari MGP_PahariEiJ_G0017146
rattus_norvegicus ENSRNOG00000001951
meriones_unguiculatus ENSMUGG00000003670
nannospalax_galili ENSNGAG00000011122
jaculus_jaculus ENSJJAG00000023983
castor_canadensis ENSCCNG00000017267
urocitellus_parryii ENSUPAG00010010811
spermophilus_dauricus ENSSDAG00000024524
marmota_marmota_marmota ENSMMMG00000024664
cavia_porcellus ENSCPOG00000004871
oryctolagus_cuniculus ENSOCUG00000015167
ochotona_princeps ENSOPRG00000005260
tupaia_belangeri ENSTBEG00000014814
pan_troglodytes ENSPTRG00000016126
pan_paniscus ENSPPAG00000035913
homo_sapiens ENSG00000171209
gorilla_gorilla ENSGGOG00000006558
pongo_abelii ENSPPYG00000014800
nomascus_leucogenys ENSNLEG00000007672
macaca_mulatta ENSMMUG00000006031
macaca_fascicularis ENSMFAG00000032472
macaca_nemestrina ENSMNEG00000031858
cercocebus_atys ENSCATG00000027983
chlorocebus_sabaeus ENSCSAG00000004887
theropithecus_gelada ENSTGEG00000016933
papio_anubis ENSPANG00000008668
mandrillus_leucophaeus ENSMLEG00000040073
piliocolobus_tephrosceles ENSPTEG00000008562
colobus_angolensis_palliatus ENSCANG00000024374
rhinopithecus_bieti ENSRBIG00000025408
rhinopithecus_roxellana ENSRROG00000029038
cebus_capucinus ENSCCAG00000025487
saimiri_boliviensis_boliviensis ENSSBOG00000019016
callithrix_jacchus ENSCJAG00000014297
aotus_nancymaae ENSANAG00000024907
carlito_syrichta ENSTSYG00000002780
prolemur_simus ENSPSMG00000015098
propithecus_coquereli ENSPCOG00000027322
microcebus_murinus ENSMICG00000015230
choloepus_hoffmanni ENSCHOG00000001135
phascolarctos_cinereus ENSPCIG00000009681
sarcophilus_harrisii ENSSHAG00000002505
monodelphis_domestica ENSMODG00000012353
