calidris_pugnax ENSCPUG00000005134
calidris_pygmaea ENSCPGG00000016370
taeniopygia_guttata ENSTGUG00000009189
lonchura_striata_domestica ENSLSDG00000011053
junco_hyemalis ENSJHYG00000012321
anser_brachyrhynchus ENSABRG00000003404
apteryx_haastii ENSAHAG00000008529
coturnix_japonica ENSCJPG00005017346
gallus_gallus ENSGALG00000047956
anas_platyrhynchos_platyrhynchos ENSAPLG00000013044
ficedula_albicollis ENSFALG00000003417
cyanistes_caeruleus ENSCCEG00000023410
manacus_vitellinus ENSMVIG00005001343
serinus_canaria ENSSCAG00000016278
zonotrichia_albicollis ENSZALG00000017717
nothoprocta_perdicaria ENSNPEG00000014449
crocodylus_porosus ENSCPRG00005013688
chrysemys_picta_bellii ENSCPBG00000003031
chrysemys_picta_bellii ENSCPBG00000003042
gopherus_agassizii ENSGAGG00000010782
chelonoidis_abingdonii ENSCABG00000018543
pelodiscus_sinensis ENSPSIG00000002815
anolis_carolinensis ENSACAG00000017249
pogona_vitticeps ENSPVIG00000011955
notechis_scutatus ENSNSUG00000015627
salvator_merianae ENSSMRG00000018237
sphenodon_punctatus ENSSPUG00000006173
gallus_gallus ENSGALG00000009149
coturnix_japonica ENSCJPG00005017345
numida_meleagris ENSNMEG00000022206
melopsittacus_undulatus ENSMUNG00000006661
parus_major ENSPMJG00000018401
serinus_canaria ENSSCAG00000016281
lepidothrix_coronata ENSLCOG00000016271
manacus_vitellinus ENSMVIG00005001367
apteryx_rowi ENSARWG00000004292
apteryx_owenii ENSAOWG00000018625
nothoprocta_perdicaria ENSNPEG00000014448
dromaius_novaehollandiae ENSDNVG00000017330
sphenodon_punctatus ENSSPUG00000006183
castor_canadensis ENSCCNG00000002110
dipodomys_ordii ENSDORG00000013340
spermophilus_dauricus ENSSDAG00000006219
spermophilus_dauricus ENSSDAG00000001052
ictidomys_tridecemlineatus ENSSTOG00000006176
urocitellus_parryii ENSUPAG00010005868
marmota_marmota_marmota ENSMMMG00000006701
