pygocentrus_nattereri ENSPNAG00000001285
astyanax_mexicanus ENSAMXG00000039679
ictalurus_punctatus ENSIPUG00000003527
danio_rerio ENSDARG00000002298
amphiprion_ocellaris ENSAOCG00000023803
amphiprion_percula ENSAPEG00000009388
acanthochromis_polyacanthus ENSAPOG00000023410
stegastes_partitus ENSSPAG00000001015
oryzias_latipes_asm223469v1 ENSORLG00015008741
oryzias_latipes ENSORLG00020009358
oryzias_latipes ENSORLG00000019458
oryzias_melastigma ENSOMEG00000015426
tetraodon_nigroviridis ENSTNIG00000002772
takifugu_rubripes ENSTRUG00000002781
mola_mola ENSMMOG00000009240
gasterosteus_aculeatus ENSGACG00000009975
cynoglossus_semilaevis ENSCSEG00000001911
scophthalmus_maximus ENSSMAG00000013680
seriola_lalandi_dorsalis ENSSLDG00000011945
seriola_dumerili ENSSDUG00000014698
labrus_bergylta ENSLBEG00000026955
poecilia_formosa ENSPFOG00000004488
poecilia_mexicana ENSPMEG00000014673
poecilia_latipinna ENSPLAG00000009203
gambusia_affinis ENSGAFG00000001349
fundulus_heteroclitus ENSFHEG00000019890
cyprinodon_variegatus ENSCVAG00000018920
kryptolebias_marmoratus ENSKMAG00000008734
astatotilapia_calliptera ENSACLG00000016250
astatotilapia_calliptera ENSACLG00000018229
maylandia_zebra ENSMZEG00005018441
haplochromis_burtoni ENSHBUG00000020975
pundamilia_nyererei ENSPNYG00000017299
neolamprologus_brichardi ENSNBRG00000000479
oreochromis_niloticus ENSONIG00000019128
amphilophus_citrinellus ENSACIG00000008494
hippocampus_comes ENSHCOG00000004901
periophthalmus_magnuspinnatus ENSPMGG00000020769
gadus_morhua ENSGMOG00000011515
scleropages_formosus ENSSFOG00015012083
paramormyrops_kingsleyae ENSPKIG00000025019
lepisosteus_oculatus ENSLOCG00000006086
anolis_carolinensis ENSACAG00000000760
pogona_vitticeps ENSPVIG00000002108
salvator_merianae ENSSMRG00000013390
sphenodon_punctatus ENSSPUG00000019159
apteryx_owenii ENSAOWG00000002261
apteryx_haastii ENSAHAG00000015637
apteryx_rowi ENSARWG00000015313
dromaius_novaehollandiae ENSDNVG00000010754
dromaius_novaehollandiae ENSDNVG00000006241
nothoprocta_perdicaria ENSNPEG00000013248
lepidothrix_coronata ENSLCOG00000006648
manacus_vitellinus ENSMVIG00005017197
zonotrichia_albicollis ENSZALG00000012878
junco_hyemalis ENSJHYG00000018122
serinus_canaria ENSSCAG00000017090
taeniopygia_guttata ENSTGUG00000014090
taeniopygia_guttata ENSTGUG00000008300
lonchura_striata_domestica ENSLSDG00000016743
cyanistes_caeruleus ENSCCEG00000017422
parus_major ENSPMJG00000016054
ficedula_albicollis ENSFALG00000007634
melopsittacus_undulatus ENSMUNG00000006183
calidris_pygmaea ENSCPGG00000017924
calidris_pugnax ENSCPUG00000007306
