manacus_vitellinus ENSMVIG00005012121
lepidothrix_coronata ENSLCOG00000015345
cyanistes_caeruleus ENSCCEG00000016984
parus_major ENSPMJG00000006244
ficedula_albicollis ENSFALG00000014620
taeniopygia_guttata ENSTGUG00000008324
lonchura_striata_domestica ENSLSDG00000018005
junco_hyemalis ENSJHYG00000002987
zonotrichia_albicollis ENSZALG00000017112
serinus_canaria ENSSCAG00000005391
meleagris_gallopavo ENSMGAG00000006388
gallus_gallus ENSGALG00000036725
coturnix_japonica ENSCJPG00005004646
numida_meleagris ENSNMEG00000010432
anas_platyrhynchos_platyrhynchos ENSAPLG00000001043
anser_brachyrhynchus ENSABRG00000002542
calidris_pygmaea ENSCPGG00000003862
calidris_pugnax ENSCPUG00000012724
melopsittacus_undulatus ENSMUNG00000014327
apteryx_rowi ENSARWG00000011203
apteryx_owenii ENSAOWG00000012806
apteryx_haastii ENSAHAG00000008874
dromaius_novaehollandiae ENSDNVG00000006783
nothoprocta_perdicaria ENSNPEG00000011965
crocodylus_porosus ENSCPRG00005001668
gopherus_agassizii ENSGAGG00000014660
chelonoidis_abingdonii ENSCABG00000003820
chrysemys_picta_bellii ENSCPBG00000022805
anolis_carolinensis ENSACAG00000009879
pogona_vitticeps ENSPVIG00000024199
notechis_scutatus ENSNSUG00000018448
salvator_merianae ENSSMRG00000015024
sphenodon_punctatus ENSSPUG00000015416
phascolarctos_cinereus ENSPCIG00000005917
notamacropus_eugenii ENSMEUG00000016296
monodelphis_domestica ENSMODG00000024589
sarcophilus_harrisii ENSSHAG00000018108
loxodonta_africana ENSLAFG00000010672
procavia_capensis ENSPCAG00000014597
dasypus_novemcinctus ENSDNOG00000025092
pteropus_vampyrus ENSPVAG00000000414
myotis_lucifugus ENSMLUG00000014718
canis_lupus_dingo ENSCAFG00020010472
canis_lupus_familiaris ENSCAFG00000024403
vulpes_vulpes ENSVVUG00000027850
neovison_vison ENSNVIG00000011308
ursus_maritimus ENSUMAG00000013555
ursus_americanus ENSUAMG00000010656
ailuropoda_melanoleuca ENSAMEG00000019915
panthera_tigris_altaica ENSPTIG00000002806
panthera_pardus ENSPPRG00000020431
felis_catus ENSFCAG00000008414
ovis_aries ENSOARG00000017152
capra_hircus ENSCHIG00000004050
bos_mutus ENSBMUG00000002383
bos_taurus ENSBTAG00000032339
bison_bison_bison ENSBBBG00000012810
sus_scrofa ENSSSCG00000014572
equus_caballus ENSECAG00000008707
equus_asinus_asinus ENSEASG00005003336
prolemur_simus ENSPSMG00000021683
otolemur_garnettii ENSOGAG00000014012
pan_troglodytes ENSPTRG00000003339
pan_paniscus ENSPPAG00000023907
homo_sapiens ENSG00000176009
pongo_abelii ENSPPYG00000003501
nomascus_leucogenys ENSNLEG00000017548
theropithecus_gelada ENSTGEG00000017873
macaca_mulatta ENSMMUG00000001997
chlorocebus_sabaeus ENSCSAG00000019329
piliocolobus_tephrosceles ENSPTEG00000004193
callithrix_jacchus ENSCJAG00000011693
heterocephalus_glaber_male ENSHGLG00100019924
heterocephalus_glaber_female ENSHGLG00000019965
chinchilla_lanigera ENSCLAG00000016756
cavia_porcellus ENSCPOG00000011108
cavia_aperea ENSCAPG00000006340
spermophilus_dauricus ENSSDAG00000022288
spermophilus_dauricus ENSSDAG00000015143
marmota_marmota_marmota ENSMMMG00000016451
ochotona_princeps ENSOPRG00000004802
oryctolagus_cuniculus ENSOCUG00000011310
tupaia_belangeri ENSTBEG00000004929
mus_musculus ENSMUSG00000035951
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031427
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030313
mus_pahari MGP_PahariEiJ_G0013525
meriones_unguiculatus ENSMUGG00000020103
cricetulus_griseus_crigri ENSCGRG00000019094
cricetulus_griseus_chok1gshd ENSCGRG00001003029
mesocricetus_auratus ENSMAUG00000007245
microtus_ochrogaster ENSMOCG00000010799
peromyscus_maniculatus_bairdii ENSPEMG00000017248
castor_canadensis ENSCCNG00000010352
sorex_araneus ENSSARG00000005318
ornithorhynchus_anatinus ENSOANG00000003112
latimeria_chalumnae ENSLACG00000017099
ciona_savignyi ENSCSAVG00000009227
