clupea_harengus ENSCHAG00000019457
denticeps_clupeoides ENSDCDG00000023995
electrophorus_electricus ENSEEEG00000011078
ictalurus_punctatus ENSIPUG00000021123
astyanax_mexicanus ENSAMXG00005001599
astyanax_mexicanus ENSAMXG00000036768
pygocentrus_nattereri ENSPNAG00000024059
danio_rerio ENSDARG00000037142
hucho_hucho ENSHHUG00000002594
esox_lucius ENSELUG00000012082
cynoglossus_semilaevis ENSCSEG00000002693
cottoperca_gobio ENSCGOG00000008753
mastacembelus_armatus ENSMAMG00000001792
monopterus_albus ENSMALG00000000077
larimichthys_crocea ENSLCRG00005005765
lates_calcarifer ENSLCAG00010015196
scophthalmus_maximus ENSSMAG00000014735
seriola_dumerili ENSSDUG00000001249
seriola_lalandi ENSSLDG00000008079
anabas_testudineus ENSATEG00000015846
amphiprion_percula ENSAPEG00000004404
amphiprion_ocellaris ENSAOCG00000003487
stegastes_partitus ENSSPAG00000016928
parambassis_ranga ENSPRNG00000004727
labrus_bergylta ENSLBEG00000022353
poecilia_mexicana ENSPMEG00000000484
poecilia_latipinna ENSPLAG00000022613
poecilia_reticulata ENSPREG00000022293
gambusia_affinis ENSGAFG00000019607
xiphophorus_maculatus ENSXMAG00000010953
xiphophorus_couchianus ENSXCOG00000013744
fundulus_heteroclitus ENSFHEG00000003334
kryptolebias_marmoratus ENSKMAG00000003164
gouania_willdenowi ENSGWIG00000017394
mola_mola ENSMMOG00000001338
periophthalmus_magnuspinnatus ENSPMGG00000016261
gadus_morhua ENSGMOG00000017715
scleropages_formosus ENSSFOG00015016159
lepisosteus_oculatus ENSLOCG00000013800
erpetoichthys_calabaricus ENSECRG00000002198
petromyzon_marinus ENSPMAG00000001809
latimeria_chalumnae ENSLACG00000002204
xenopus_tropicalis ENSXETG00000001984
gorilla_gorilla ENSGGOG00000027706
homo_sapiens ENSG00000205129
pan_paniscus ENSPPAG00000022550
pan_troglodytes ENSPTRG00000031058
pongo_abelii ENSPPYG00000015248
nomascus_leucogenys ENSNLEG00000011221
colobus_angolensis ENSCANG00000040116
piliocolobus_tephrosceles ENSPTEG00000017263
rhinopithecus_roxellana ENSRROG00000032521
rhinopithecus_bieti ENSRBIG00000027024
mandrillus_leucophaeus ENSMLEG00000039083
cercocebus_atys ENSCATG00000032774
chlorocebus_sabaeus ENSCSAG00000002963
macaca_nemestrina ENSMNEG00000044226
macaca_fascicularis ENSMFAG00000003574
macaca_mulatta ENSMMUG00000048393
theropithecus_gelada ENSTGEG00000024187
papio_anubis ENSPANG00000000980
cebus_capucinus ENSCCAG00000026422
saimiri_boliviensis ENSSBOG00000023609
callithrix_jacchus ENSCJAG00000005969
aotus_nancymaae ENSANAG00000030249
carlito_syrichta ENSTSYG00000025754
prolemur_simus ENSPSMG00000024999
propithecus_coquereli ENSPCOG00000018395
microcebus_murinus ENSMICG00000030821
otolemur_garnettii ENSOGAG00000014665
mus_spicilegus ENSMSIG00000027361
mus_spretus MGP_SPRETEiJ_G0032138
mus_musculus ENSMUSG00000071103
mus_caroli MGP_CAROLIEiJ_G0031024
mus_pahari MGP_PahariEiJ_G0021492
rattus_norvegicus ENSRNOG00000038819
meriones_unguiculatus ENSMUGG00000015985
cricetulus_griseus ENSCGRG00000010310
cricetulus_griseus ENSCGRG00015021692
cricetulus_griseus ENSCGRG00001013769
mesocricetus_auratus ENSMAUG00000021203
microtus_ochrogaster ENSMOCG00000005526
peromyscus_maniculatus ENSPEMG00000014792
nannospalax_galili ENSNGAG00000015902
jaculus_jaculus ENSJJAG00000017798
dipodomys_ordii ENSDORG00000028613
chinchilla_lanigera ENSCLAG00000011416
octodon_degus ENSODEG00000004559
cavia_porcellus ENSCPOG00000010135
