scleropages_formosus ENSSFOG00015001509
paramormyrops_kingsleyae ENSPKIG00000012609
takifugu_rubripes ENSTRUG00000015265
tetraodon_nigroviridis ENSTNIG00000002880
mola_mola ENSMMOG00000019794
labrus_bergylta ENSLBEG00000006298
oryzias_latipes ENSORLG00020012235
oryzias_latipes_asm223469v1 ENSORLG00015015551
oryzias_latipes ENSORLG00000020340
oryzias_melastigma ENSOMEG00000012555
cynoglossus_semilaevis ENSCSEG00000004958
poecilia_formosa ENSPFOG00000016849
poecilia_latipinna ENSPLAG00000008323
poecilia_mexicana ENSPMEG00000021020
poecilia_reticulata ENSPREG00000007618
xiphophorus_couchianus ENSXCOG00000018724
xiphophorus_maculatus ENSXMAG00000011243
gambusia_affinis ENSGAFG00000021217
cyprinodon_variegatus ENSCVAG00000005039
fundulus_heteroclitus ENSFHEG00000012008
kryptolebias_marmoratus ENSKMAG00000002390
amphiprion_percula ENSAPEG00000005829
amphiprion_ocellaris ENSAOCG00000013361
acanthochromis_polyacanthus ENSAPOG00000010604
stegastes_partitus ENSSPAG00000019182
haplochromis_burtoni ENSHBUG00000008431
pundamilia_nyererei ENSPNYG00000013428
astatotilapia_calliptera ENSACLG00000027294
maylandia_zebra ENSMZEG00005021886
neolamprologus_brichardi ENSNBRG00000003095
oreochromis_niloticus ENSONIG00000006678
amphilophus_citrinellus ENSACIG00000021854
monopterus_albus ENSMALG00000004250
mastacembelus_armatus ENSMAMG00000017176
anabas_testudineus ENSATEG00000008209
seriola_dumerili ENSSDUG00000007719
seriola_lalandi_dorsalis ENSSLDG00000012300
scophthalmus_maximus ENSSMAG00000001653
gasterosteus_aculeatus ENSGACG00000002798
hippocampus_comes ENSHCOG00000003222
periophthalmus_magnuspinnatus ENSPMGG00000010286
gadus_morhua ENSGMOG00000016729
esox_lucius ENSELUG00000019459
pygocentrus_nattereri ENSPNAG00000007912
astyanax_mexicanus ENSAMXG00000002046
ictalurus_punctatus ENSIPUG00000011591
danio_rerio ENSDARG00000112579
lepisosteus_oculatus ENSLOCG00000009391
anolis_carolinensis ENSACAG00000011065
pogona_vitticeps ENSPVIG00000019410
notechis_scutatus ENSNSUG00000010516
salvator_merianae ENSSMRG00000004997
sphenodon_punctatus ENSSPUG00000003865
meleagris_gallopavo ENSMGAG00000014360
gallus_gallus ENSGALG00000015267
coturnix_japonica ENSCJPG00005017489
numida_meleagris ENSNMEG00000017249
