loxodonta_africana ENSLAFG00000026725
echinops_telfairi ENSETEG00000007090
procavia_capensis ENSPCAG00000013789
dasypus_novemcinctus ENSDNOG00000005633
choloepus_hoffmanni ENSCHOG00000003171
ovis_aries ENSOARG00000019063
capra_hircus ENSCHIG00000016106
bos_mutus ENSBMUG00000008024
bison_bison ENSBBBG00000021123
bos_taurus ENSBTAG00000010665
tursiops_truncatus ENSTTRG00000012571
sus_scrofa ENSSSCG00000001985
equus_asinus ENSEASG00005012252
equus_caballus ENSECAG00000013984
ursus_maritimus ENSUMAG00000022968
ursus_americanus ENSUAMG00000007017
ailuropoda_melanoleuca ENSAMEG00000015930
neovison_vison ENSNVIG00000001076
mustela_putorius ENSMPUG00000005624
canis_lupus ENSCAFG00000028667
canis_lupus ENSCAFG00020024300
vulpes_vulpes ENSVVUG00000029211
panthera_tigris ENSPTIG00000017664
panthera_pardus ENSPPRG00000005147
felis_catus ENSFCAG00000036843
myotis_lucifugus ENSMLUG00000029288
pteropus_vampyrus ENSPVAG00000007046
sorex_araneus ENSSARG00000006817
ictidomys_tridecemlineatus ENSSTOG00000024625
spermophilus_dauricus ENSSDAG00000022058
marmota_marmota ENSMMMG00000011639
urocitellus_parryii ENSUPAG00010009110
castor_canadensis ENSCCNG00000007716
castor_canadensis ENSCCNG00000001376
cavia_aperea ENSCAPG00000000449
cavia_porcellus ENSCPOG00000005263
octodon_degus ENSODEG00000001635
chinchilla_lanigera ENSCLAG00000012641
heterocephalus_glaber ENSHGLG00100010052
heterocephalus_glaber ENSHGLG00000001978
fukomys_damarensis ENSFDAG00000008985
mus_spicilegus ENSMSIG00000031146
mus_musculus ENSMUSG00000040380
mus_spretus MGP_SPRETEiJ_G0020212
mus_caroli MGP_CAROLIEiJ_G0019323
mus_pahari MGP_PahariEiJ_G0030340
rattus_norvegicus ENSRNOG00000020503
meriones_unguiculatus ENSMUGG00000018976
cricetulus_griseus ENSCGRG00001024629
cricetulus_griseus ENSCGRG00000013784
cricetulus_griseus ENSCGRG00015017137
mesocricetus_auratus ENSMAUG00000019777
peromyscus_maniculatus ENSPEMG00000027379
microtus_ochrogaster ENSMOCG00000003670
nannospalax_galili ENSNGAG00000014066
dipodomys_ordii ENSDORG00000008432
oryctolagus_cuniculus ENSOCUG00000002142
propithecus_coquereli ENSPCOG00000027614
prolemur_simus ENSPSMG00000014931
microcebus_murinus ENSMICG00000037021
otolemur_garnettii ENSOGAG00000006098
gorilla_gorilla ENSGGOG00000016187
homo_sapiens ENSG00000139899
pongo_abelii ENSPPYG00000005706
nomascus_leucogenys ENSNLEG00000015515
papio_anubis ENSPANG00000000897
theropithecus_gelada ENSTGEG00000022851
cercocebus_atys ENSCATG00000042541
macaca_mulatta ENSMMUG00000009515
macaca_fascicularis ENSMFAG00000001596
macaca_nemestrina ENSMNEG00000030012
chlorocebus_sabaeus ENSCSAG00000015850
mandrillus_leucophaeus ENSMLEG00000021459
rhinopithecus_roxellana ENSRROG00000043921
rhinopithecus_bieti ENSRBIG00000035761
piliocolobus_tephrosceles ENSPTEG00000022083
colobus_angolensis ENSCANG00000043063
saimiri_boliviensis ENSSBOG00000036062
cebus_capucinus ENSCCAG00000029527
callithrix_jacchus ENSCJAG00000048039
aotus_nancymaae ENSANAG00000028128
carlito_syrichta ENSTSYG00000011014
tupaia_belangeri ENSTBEG00000011362
erinaceus_europaeus ENSEEUG00000009211
phascolarctos_cinereus ENSPCIG00000010375
notamacropus_eugenii ENSMEUG00000001638
sarcophilus_harrisii ENSSHAG00000007737
monodelphis_domestica ENSMODG00000002962
