mastacembelus_armatus ENSMAMG00000012009
monopterus_albus ENSMALG00000019376
anabas_testudineus ENSATEG00000021920
seriola_dumerili ENSSDUG00000015551
seriola_lalandi_dorsalis ENSSLDG00000019109
scophthalmus_maximus ENSSMAG00000019992
gasterosteus_aculeatus ENSGACG00000006285
labrus_bergylta ENSLBEG00000020237
mola_mola ENSMMOG00000005985
hippocampus_comes ENSHCOG00000017299
cynoglossus_semilaevis ENSCSEG00000019358
tetraodon_nigroviridis ENSTNIG00000003319
takifugu_rubripes ENSTRUG00000018329
xiphophorus_maculatus ENSXMAG00000000516
xiphophorus_couchianus ENSXCOG00000008221
gambusia_affinis ENSGAFG00000010272
poecilia_formosa ENSPFOG00000019269
poecilia_latipinna ENSPLAG00000000874
poecilia_mexicana ENSPMEG00000011475
poecilia_reticulata ENSPREG00000022466
fundulus_heteroclitus ENSFHEG00000003044
cyprinodon_variegatus ENSCVAG00000012247
kryptolebias_marmoratus ENSKMAG00000009603
oryzias_latipes ENSORLG00020006640
oryzias_latipes_asm223469v1 ENSORLG00015004271
oryzias_latipes ENSORLG00000011260
oryzias_melastigma ENSOMEG00000010674
oryzias_latipes_asm223469v1 ENSORLG00015004325
oryzias_latipes ENSORLG00000029146
oryzias_melastigma ENSOMEG00000010618
maylandia_zebra ENSMZEG00005018785
haplochromis_burtoni ENSHBUG00000003968
astatotilapia_calliptera ENSACLG00000026629
pundamilia_nyererei ENSPNYG00000014794
neolamprologus_brichardi ENSNBRG00000020318
oreochromis_niloticus ENSONIG00000008332
amphilophus_citrinellus ENSACIG00000016077
amphiprion_percula ENSAPEG00000013973
amphiprion_ocellaris ENSAOCG00000000155
acanthochromis_polyacanthus ENSAPOG00000013208
stegastes_partitus ENSSPAG00000015001
periophthalmus_magnuspinnatus ENSPMGG00000018319
gadus_morhua ENSGMOG00000008595
esox_lucius ENSELUG00000011461
pygocentrus_nattereri ENSPNAG00000022380
astyanax_mexicanus ENSAMXG00000004739
ictalurus_punctatus ENSIPUG00000002417
danio_rerio ENSDARG00000010312
scleropages_formosus ENSSFOG00015016849
paramormyrops_kingsleyae ENSPKIG00000011931
lepisosteus_oculatus ENSLOCG00000001648
hippocampus_comes ENSHCOG00000003714
eptatretus_burgeri ENSEBUG00000005240
ictalurus_punctatus ENSIPUG00000013290
ictalurus_punctatus ENSIPUG00000009481
pygocentrus_nattereri ENSPNAG00000019398
astyanax_mexicanus ENSAMXG00000019667
danio_rerio ENSDARG00000059231
oryzias_melastigma ENSOMEG00000016566
anser_brachyrhynchus ENSABRG00000022746
parus_major ENSPMJG00000017870
apteryx_haastii ENSAHAG00000016730
apteryx_owenii ENSAOWG00000010822
