clupea_harengus ENSCHAG00000009259
denticeps_clupeoides ENSDCDG00000029849
hucho_hucho ENSHHUG00000016232
monopterus_albus ENSMALG00000013563
mastacembelus_armatus ENSMAMG00000023372
anabas_testudineus ENSATEG00000000157
betta_splendens ENSBSLG00000014232
gadus_morhua ENSGMOG00000003104
hucho_hucho ENSHHUG00000015830
esox_lucius ENSELUG00000001170
astyanax_mexicanus ENSAMXG00005003023
astyanax_mexicanus ENSAMXG00000011367
pygocentrus_nattereri ENSPNAG00000008801
electrophorus_electricus ENSEEEG00000017794
ictalurus_punctatus ENSIPUG00000016651
danio_rerio ENSDARG00000053127
scleropages_formosus ENSSFOG00015016267
paramormyrops_kingsleyae ENSPKIG00000021837
lepisosteus_oculatus ENSLOCG00000016165
erpetoichthys_calabaricus ENSECRG00000000722
calidris_pygmaea ENSCPGG00000016496
calidris_pugnax ENSCPUG00000004675
melopsittacus_undulatus ENSMUNG00000008588
lepidothrix_coronata ENSLCOG00000014506
manacus_vitellinus ENSMVIG00005004823
parus_major ENSPMJG00000012606
cyanistes_caeruleus ENSCCEG00000009938
ficedula_albicollis ENSFALG00000010025
junco_hyemalis ENSJHYG00000007444
zonotrichia_albicollis ENSZALG00000009792
serinus_canaria ENSSCAG00000002821
lonchura_striata ENSLSDG00000016138
taeniopygia_guttata ENSTGUG00000006632
gallus_gallus ENSGALG00000009885
meleagris_gallopavo ENSMGAG00000010339
coturnix_japonica ENSCJPG00005015737
numida_meleagris ENSNMEG00000012294
anser_brachyrhynchus ENSABRG00000007860
anas_platyrhynchos ENSAPLG00000014085
apteryx_haastii ENSAHAG00000003610
apteryx_owenii ENSAOWG00000005611
apteryx_rowi ENSARWG00000003312
dromaius_novaehollandiae ENSDNVG00000008618
nothoprocta_perdicaria ENSNPEG00000007420
crocodylus_porosus ENSCPRG00005007436
gopherus_agassizii ENSGAGG00000021680
chelonoidis_abingdonii ENSCABG00000010531
chrysemys_picta ENSCPBG00000024857
pelodiscus_sinensis ENSPSIG00000005378
pogona_vitticeps ENSPVIG00000025451
anolis_carolinensis ENSACAG00000003554
salvator_merianae ENSSMRG00000016112
sphenodon_punctatus ENSSPUG00000011827
vombatus_ursinus ENSVURG00010024169
phascolarctos_cinereus ENSPCIG00000028936
notamacropus_eugenii ENSMEUG00000009013
sarcophilus_harrisii ENSSHAG00000004423
monodelphis_domestica ENSMODG00000009086
choloepus_hoffmanni ENSCHOG00000002585
dasypus_novemcinctus ENSDNOG00000009767
loxodonta_africana ENSLAFG00000030336
procavia_capensis ENSPCAG00000011755
echinops_telfairi ENSETEG00000006166
ovis_aries ENSOARG00000002661
capra_hircus ENSCHIG00000027188
bos_indicus ENSBIXG00000020397
bos_indicus ENSBIXG00005009036
bos_taurus ENSBTAG00000020806
bos_mutus ENSBMUG00000011521
bison_bison ENSBBBG00000012760
tursiops_truncatus ENSTTRG00000009084
sus_scrofa ENSSSCG00000000477
vicugna_pacos ENSVPAG00000001875
ursus_maritimus ENSUMAG00000020545
ursus_americanus ENSUAMG00000025931
ailuropoda_melanoleuca ENSAMEG00000000109
mustela_putorius ENSMPUG00000017517
neovison_vison ENSNVIG00000009206
canis_lupus ENSCAFG00000000378
canis_lupus ENSCAFG00020018463
vulpes_vulpes ENSVVUG00000011544
panthera_tigris ENSPTIG00000007492
panthera_pardus ENSPPRG00000011423
felis_catus ENSFCAG00000012629
pteropus_vampyrus ENSPVAG00000000782
myotis_lucifugus ENSMLUG00000017176
equus_asinus ENSEASG00005007965
equus_caballus ENSECAG00000007536
sorex_araneus ENSSARG00000002444
erinaceus_europaeus ENSEEUG00000003031
pan_paniscus ENSPPAG00000021399
pan_troglodytes ENSPTRG00000005188
homo_sapiens ENSG00000127311
gorilla_gorilla ENSGGOG00000016238
pongo_abelii ENSPPYG00000004742
nomascus_leucogenys ENSNLEG00000003230
papio_anubis ENSPANG00000007864
theropithecus_gelada ENSTGEG00000021515
mandrillus_leucophaeus ENSMLEG00000041967
cercocebus_atys ENSCATG00000043078
macaca_mulatta ENSMMUG00000016628
macaca_nemestrina ENSMNEG00000043581
macaca_fascicularis ENSMFAG00000034045
chlorocebus_sabaeus ENSCSAG00000004375
piliocolobus_tephrosceles ENSPTEG00000023784
colobus_angolensis ENSCANG00000029184
rhinopithecus_roxellana ENSRROG00000035581
