scleropages_formosus ENSSFOG00015004535
paramormyrops_kingsleyae ENSPKIG00000006896
pygocentrus_nattereri ENSPNAG00000005013
astyanax_mexicanus ENSAMXG00000030874
ictalurus_punctatus ENSIPUG00000001349
danio_rerio ENSDARG00000055875
labrus_bergylta ENSLBEG00000018245
takifugu_rubripes ENSTRUG00000014633
amphiprion_ocellaris ENSAOCG00000015734
amphiprion_percula ENSAPEG00000011367
acanthochromis_polyacanthus ENSAPOG00000018943
stegastes_partitus ENSSPAG00000019884
gambusia_affinis ENSGAFG00000010601
xiphophorus_maculatus ENSXMAG00000027744
poecilia_formosa ENSPFOG00000014333
poecilia_latipinna ENSPLAG00000006042
poecilia_mexicana ENSPMEG00000016923
poecilia_reticulata ENSPREG00000008081
fundulus_heteroclitus ENSFHEG00000000286
cyprinodon_variegatus ENSCVAG00000002889
kryptolebias_marmoratus ENSKMAG00000007128
oryzias_latipes ENSORLG00000030358
oryzias_latipes_asm223469v1 ENSORLG00015014619
oryzias_latipes ENSORLG00020006665
oryzias_melastigma ENSOMEG00000012830
astatotilapia_calliptera ENSACLG00000015554
maylandia_zebra ENSMZEG00005028438
haplochromis_burtoni ENSHBUG00000002543
pundamilia_nyererei ENSPNYG00000011850
neolamprologus_brichardi ENSNBRG00000013176
oreochromis_niloticus ENSONIG00000002632
gasterosteus_aculeatus ENSGACG00000003451
periophthalmus_magnuspinnatus ENSPMGG00000022739
seriola_dumerili ENSSDUG00000011314
seriola_lalandi_dorsalis ENSSLDG00000013460
scophthalmus_maximus ENSSMAG00000007804
mastacembelus_armatus ENSMAMG00000013951
monopterus_albus ENSMALG00000005139
anabas_testudineus ENSATEG00000013638
cynoglossus_semilaevis ENSCSEG00000017604
hippocampus_comes ENSHCOG00000019289
gadus_morhua ENSGMOG00000009335
esox_lucius ENSELUG00000003865
lepisosteus_oculatus ENSLOCG00000002856
phascolarctos_cinereus ENSPCIG00000024282
sarcophilus_harrisii ENSSHAG00000014790
monodelphis_domestica ENSMODG00000006558
dipodomys_ordii ENSDORG00000027622
castor_canadensis ENSCCNG00000028777
mus_spicilegus ENSMSIG00000016195
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025767
mus_musculus ENSMUSG00000027508
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024837
mus_pahari MGP_PahariEiJ_G0026285
rattus_norvegicus ENSRNOG00000061328
meriones_unguiculatus ENSMUGG00000019714
peromyscus_maniculatus_bairdii ENSPEMG00000011580
microtus_ochrogaster ENSMOCG00000004189
cricetulus_griseus_chok1gshd ENSCGRG00001016853
cricetulus_griseus_crigri ENSCGRG00000001262
cricetulus_griseus_crigri-picr ENSCGRG00015018260
mesocricetus_auratus ENSMAUG00000009163
nannospalax_galili ENSNGAG00000020454
spermophilus_dauricus ENSSDAG00000016929
urocitellus_parryii ENSUPAG00010016202
ictidomys_tridecemlineatus ENSSTOG00000015562
marmota_marmota_marmota ENSMMMG00000005917
heterocephalus_glaber_male ENSHGLG00100018225
heterocephalus_glaber_female ENSHGLG00000016111
fukomys_damarensis ENSFDAG00000006659
cavia_porcellus ENSCPOG00000039715
cavia_aperea ENSCAPG00000005151
octodon_degus ENSODEG00000005249
chinchilla_lanigera ENSCLAG00000002660
oryctolagus_cuniculus ENSOCUG00000014767
ochotona_princeps ENSOPRG00000009975
pan_troglodytes ENSPTRG00000020372
pan_paniscus ENSPPAG00000012288
homo_sapiens ENSG00000076641
gorilla_gorilla ENSGGOG00000010323
pongo_abelii ENSPPYG00000018698
nomascus_leucogenys ENSNLEG00000002436
rhinopithecus_roxellana ENSRROG00000041842
rhinopithecus_bieti ENSRBIG00000038808
colobus_angolensis_palliatus ENSCANG00000028496
piliocolobus_tephrosceles ENSPTEG00000017074
macaca_fascicularis ENSMFAG00000035710
macaca_mulatta ENSMMUG00000023342
macaca_nemestrina ENSMNEG00000042751
theropithecus_gelada ENSTGEG00000024516
papio_anubis ENSPANG00000010440
mandrillus_leucophaeus ENSMLEG00000032516
cercocebus_atys ENSCATG00000021872
chlorocebus_sabaeus ENSCSAG00000013312
cebus_capucinus ENSCCAG00000032193
saimiri_boliviensis_boliviensis ENSSBOG00000027925
callithrix_jacchus ENSCJAG00000000451
aotus_nancymaae ENSANAG00000035690
carlito_syrichta ENSTSYG00000011556
prolemur_simus ENSPSMG00000011078
microcebus_murinus ENSMICG00000001308
propithecus_coquereli ENSPCOG00000005873
otolemur_garnettii ENSOGAG00000010590
equus_asinus_asinus ENSEASG00005020594
equus_caballus ENSECAG00000012843
erinaceus_europaeus ENSEEUG00000007921
myotis_lucifugus ENSMLUG00000026018
pteropus_vampyrus ENSPVAG00000015502
sorex_araneus ENSSARG00000003855
ursus_americanus ENSUAMG00000027725
ursus_maritimus ENSUMAG00000014993
ailuropoda_melanoleuca ENSAMEG00000014645
mustela_putorius_furo ENSMPUG00000001814
neovison_vison ENSNVIG00000021748
canis_lupus_dingo ENSCAFG00020020400
canis_lupus_familiaris ENSCAFG00000008430
vulpes_vulpes ENSVVUG00000000881
panthera_pardus ENSPPRG00000003229
panthera_tigris_altaica ENSPTIG00000019499
felis_catus ENSFCAG00000015151
ovis_aries ENSOARG00000008858
capra_hircus ENSCHIG00000005882
bos_mutus ENSBMUG00000008679
bos_taurus ENSBTAG00000014026
bison_bison_bison ENSBBBG00000014548
tursiops_truncatus ENSTTRG00000005368
sus_scrofa ENSSSCG00000040208
dasypus_novemcinctus ENSDNOG00000011569
choloepus_hoffmanni ENSCHOG00000010393
loxodonta_africana ENSLAFG00000000443
procavia_capensis ENSPCAG00000009896
echinops_telfairi ENSETEG00000001975
ornithorhynchus_anatinus ENSOANG00000014237
lepidothrix_coronata ENSLCOG00000000446
manacus_vitellinus ENSMVIG00005015765
cyanistes_caeruleus ENSCCEG00000009791
parus_major ENSPMJG00000005468
ficedula_albicollis ENSFALG00000008625
junco_hyemalis ENSJHYG00000000248
zonotrichia_albicollis ENSZALG00000008941
serinus_canaria ENSSCAG00000002480
taeniopygia_guttata ENSTGUG00000011651
taeniopygia_guttata ENSTGUG00000015736
lonchura_striata_domestica ENSLSDG00000010487
calidris_pugnax ENSCPUG00000016022
calidris_pygmaea ENSCPGG00000008638
melopsittacus_undulatus ENSMUNG00000006240
anser_brachyrhynchus ENSABRG00000008397
anas_platyrhynchos_platyrhynchos ENSAPLG00000004448
meleagris_gallopavo ENSMGAG00000011644
gallus_gallus ENSGALG00000034188
coturnix_japonica ENSCJPG00005011821
numida_meleagris ENSNMEG00000017553
apteryx_haastii ENSAHAG00000017197
apteryx_owenii ENSAOWG00000010983
apteryx_rowi ENSARWG00000004853
dromaius_novaehollandiae ENSDNVG00000010899
nothoprocta_perdicaria ENSNPEG00000007067
crocodylus_porosus ENSCPRG00005000346
gopherus_agassizii ENSGAGG00000022133
chelonoidis_abingdonii ENSCABG00000016209
chrysemys_picta_bellii ENSCPBG00000007272
pelodiscus_sinensis ENSPSIG00000013588
pogona_vitticeps ENSPVIG00000024036
anolis_carolinensis ENSACAG00000013517
notechis_scutatus ENSNSUG00000014935
salvator_merianae ENSSMRG00000010950
sphenodon_punctatus ENSSPUG00000009016
xenopus_tropicalis ENSXETG00000010418
latimeria_chalumnae ENSLACG00000005391
