choloepus_hoffmanni ENSCHOG00000005475
dasypus_novemcinctus ENSDNOG00000009910
capra_hircus ENSCHIG00000016189
capra_hircus ENSCHIG00000023142
sus_scrofa ENSSSCG00000032347
ictidomys_tridecemlineatus ENSSTOG00000029683
ictidomys_tridecemlineatus ENSSTOG00000028111
heterocephalus_glaber_female ENSHGLG00000009225
prolemur_simus ENSPSMG00000013622
spermophilus_dauricus ENSSDAG00000011771
urocitellus_parryii ENSUPAG00010010922
octodon_degus ENSODEG00000019525
cricetulus_griseus_chok1gshd ENSCGRG00001012993
cricetulus_griseus_crigri ENSCGRG00000005537
saimiri_boliviensis_boliviensis ENSSBOG00000014560
ursus_americanus ENSUAMG00000020468
ursus_maritimus ENSUMAG00000011134
ailuropoda_melanoleuca ENSAMEG00000019243
otolemur_garnettii ENSOGAG00000009924
prolemur_simus ENSPSMG00000003666
felis_catus ENSFCAG00000029572
dasypus_novemcinctus ENSDNOG00000014005
