caenorhabditis_elegans_strain_n2 WBGene00011193
drosophila_melanogaster FBgn0039639
pogona_vitticeps ENSPVIG00000005592
notechis_scutatus ENSNSUG00000007994
salvator_merianae ENSSMRG00000012179
sphenodon_punctatus ENSSPUG00000013777
chelonoidis_abingdonii ENSCABG00000017305
gopherus_agassizii ENSGAGG00000002959
chrysemys_picta_bellii ENSCPBG00000017092
pelodiscus_sinensis ENSPSIG00000012113
anser_brachyrhynchus ENSABRG00000015649
anas_platyrhynchos_platyrhynchos ENSAPLG00000010209
gallus_gallus ENSGALG00000030718
coturnix_japonica ENSCJPG00005017212
numida_meleagris ENSNMEG00000020843
calidris_pygmaea ENSCPGG00000004566
calidris_pugnax ENSCPUG00000002554
taeniopygia_guttata ENSTGUG00000006174
lonchura_striata_domestica ENSLSDG00000011977
serinus_canaria ENSSCAG00000016290
parus_major ENSPMJG00000012187
cyanistes_caeruleus ENSCCEG00000004542
lepidothrix_coronata ENSLCOG00000009159
apteryx_rowi ENSARWG00000015055
apteryx_owenii ENSAOWG00000012557
dromaius_novaehollandiae ENSDNVG00000003000
nothoprocta_perdicaria ENSNPEG00000002212
echinops_telfairi ENSETEG00000005613
sorex_araneus ENSSARG00000010634
capra_hircus ENSCHIG00000009692
ovis_aries ENSOARG00000015803
capra_hircus ENSCHIG00000021587
equus_asinus_asinus ENSEASG00005015063
equus_caballus ENSECAG00000039392
equus_asinus_asinus ENSEASG00005019606
bos_mutus ENSBMUG00000001781
bos_taurus ENSBTAG00000004586
ursus_americanus ENSUAMG00000020649
ursus_maritimus ENSUMAG00000022947
neovison_vison ENSNVIG00000008404
erinaceus_europaeus ENSEEUG00000003939
erinaceus_europaeus ENSEEUG00000001572
rhinopithecus_roxellana ENSRROG00000031472
rhinopithecus_bieti ENSRBIG00000041687
piliocolobus_tephrosceles ENSPTEG00000012491
rhinopithecus_bieti ENSRBIG00000031387
colobus_angolensis_palliatus ENSCANG00000036950
carlito_syrichta ENSTSYG00000027094
otolemur_garnettii ENSOGAG00000031713
propithecus_coquereli ENSPCOG00000016631
tupaia_belangeri ENSTBEG00000010726
tupaia_belangeri ENSTBEG00000000606
cricetulus_griseus_crigri-picr ENSCGRG00015015970
cricetulus_griseus_chok1gshd ENSCGRG00001017525
cricetulus_griseus_crigri ENSCGRG00000000494
peromyscus_maniculatus_bairdii ENSPEMG00000028682
mus_musculus ENSMUSG00000041718
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034644
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033473
mus_pahari MGP_PahariEiJ_G0032014
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026064
mus_spicilegus ENSMSIG00000020437
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025122
mus_musculus ENSMUSG00000031286
mus_pahari MGP_PahariEiJ_G0026565
