scleropages_formosus ENSSFOG00015008903
paramormyrops_kingsleyae ENSPKIG00000007418
seriola_lalandi_dorsalis ENSSLDG00000017016
anabas_testudineus ENSATEG00000013048
seriola_dumerili ENSSDUG00000008572
hippocampus_comes ENSHCOG00000019614
mastacembelus_armatus ENSMAMG00000010734
astatotilapia_calliptera ENSACLG00000001829
neolamprologus_brichardi ENSNBRG00000009993
oryzias_latipes ENSORLG00000027093
stegastes_partitus ENSSPAG00000018563
labrus_bergylta ENSLBEG00000007161
scophthalmus_maximus ENSSMAG00000002296
monopterus_albus ENSMALG00000001833
esox_lucius ENSELUG00000009977
ictalurus_punctatus ENSIPUG00000007433
lonchura_striata_domestica ENSLSDG00000008292
junco_hyemalis ENSJHYG00000017437
parus_major ENSPMJG00000015911
lepidothrix_coronata ENSLCOG00000001519
anser_brachyrhynchus ENSABRG00000021435
apteryx_haastii ENSAHAG00000004781
apteryx_rowi ENSARWG00000002272
apteryx_owenii ENSAOWG00000018867
dromaius_novaehollandiae ENSDNVG00000014325
nothoprocta_perdicaria ENSNPEG00000011242
