monodelphis_domestica ENSMODG00000001642
notamacropus_eugenii ENSMEUG00000005377
sarcophilus_harrisii ENSSHAG00000008631
octodon_degus ENSODEG00000002767
chinchilla_lanigera ENSCLAG00000011283
cavia_porcellus ENSCPOG00000003146
cavia_aperea ENSCAPG00000013493
heterocephalus_glaber_female ENSHGLG00000007325
heterocephalus_glaber_male ENSHGLG00100005478
fukomys_damarensis ENSFDAG00000016502
ictidomys_tridecemlineatus ENSSTOG00000030098
urocitellus_parryii ENSUPAG00010018177
spermophilus_dauricus ENSSDAG00000008650
marmota_marmota_marmota ENSMMMG00000022413
dipodomys_ordii ENSDORG00000015676
castor_canadensis ENSCCNG00000002694
mus_spicilegus ENSMSIG00000007199
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025010
mus_musculus ENSMUSG00000003604
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024094
mus_pahari MGP_PahariEiJ_G0025537
rattus_norvegicus ENSRNOG00000006419
meriones_unguiculatus ENSMUGG00000008882
microtus_ochrogaster ENSMOCG00000000591
peromyscus_maniculatus_bairdii ENSPEMG00000019793
cricetulus_griseus_chok1gshd ENSCGRG00001022715
cricetulus_griseus_crigri ENSCGRG00000009483
cricetulus_griseus_crigri-picr ENSCGRG00015007106
mesocricetus_auratus ENSMAUG00000021719
nannospalax_galili ENSNGAG00000011031
jaculus_jaculus ENSJJAG00000009970
propithecus_coquereli ENSPCOG00000019756
microcebus_murinus ENSMICG00000005782
prolemur_simus ENSPSMG00000006668
prolemur_simus ENSPSMG00000010651
pan_troglodytes ENSPTRG00000006873
homo_sapiens ENSG00000169857
gorilla_gorilla ENSGGOG00000009194
pongo_abelii ENSPPYG00000006306
nomascus_leucogenys ENSNLEG00000010751
colobus_angolensis_palliatus ENSCANG00000029381
piliocolobus_tephrosceles ENSPTEG00000023720
rhinopithecus_roxellana ENSRROG00000009547
cercocebus_atys ENSCATG00000038392
theropithecus_gelada ENSTGEG00000025432
papio_anubis ENSPANG00000019877
mandrillus_leucophaeus ENSMLEG00000042950
macaca_fascicularis ENSMFAG00000037922
macaca_mulatta ENSMMUG00000005278
macaca_nemestrina ENSMNEG00000000689
chlorocebus_sabaeus ENSCSAG00000007066
cebus_capucinus ENSCCAG00000015060
