scleropages_formosus ENSSFOG00015000290
hippocampus_comes ENSHCOG00000008713
tetraodon_nigroviridis ENSTNIG00000017301
labrus_bergylta ENSLBEG00000014455
poecilia_reticulata ENSPREG00000021259
poecilia_formosa ENSPFOG00000012635
xiphophorus_maculatus ENSXMAG00000007941
xiphophorus_couchianus ENSXCOG00000004045
gambusia_affinis ENSGAFG00000007850
kryptolebias_marmoratus ENSKMAG00000008023
oryzias_latipes ENSORLG00020012196
oryzias_latipes_asm223469v1 ENSORLG00015010767
oryzias_melastigma ENSOMEG00000009169
amphiprion_percula ENSAPEG00000020461
cynoglossus_semilaevis ENSCSEG00000002405
oreochromis_niloticus ENSONIG00000003638
astatotilapia_calliptera ENSACLG00000017993
monopterus_albus ENSMALG00000012026
seriola_dumerili ENSSDUG00000017930
seriola_lalandi_dorsalis ENSSLDG00000004047
scophthalmus_maximus ENSSMAG00000020392
gasterosteus_aculeatus ENSGACG00000009087
periophthalmus_magnuspinnatus ENSPMGG00000015426
gadus_morhua ENSGMOG00000010359
esox_lucius ENSELUG00000013418
pygocentrus_nattereri ENSPNAG00000016997
astyanax_mexicanus ENSAMXG00000038125
danio_rerio ENSDARG00000074839
paramormyrops_kingsleyae ENSPKIG00000020228
lepisosteus_oculatus ENSLOCG00000016912
takifugu_rubripes ENSTRUG00000015018
tetraodon_nigroviridis ENSTNIG00000002817
gasterosteus_aculeatus ENSGACG00000011724
haplochromis_burtoni ENSHBUG00000001842
haplochromis_burtoni ENSHBUG00000001832
astatotilapia_calliptera ENSACLG00000012091
maylandia_zebra ENSMZEG00005022242
pundamilia_nyererei ENSPNYG00000002998
neolamprologus_brichardi ENSNBRG00000006641
oreochromis_niloticus ENSONIG00000018753
scophthalmus_maximus ENSSMAG00000009003
mastacembelus_armatus ENSMAMG00000009543
mola_mola ENSMMOG00000017661
labrus_bergylta ENSLBEG00000003895
oryzias_latipes ENSORLG00020001641
oryzias_latipes_asm223469v1 ENSORLG00015019266
oryzias_latipes ENSORLG00000017297
cyprinodon_variegatus ENSCVAG00000006547
acanthochromis_polyacanthus ENSAPOG00000009007
monopterus_albus ENSMALG00000010022
anabas_testudineus ENSATEG00000001973
poecilia_formosa ENSPFOG00000012076
poecilia_mexicana ENSPMEG00000000571
poecilia_latipinna ENSPLAG00000011301
poecilia_reticulata ENSPREG00000011746
gambusia_affinis ENSGAFG00000012903
xiphophorus_maculatus ENSXMAG00000025175
xiphophorus_couchianus ENSXCOG00000001273
fundulus_heteroclitus ENSFHEG00000013561
kryptolebias_marmoratus ENSKMAG00000007147
oryzias_latipes_asm223469v1 ENSORLG00015019252
seriola_lalandi_dorsalis ENSSLDG00000021748
seriola_dumerili ENSSDUG00000011115
amphiprion_ocellaris ENSAOCG00000014145
amphiprion_percula ENSAPEG00000000371
gadus_morhua ENSGMOG00000019509
cynoglossus_semilaevis ENSCSEG00000005860
periophthalmus_magnuspinnatus ENSPMGG00000007328
seriola_dumerili ENSSDUG00000011101
poecilia_latipinna ENSPLAG00000000245
poecilia_mexicana ENSPMEG00000004386
poecilia_reticulata ENSPREG00000011722
gambusia_affinis ENSGAFG00000012891
xiphophorus_maculatus ENSXMAG00000022395
fundulus_heteroclitus ENSFHEG00000013570
amphiprion_percula ENSAPEG00000000362
amphiprion_ocellaris ENSAOCG00000000922
amphilophus_citrinellus ENSACIG00000002399
kryptolebias_marmoratus ENSKMAG00000003784
oryzias_latipes ENSORLG00000025398
poecilia_reticulata ENSPREG00000010500
anabas_testudineus ENSATEG00000008350
astatotilapia_calliptera ENSACLG00000002409
hippocampus_comes ENSHCOG00000008725
esox_lucius ENSELUG00000016146
astyanax_mexicanus ENSAMXG00000010672
pygocentrus_nattereri ENSPNAG00000014058
danio_rerio ENSDARG00000077187
neolamprologus_brichardi ENSNBRG00000011048
oryzias_latipes ENSORLG00000030609
stegastes_partitus ENSSPAG00000019022
labrus_bergylta ENSLBEG00000014470
takifugu_rubripes ENSTRUG00000024079
paramormyrops_kingsleyae ENSPKIG00000017447
paramormyrops_kingsleyae ENSPKIG00000017434
manacus_vitellinus ENSMVIG00005007039
lepidothrix_coronata ENSLCOG00000015922
taeniopygia_guttata ENSTGUG00000012614
lonchura_striata_domestica ENSLSDG00000011015
serinus_canaria ENSSCAG00000006384
junco_hyemalis ENSJHYG00000016603
zonotrichia_albicollis ENSZALG00000015723
ficedula_albicollis ENSFALG00000002633
parus_major ENSPMJG00000005495
cyanistes_caeruleus ENSCCEG00000020010
calidris_pygmaea ENSCPGG00000014821
calidris_pugnax ENSCPUG00000017196
melopsittacus_undulatus ENSMUNG00000008767
anas_platyrhynchos_platyrhynchos ENSAPLG00000002413
anser_brachyrhynchus ENSABRG00000021597
gallus_gallus ENSGALG00000015897
meleagris_gallopavo ENSMGAG00000013775
coturnix_japonica ENSCJPG00005005250
numida_meleagris ENSNMEG00000012735
apteryx_owenii ENSAOWG00000008304
apteryx_haastii ENSAHAG00000006633
apteryx_rowi ENSARWG00000011881
dromaius_novaehollandiae ENSDNVG00000002505
nothoprocta_perdicaria ENSNPEG00000014219
crocodylus_porosus ENSCPRG00005014269
chrysemys_picta_bellii ENSCPBG00000023153
chelonoidis_abingdonii ENSCABG00000021709
pelodiscus_sinensis ENSPSIG00000011947
anolis_carolinensis ENSACAG00000004815
pogona_vitticeps ENSPVIG00000019834
notechis_scutatus ENSNSUG00000005071
salvator_merianae ENSSMRG00000017353
sphenodon_punctatus ENSSPUG00000018332
phascolarctos_cinereus ENSPCIG00000020512
notamacropus_eugenii ENSMEUG00000016402
sarcophilus_harrisii ENSSHAG00000013502
monodelphis_domestica ENSMODG00000018487
loxodonta_africana ENSLAFG00000029677
loxodonta_africana ENSLAFG00000008264
procavia_capensis ENSPCAG00000016040
echinops_telfairi ENSETEG00000018633
dasypus_novemcinctus ENSDNOG00000010255
choloepus_hoffmanni ENSCHOG00000001091
microcebus_murinus ENSMICG00000012422
propithecus_coquereli ENSPCOG00000013809
prolemur_simus ENSPSMG00000007481
otolemur_garnettii ENSOGAG00000010505
gorilla_gorilla ENSGGOG00000025852
homo_sapiens ENSG00000112706
pan_paniscus ENSPPAG00000029771
pan_troglodytes ENSPTRG00000018360
pongo_abelii ENSPPYG00000016786
nomascus_leucogenys ENSNLEG00000005102
colobus_angolensis_palliatus ENSCANG00000031738
piliocolobus_tephrosceles ENSPTEG00000022865
rhinopithecus_bieti ENSRBIG00000035451
rhinopithecus_roxellana ENSRROG00000037129
theropithecus_gelada ENSTGEG00000015847
papio_anubis ENSPANG00000019906
macaca_mulatta ENSMMUG00000048485
macaca_mulatta ENSMMUG00000005035
macaca_fascicularis ENSMFAG00000033339
macaca_nemestrina ENSMNEG00000034237
cercocebus_atys ENSCATG00000042380
mandrillus_leucophaeus ENSMLEG00000039710
chlorocebus_sabaeus ENSCSAG00000017450
cebus_capucinus ENSCCAG00000036913
saimiri_boliviensis_boliviensis ENSSBOG00000032314
callithrix_jacchus ENSCJAG00000010664
aotus_nancymaae ENSANAG00000027456
tupaia_belangeri ENSTBEG00000011067
pteropus_vampyrus ENSPVAG00000008609
myotis_lucifugus ENSMLUG00000015799
bos_taurus ENSBTAG00000021175
bos_mutus ENSBMUG00000015314
bison_bison_bison ENSBBBG00000025343
capra_hircus ENSCHIG00000008626
ovis_aries ENSOARG00000006728
tursiops_truncatus ENSTTRG00000015972
sus_scrofa ENSSSCG00000004477
vicugna_pacos ENSVPAG00000011096
equus_asinus_asinus ENSEASG00005018572
equus_caballus ENSECAG00000019440
ailuropoda_melanoleuca ENSAMEG00000016653
ursus_maritimus ENSUMAG00000015416
mustela_putorius_furo ENSMPUG00000018087
neovison_vison ENSNVIG00000022598
canis_lupus_dingo ENSCAFG00020012039
canis_lupus_familiaris ENSCAFG00000002768
vulpes_vulpes ENSVVUG00000015999
panthera_pardus ENSPPRG00000000464
panthera_tigris_altaica ENSPTIG00000020524
felis_catus ENSFCAG00000014900
cricetulus_griseus_chok1gshd ENSCGRG00001012701
cricetulus_griseus_crigri ENSCGRG00000008123
cricetulus_griseus_crigri-picr ENSCGRG00015010954
mesocricetus_auratus ENSMAUG00000001564
peromyscus_maniculatus_bairdii ENSPEMG00000020924
microtus_ochrogaster ENSMOCG00000006169
mus_musculus ENSMUSG00000032343
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033619
mus_spicilegus ENSMSIG00000007831
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032479
mus_pahari MGP_PahariEiJ_G0015346
rattus_norvegicus ENSRNOG00000012479
jaculus_jaculus ENSJJAG00000022816
erinaceus_europaeus ENSEEUG00000006460
oryctolagus_cuniculus ENSOCUG00000001484
ochotona_princeps ENSOPRG00000013463
carlito_syrichta ENSTSYG00000003972
ictidomys_tridecemlineatus ENSSTOG00000014077
urocitellus_parryii ENSUPAG00010023227
marmota_marmota_marmota ENSMMMG00000006044
spermophilus_dauricus ENSSDAG00000016228
dipodomys_ordii ENSDORG00000004225
chinchilla_lanigera ENSCLAG00000001606
octodon_degus ENSODEG00000004752
cavia_porcellus ENSCPOG00000007022
cavia_aperea ENSCAPG00000002098
heterocephalus_glaber_female ENSHGLG00000009293
ursus_americanus ENSUAMG00000028324
castor_canadensis ENSCCNG00000000212
rhinopithecus_bieti ENSRBIG00000008177
sorex_araneus ENSSARG00000010808
ornithorhynchus_anatinus ENSOANG00000000945
xenopus_tropicalis ENSXETG00000003611
latimeria_chalumnae ENSLACG00000006812
apteryx_owenii ENSAOWG00000017641
apteryx_haastii ENSAHAG00000015393
apteryx_rowi ENSARWG00000005814
dromaius_novaehollandiae ENSDNVG00000007190
nothoprocta_perdicaria ENSNPEG00000005852
gallus_gallus ENSGALG00000015322
meleagris_gallopavo ENSMGAG00000014370
coturnix_japonica ENSCJPG00005017601
numida_meleagris ENSNMEG00000017263
anser_brachyrhynchus ENSABRG00000008265
anas_platyrhynchos_platyrhynchos ENSAPLG00000013567
taeniopygia_guttata ENSTGUG00000013625
lonchura_striata_domestica ENSLSDG00000005196
serinus_canaria ENSSCAG00000016805
junco_hyemalis ENSJHYG00000010080
zonotrichia_albicollis ENSZALG00000015381
ficedula_albicollis ENSFALG00000006484
parus_major ENSPMJG00000011169
cyanistes_caeruleus ENSCCEG00000015722
manacus_vitellinus ENSMVIG00005011096
lepidothrix_coronata ENSLCOG00000009064
calidris_pygmaea ENSCPGG00000006719
calidris_pugnax ENSCPUG00000004660
melopsittacus_undulatus ENSMUNG00000005023
crocodylus_porosus ENSCPRG00005010862
chelonoidis_abingdonii ENSCABG00000003899
gopherus_agassizii ENSGAGG00000018446
chrysemys_picta_bellii ENSCPBG00000004294
pelodiscus_sinensis ENSPSIG00000003994
anolis_carolinensis ENSACAG00000011797
pogona_vitticeps ENSPVIG00000019400
notechis_scutatus ENSNSUG00000015921
salvator_merianae ENSSMRG00000004644
sphenodon_punctatus ENSSPUG00000018646
phascolarctos_cinereus ENSPCIG00000016094
notamacropus_eugenii ENSMEUG00000003916
sarcophilus_harrisii ENSSHAG00000010307
monodelphis_domestica ENSMODG00000001983
