ursus_maritimus ENSUMAG00000018381
ursus_americanus ENSUAMG00000012880
ailuropoda_melanoleuca ENSAMEG00000018049
mustela_putorius_furo ENSMPUG00000007258
canis_lupus_familiaris ENSCAFG00000029994
canis_lupus_familiaris ENSCAFG00000014756
canis_lupus_familiaris ENSCAFG00000029289
canis_lupus_familiaris ENSCAFG00000014293
canis_lupus_dingo ENSCAFG00020016432
canis_lupus_dingo ENSCAFG00020001940
canis_lupus_dingo ENSCAFG00020018000
myotis_lucifugus ENSMLUG00000022672
myotis_lucifugus ENSMLUG00000026334
myotis_lucifugus ENSMLUG00000028310
myotis_lucifugus ENSMLUG00000025248
myotis_lucifugus ENSMLUG00000028937
myotis_lucifugus ENSMLUG00000027690
myotis_lucifugus ENSMLUG00000030129
myotis_lucifugus ENSMLUG00000028347
myotis_lucifugus ENSMLUG00000029848
myotis_lucifugus ENSMLUG00000025021
myotis_lucifugus ENSMLUG00000028467
myotis_lucifugus ENSMLUG00000022381
ovis_aries ENSOARG00000000379
oryctolagus_cuniculus ENSOCUG00000029420
oryctolagus_cuniculus ENSOCUG00000024568
oryctolagus_cuniculus ENSOCUG00000029582
oryctolagus_cuniculus ENSOCUG00000023996
oryctolagus_cuniculus ENSOCUG00000022384
oryctolagus_cuniculus ENSOCUG00000023850
fukomys_damarensis ENSFDAG00000012853
otolemur_garnettii ENSOGAG00000027562
prolemur_simus ENSPSMG00000002095
loxodonta_africana ENSLAFG00000028219
dasypus_novemcinctus ENSDNOG00000031505
