tursiops_truncatus ENSTTRG00000010892
vicugna_pacos ENSVPAG00000007395
bos_mutus ENSBMUG00000010170
bos_taurus ENSBTAG00000002029
bison_bison_bison ENSBBBG00000013694
ovis_aries ENSOARG00000009885
sus_scrofa ENSSSCG00000012071
equus_caballus ENSECAG00000012049
equus_asinus_asinus ENSEASG00005006052
pteropus_vampyrus ENSPVAG00000017930
ailuropoda_melanoleuca ENSAMEG00000006410
ursus_americanus ENSUAMG00000021023
mustela_putorius_furo ENSMPUG00000008652
canis_lupus_dingo ENSCAFG00020024323
canis_lupus_familiaris ENSCAFG00000010067
vulpes_vulpes ENSVVUG00000016321
felis_catus ENSFCAG00000004674
tupaia_belangeri ENSTBEG00000012731
chinchilla_lanigera ENSCLAG00000006218
octodon_degus ENSODEG00000013785
heterocephalus_glaber_male ENSHGLG00100013246
heterocephalus_glaber_female ENSHGLG00000015085
fukomys_damarensis ENSFDAG00000013571
cavia_aperea ENSCAPG00000017138
cavia_porcellus ENSCPOG00000004718
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021910
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021004
mus_spicilegus ENSMSIG00000014791
mus_musculus ENSMUSG00000000159
mus_musculus ENSMUSG00000117081
mus_pahari MGP_PahariEiJ_G0016709
rattus_norvegicus ENSRNOG00000028216
meriones_unguiculatus ENSMUGG00000026791
cricetulus_griseus_crigri ENSCGRG00000010977
cricetulus_griseus_chok1gshd ENSCGRG00001017358
cricetulus_griseus_crigri-picr ENSCGRG00015016618
mesocricetus_auratus ENSMAUG00000018757
peromyscus_maniculatus_bairdii ENSPEMG00000007617
microtus_ochrogaster ENSMOCG00000013940
nannospalax_galili ENSNGAG00000008533
jaculus_jaculus ENSJJAG00000000540
castor_canadensis ENSCCNG00000012883
dipodomys_ordii ENSDORG00000005042
urocitellus_parryii ENSUPAG00010020403
ictidomys_tridecemlineatus ENSSTOG00000002986
spermophilus_dauricus ENSSDAG00000022309
marmota_marmota_marmota ENSMMMG00000004498
oryctolagus_cuniculus ENSOCUG00000006779
ochotona_princeps ENSOPRG00000008017
prolemur_simus ENSPSMG00000023138
propithecus_coquereli ENSPCOG00000013389
microcebus_murinus ENSMICG00000028713
otolemur_garnettii ENSOGAG00000008386
choloepus_hoffmanni ENSCHOG00000006403
dasypus_novemcinctus ENSDNOG00000004197
loxodonta_africana ENSLAFG00000005039
echinops_telfairi ENSETEG00000016052
ornithorhynchus_anatinus ENSOANG00000006429
anolis_carolinensis ENSACAG00000028616
