sarcophilus_harrisii ENSSHAG00000000194
monodelphis_domestica ENSMODG00000017598
phascolarctos_cinereus ENSPCIG00000019543
notamacropus_eugenii ENSMEUG00000004077
loxodonta_africana ENSLAFG00000025873
procavia_capensis ENSPCAG00000008923
echinops_telfairi ENSETEG00000008983
ursus_americanus ENSUAMG00000019534
ursus_maritimus ENSUMAG00000023151
ailuropoda_melanoleuca ENSAMEG00000003952
neovison_vison ENSNVIG00000010752
mustela_putorius_furo ENSMPUG00000011294
canis_lupus_familiaris ENSCAFG00000019575
vulpes_vulpes ENSVVUG00000026092
canis_lupus_dingo ENSCAFG00020002575
panthera_pardus ENSPPRG00000004632
panthera_tigris_altaica ENSPTIG00000007480
felis_catus ENSFCAG00000011605
erinaceus_europaeus ENSEEUG00000002598
pteropus_vampyrus ENSPVAG00000016069
bos_mutus ENSBMUG00000001124
capra_hircus ENSCHIG00000023457
tursiops_truncatus ENSTTRG00000007585
sus_scrofa ENSSSCG00000005828
bison_bison_bison ENSBBBG00000020905
ovis_aries ENSOARG00000003778
equus_caballus ENSECAG00000015593
castor_canadensis ENSCCNG00000006535
urocitellus_parryii ENSUPAG00010006626
piliocolobus_tephrosceles ENSPTEG00000025756
chlorocebus_sabaeus ENSCSAG00000015882
octodon_degus ENSODEG00000016479
chinchilla_lanigera ENSCLAG00000007758
heterocephalus_glaber_male ENSHGLG00100012016
heterocephalus_glaber_female ENSHGLG00000019272
fukomys_damarensis ENSFDAG00000010660
cavia_aperea ENSCAPG00000017859
cavia_aperea ENSCAPG00000016064
cavia_porcellus ENSCPOG00000033928
spermophilus_dauricus ENSSDAG00000002029
ictidomys_tridecemlineatus ENSSTOG00000021911
marmota_marmota_marmota ENSMMMG00000009814
cricetulus_griseus_crigri-picr ENSCGRG00015010731
cricetulus_griseus_crigri ENSCGRG00000004583
cricetulus_griseus_chok1gshd ENSCGRG00001003716
mesocricetus_auratus ENSMAUG00000018987
microtus_ochrogaster ENSMOCG00000017331
peromyscus_maniculatus_bairdii ENSPEMG00000013587
mus_musculus ENSMUSG00000026921
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024236
mus_spicilegus ENSMSIG00000028239
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023319
mus_pahari MGP_PahariEiJ_G0024776
rattus_norvegicus ENSRNOG00000019388
meriones_unguiculatus ENSMUGG00000021712
nannospalax_galili ENSNGAG00000012693
jaculus_jaculus ENSJJAG00000016779
ochotona_princeps ENSOPRG00000003270
rhinopithecus_bieti ENSRBIG00000032261
rhinopithecus_roxellana ENSRROG00000042806
colobus_angolensis_palliatus ENSCANG00000032877
macaca_fascicularis ENSMFAG00000043021
macaca_nemestrina ENSMNEG00000029858
theropithecus_gelada ENSTGEG00000006349
mandrillus_leucophaeus ENSMLEG00000043778
papio_anubis ENSPANG00000026128
cercocebus_atys ENSCATG00000034425
macaca_mulatta ENSMMUG00000026981
pan_troglodytes ENSPTRG00000021563
pan_paniscus ENSPPAG00000038586
gorilla_gorilla ENSGGOG00000016820
homo_sapiens ENSG00000172889
pongo_abelii ENSPPYG00000019779
nomascus_leucogenys ENSNLEG00000008358
cebus_capucinus ENSCCAG00000023392
callithrix_jacchus ENSCJAG00000010944
saimiri_boliviensis_boliviensis ENSSBOG00000001778
aotus_nancymaae ENSANAG00000028332
carlito_syrichta ENSTSYG00000035586
propithecus_coquereli ENSPCOG00000018685
microcebus_murinus ENSMICG00000047232
prolemur_simus ENSPSMG00000015607
otolemur_garnettii ENSOGAG00000007178
dipodomys_ordii ENSDORG00000001272
bos_taurus ENSBTAG00000030278
equus_asinus_asinus ENSEASG00005018458
dasypus_novemcinctus ENSDNOG00000038258
ornithorhynchus_anatinus ENSOANG00000030242
pogona_vitticeps ENSPVIG00000019061
anolis_carolinensis ENSACAG00000028678
salvator_merianae ENSSMRG00000021343
sphenodon_punctatus ENSSPUG00000017702
gopherus_agassizii ENSGAGG00000021704
chelonoidis_abingdonii ENSCABG00000004451
chrysemys_picta_bellii ENSCPBG00000012255
pelodiscus_sinensis ENSPSIG00000010118
crocodylus_porosus ENSCPRG00005007805
serinus_canaria ENSSCAG00000003319
zonotrichia_albicollis ENSZALG00000002221
lonchura_striata_domestica ENSLSDG00000003119
taeniopygia_guttata ENSTGUG00000006050
ficedula_albicollis ENSFALG00000001697
cyanistes_caeruleus ENSCCEG00000006562
junco_hyemalis ENSJHYG00000005689
parus_major ENSPMJG00000006395
melopsittacus_undulatus ENSMUNG00000002963
lepidothrix_coronata ENSLCOG00000014169
manacus_vitellinus ENSMVIG00005011837
calidris_pugnax ENSCPUG00000014674
calidris_pygmaea ENSCPGG00000007278
anas_platyrhynchos_platyrhynchos ENSAPLG00000004308
anser_brachyrhynchus ENSABRG00000021735
coturnix_japonica ENSCJPG00005008139
meleagris_gallopavo ENSMGAG00000007436
gallus_gallus ENSGALG00000043499
numida_meleagris ENSNMEG00000009403
apteryx_haastii ENSAHAG00000008434
