pygocentrus_nattereri ENSPNAG00000011644
astyanax_mexicanus ENSAMXG00000007414
ictalurus_punctatus ENSIPUG00000000332
danio_rerio ENSDARG00000055225
gadus_morhua ENSGMOG00000007790
xiphophorus_couchianus ENSXCOG00000002879
haplochromis_burtoni ENSHBUG00000004748
pundamilia_nyererei ENSPNYG00000009276
astatotilapia_calliptera ENSACLG00000015350
maylandia_zebra ENSMZEG00005006285
neolamprologus_brichardi ENSNBRG00000013483
oreochromis_niloticus ENSONIG00000015118
amphilophus_citrinellus ENSACIG00000003017
oryzias_latipes ENSORLG00020021240
oryzias_latipes ENSORLG00000004453
oryzias_latipes_asm223469v1 ENSORLG00015009959
oryzias_melastigma ENSOMEG00000022364
periophthalmus_magnuspinnatus ENSPMGG00000014192
poecilia_latipinna ENSPLAG00000021583
poecilia_latipinna ENSPLAG00000021766
poecilia_latipinna ENSPLAG00000003354
poecilia_latipinna ENSPLAG00000003343
poecilia_mexicana ENSPMEG00000004298
poecilia_formosa ENSPFOG00000019274
poecilia_reticulata ENSPREG00000017088
xiphophorus_maculatus ENSXMAG00000015659
xiphophorus_couchianus ENSXCOG00000005277
gambusia_affinis ENSGAFG00000012454
fundulus_heteroclitus ENSFHEG00000000450
cyprinodon_variegatus ENSCVAG00000011638
kryptolebias_marmoratus ENSKMAG00000014240
gasterosteus_aculeatus ENSGACG00000007048
seriola_dumerili ENSSDUG00000012610
seriola_lalandi_dorsalis ENSSLDG00000018976
scophthalmus_maximus ENSSMAG00000001993
amphiprion_ocellaris ENSAOCG00000012437
amphiprion_percula ENSAPEG00000004864
acanthochromis_polyacanthus ENSAPOG00000008895
monopterus_albus ENSMALG00000016530
mastacembelus_armatus ENSMAMG00000020962
periophthalmus_magnuspinnatus ENSPMGG00000014885
periophthalmus_magnuspinnatus ENSPMGG00000014883
takifugu_rubripes ENSTRUG00000014248
tetraodon_nigroviridis ENSTNIG00000017603
labrus_bergylta ENSLBEG00000017569
mola_mola ENSMMOG00000001832
stegastes_partitus ENSSPAG00000004764
cynoglossus_semilaevis ENSCSEG00000011554
hippocampus_comes ENSHCOG00000018179
anabas_testudineus ENSATEG00000016291
esox_lucius ENSELUG00000002234
scleropages_formosus ENSSFOG00015006023
paramormyrops_kingsleyae ENSPKIG00000016406
lepisosteus_oculatus ENSLOCG00000009324
gopherus_agassizii ENSGAGG00000007073
xenopus_tropicalis ENSXETG00000001648
phascolarctos_cinereus ENSPCIG00000030200
phascolarctos_cinereus ENSPCIG00000035585
notamacropus_eugenii ENSMEUG00000014272
sarcophilus_harrisii ENSSHAG00000000407
monodelphis_domestica ENSMODG00000003306
mesocricetus_auratus ENSMAUG00000009191
mesocricetus_auratus ENSMAUG00000009538
cricetulus_griseus_crigri ENSCGRG00000005487
cricetulus_griseus_crigri ENSCGRG00000001886
vicugna_pacos ENSVPAG00000012024
dasypus_novemcinctus ENSDNOG00000002938
choloepus_hoffmanni ENSCHOG00000010232
procavia_capensis ENSPCAG00000012346
echinops_telfairi ENSETEG00000011034
loxodonta_africana ENSLAFG00000010626
pan_paniscus ENSPPAG00000041152
pan_troglodytes ENSPTRG00000020725
homo_sapiens ENSG00000107099
gorilla_gorilla ENSGGOG00000008791
pongo_abelii ENSPPYG00000019264
nomascus_leucogenys ENSNLEG00000008451
colobus_angolensis_palliatus ENSCANG00000041291
piliocolobus_tephrosceles ENSPTEG00000039763
rhinopithecus_bieti ENSRBIG00000031277
rhinopithecus_roxellana ENSRROG00000030555
papio_anubis ENSPANG00000025117
theropithecus_gelada ENSTGEG00000023061
cercocebus_atys ENSCATG00000037251
mandrillus_leucophaeus ENSMLEG00000039264
macaca_fascicularis ENSMFAG00000008069
macaca_mulatta ENSMMUG00000016976
macaca_nemestrina ENSMNEG00000042769
chlorocebus_sabaeus ENSCSAG00000008591
saimiri_boliviensis_boliviensis ENSSBOG00000020599
cebus_capucinus ENSCCAG00000036920
callithrix_jacchus ENSCJAG00000010485
aotus_nancymaae ENSANAG00000027539
carlito_syrichta ENSTSYG00000002647
propithecus_coquereli ENSPCOG00000018543
microcebus_murinus ENSMICG00000008267
prolemur_simus ENSPSMG00000025332
otolemur_garnettii ENSOGAG00000004639
tupaia_belangeri ENSTBEG00000010470
cricetulus_griseus_crigri-picr ENSCGRG00015001048
cricetulus_griseus_chok1gshd ENSCGRG00001013079
peromyscus_maniculatus_bairdii ENSPEMG00000014001
microtus_ochrogaster ENSMOCG00000014249
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023755
mus_spicilegus ENSMSIG00000010534
mus_musculus ENSMUSG00000052085
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022836
mus_pahari MGP_PahariEiJ_G0014329
rattus_norvegicus ENSRNOG00000015894
meriones_unguiculatus ENSMUGG00000009082
nannospalax_galili ENSNGAG00000001179
dipodomys_ordii ENSDORG00000007203
cavia_porcellus ENSCPOG00000008366
cavia_aperea ENSCAPG00000006919
chinchilla_lanigera ENSCLAG00000005204
heterocephalus_glaber_female ENSHGLG00000016578
heterocephalus_glaber_male ENSHGLG00100004778
spermophilus_dauricus ENSSDAG00000018386
ictidomys_tridecemlineatus ENSSTOG00000016411
marmota_marmota_marmota ENSMMMG00000003328
oryctolagus_cuniculus ENSOCUG00000003208
ochotona_princeps ENSOPRG00000000504
castor_canadensis ENSCCNG00000027941
sarcophilus_harrisii ENSSHAG00000001089
ornithorhynchus_anatinus ENSOANG00000005348
ornithorhynchus_anatinus ENSOANG00000021558
bos_mutus ENSBMUG00000008468
bos_taurus ENSBTAG00000002190
bison_bison_bison ENSBBBG00000017006
capra_hircus ENSCHIG00000014695
ovis_aries ENSOARG00000013173
sus_scrofa ENSSSCG00000005240
tursiops_truncatus ENSTTRG00000014161
erinaceus_europaeus ENSEEUG00000011872
sorex_araneus ENSSARG00000000884
pteropus_vampyrus ENSPVAG00000014831
myotis_lucifugus ENSMLUG00000016819
ursus_americanus ENSUAMG00000008390
ursus_maritimus ENSUMAG00000019524
ailuropoda_melanoleuca ENSAMEG00000006698
neovison_vison ENSNVIG00000008726
mustela_putorius_furo ENSMPUG00000005223
canis_lupus_dingo ENSCAFG00020026637
canis_lupus_familiaris ENSCAFG00000001957
vulpes_vulpes ENSVVUG00000004407
