bos_taurus ENSBTAG00000013384
bos_mutus ENSBMUG00000007059
bison_bison_bison ENSBBBG00000014262
capra_hircus ENSCHIG00000011820
ovis_aries ENSOARG00000009098
sus_scrofa ENSSSCG00000001196
ursus_maritimus ENSUMAG00000019416
ursus_americanus ENSUAMG00000021379
ailuropoda_melanoleuca ENSAMEG00000003203
mustela_putorius_furo ENSMPUG00000019303
neovison_vison ENSNVIG00000004649
panthera_tigris_altaica ENSPTIG00000004864
panthera_pardus ENSPPRG00000010882
felis_catus ENSFCAG00000023289
mus_spicilegus ENSMSIG00000017682
mus_musculus ENSMUSG00000048996
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019132
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018276
mus_pahari MGP_PahariEiJ_G0019327
meriones_unguiculatus ENSMUGG00000019199
cricetulus_griseus_crigri-picr ENSCGRG00015008100
cricetulus_griseus_chok1gshd ENSCGRG00001000925
peromyscus_maniculatus_bairdii ENSPEMG00000013703
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019133
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018277
mus_pahari MGP_PahariEiJ_G0019328
castor_canadensis ENSCCNG00000001389
cavia_aperea ENSCAPG00000008693
cavia_porcellus ENSCPOG00000027388
oryctolagus_cuniculus ENSOCUG00000009364
prolemur_simus ENSPSMG00000015624
propithecus_coquereli ENSPCOG00000005489
microcebus_murinus ENSMICG00000028046
otolemur_garnettii ENSOGAG00000024775
pongo_abelii ENSPPYG00000016362
pan_troglodytes ENSPTRG00000043579
cebus_capucinus ENSCCAG00000010824
callithrix_jacchus ENSCJAG00000042325
aotus_nancymaae ENSANAG00000026866
loxodonta_africana ENSLAFG00000026931
loxodonta_africana ENSLAFG00000029385
loxodonta_africana ENSLAFG00000028618
loxodonta_africana ENSLAFG00000028892
loxodonta_africana ENSLAFG00000027200
loxodonta_africana ENSLAFG00000028490
loxodonta_africana ENSLAFG00000031902
echinops_telfairi ENSETEG00000012143
dasypus_novemcinctus ENSDNOG00000043363
