caenorhabditis_elegans_strain_n2 WBGene00004405
drosophila_melanogaster FBgn0029666
phascolarctos_cinereus ENSPCIG00000028632
notamacropus_eugenii ENSMEUG00000005618
sarcophilus_harrisii ENSSHAG00000013205
monodelphis_domestica ENSMODG00000012203
bos_mutus ENSBMUG00000020925
bos_taurus ENSBTAG00000013812
bison_bison_bison ENSBBBG00000018249
ovis_aries ENSOARG00000009462
capra_hircus ENSCHIG00000018260
tursiops_truncatus ENSTTRG00000009291
pteropus_vampyrus ENSPVAG00000001182
erinaceus_europaeus ENSEEUG00000014190
ursus_maritimus ENSUMAG00000020464
ursus_americanus ENSUAMG00000013365
ailuropoda_melanoleuca ENSAMEG00000015881
neovison_vison ENSNVIG00000019775
mustela_putorius_furo ENSMPUG00000004631
canis_lupus_dingo ENSCAFG00020004457
canis_lupus_familiaris ENSCAFG00000010552
vulpes_vulpes ENSVVUG00000013405
panthera_pardus ENSPPRG00000017233
panthera_tigris_altaica ENSPTIG00000015535
felis_catus ENSFCAG00000010161
equus_caballus ENSECAG00000018653
equus_asinus_asinus ENSEASG00005003388
vicugna_pacos ENSVPAG00000010303
sorex_araneus ENSSARG00000009347
myotis_lucifugus ENSMLUG00000001442
sus_scrofa ENSSSCG00000032055
ochotona_princeps ENSOPRG00000017247
heterocephalus_glaber_female ENSHGLG00000003152
heterocephalus_glaber_male ENSHGLG00100010586
fukomys_damarensis ENSFDAG00000015923
chinchilla_lanigera ENSCLAG00000016391
octodon_degus ENSODEG00000010468
cavia_porcellus ENSCPOG00000000669
cavia_aperea ENSCAPG00000009733
spermophilus_dauricus ENSSDAG00000010697
marmota_marmota_marmota ENSMMMG00000013165
ictidomys_tridecemlineatus ENSSTOG00000012307
urocitellus_parryii ENSUPAG00010018045
microtus_ochrogaster ENSMOCG00000021175
peromyscus_maniculatus_bairdii ENSPEMG00000001419
cricetulus_griseus_chok1gshd ENSCGRG00001016925
cricetulus_griseus_crigri-picr ENSCGRG00015020802
cricetulus_griseus_crigri ENSCGRG00000003396
mesocricetus_auratus ENSMAUG00000008125
mus_spicilegus ENSMSIG00000006643
mus_musculus ENSMUSG00000018199
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015483
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014676
mus_pahari MGP_PahariEiJ_G0027912
rattus_norvegicus ENSRNOG00000003434
meriones_unguiculatus ENSMUGG00000024828
nannospalax_galili ENSNGAG00000015898
jaculus_jaculus ENSJJAG00000019489
castor_canadensis ENSCCNG00000001026
dipodomys_ordii ENSDORG00000006152
oryctolagus_cuniculus ENSOCUG00000012814
tupaia_belangeri ENSTBEG00000006806
propithecus_coquereli ENSPCOG00000015951
propithecus_coquereli ENSPCOG00000015454
microcebus_murinus ENSMICG00000011506
prolemur_simus ENSPSMG00000004171
otolemur_garnettii ENSOGAG00000032047
pan_paniscus ENSPPAG00000043846
pan_troglodytes ENSPTRG00000001794
homo_sapiens ENSG00000116747
gorilla_gorilla ENSGGOG00000034815
pongo_abelii ENSPPYG00000000397
nomascus_leucogenys ENSNLEG00000018048
macaca_fascicularis ENSMFAG00000016020
macaca_mulatta ENSMMUG00000022643
macaca_nemestrina ENSMNEG00000039348
theropithecus_gelada ENSTGEG00000024462
cercocebus_atys ENSCATG00000027732
papio_anubis ENSPANG00000000341
mandrillus_leucophaeus ENSMLEG00000040042
chlorocebus_sabaeus ENSCSAG00000013402
colobus_angolensis_palliatus ENSCANG00000041293
piliocolobus_tephrosceles ENSPTEG00000039482
rhinopithecus_roxellana ENSRROG00000034428
rhinopithecus_bieti ENSRBIG00000030073
aotus_nancymaae ENSANAG00000027305
callithrix_jacchus ENSCJAG00000008566
saimiri_boliviensis_boliviensis ENSSBOG00000024070
cebus_capucinus ENSCCAG00000027978
carlito_syrichta ENSTSYG00000004227
