ciona_savignyi ENSCSAVG00000005288
ciona_intestinalis ENSCING00000008989
ciona_intestinalis ENSCING00000009462
petromyzon_marinus ENSPMAG00000002023
eptatretus_burgeri ENSEBUG00000006321
cyprinodon_variegatus ENSCVAG00000011071
fundulus_heteroclitus ENSFHEG00000009290
poecilia_formosa ENSPFOG00000012954
poecilia_latipinna ENSPLAG00000008008
poecilia_mexicana ENSPMEG00000001368
poecilia_reticulata ENSPREG00000000926
xiphophorus_maculatus ENSXMAG00000013026
gambusia_affinis ENSGAFG00000006458
kryptolebias_marmoratus ENSKMAG00000021328
oryzias_latipes ENSORLG00020012611
oryzias_latipes_asm223469v1 ENSORLG00015002956
oryzias_latipes ENSORLG00000015495
oryzias_melastigma ENSOMEG00000020054
gasterosteus_aculeatus ENSGACG00000013896
takifugu_rubripes ENSTRUG00000008607
tetraodon_nigroviridis ENSTNIG00000008825
hippocampus_comes ENSHCOG00000012256
cynoglossus_semilaevis ENSCSEG00000021257
mastacembelus_armatus ENSMAMG00000017061
monopterus_albus ENSMALG00000007728
anabas_testudineus ENSATEG00000014238
seriola_dumerili ENSSDUG00000021708
seriola_lalandi_dorsalis ENSSLDG00000014237
scophthalmus_maximus ENSSMAG00000012467
amphiprion_percula ENSAPEG00000021583
amphiprion_ocellaris ENSAOCG00000018949
acanthochromis_polyacanthus ENSAPOG00000008906
stegastes_partitus ENSSPAG00000007020
astatotilapia_calliptera ENSACLG00000011660
haplochromis_burtoni ENSHBUG00000012421
pundamilia_nyererei ENSPNYG00000019088
maylandia_zebra ENSMZEG00005025689
maylandia_zebra ENSMZEG00005015927
neolamprologus_brichardi ENSNBRG00000018519
oreochromis_niloticus ENSONIG00000010243
amphilophus_citrinellus ENSACIG00000005210
labrus_bergylta ENSLBEG00000011719
mola_mola ENSMMOG00000010776
periophthalmus_magnuspinnatus ENSPMGG00000016995
gadus_morhua ENSGMOG00000005156
esox_lucius ENSELUG00000015638
astyanax_mexicanus ENSAMXG00000003559
pygocentrus_nattereri ENSPNAG00000015819
ictalurus_punctatus ENSIPUG00000020177
danio_rerio ENSDARG00000062558
scleropages_formosus ENSSFOG00015013378
paramormyrops_kingsleyae ENSPKIG00000002468
lepisosteus_oculatus ENSLOCG00000007716
chelonoidis_abingdonii ENSCABG00000005528
gopherus_agassizii ENSGAGG00000005391
chrysemys_picta_bellii ENSCPBG00000027653
pelodiscus_sinensis ENSPSIG00000002580
apteryx_haastii ENSAHAG00000018699
apteryx_owenii ENSAOWG00000009930
apteryx_rowi ENSARWG00000008454
dromaius_novaehollandiae ENSDNVG00000013573
nothoprocta_perdicaria ENSNPEG00000007700
lonchura_striata_domestica ENSLSDG00000015797
taeniopygia_guttata ENSTGUG00000005197
zonotrichia_albicollis ENSZALG00000012788
