phascolarctos_cinereus ENSPCIG00000009053
monodelphis_domestica ENSMODG00000004114
sarcophilus_harrisii ENSSHAG00000003763
macaca_nemestrina ENSMNEG00000044971
macaca_fascicularis ENSMFAG00000036070
cercocebus_atys ENSCATG00000023721
theropithecus_gelada ENSTGEG00000000932
papio_anubis ENSPANG00000023335
chlorocebus_sabaeus ENSCSAG00000009310
rhinopithecus_bieti ENSRBIG00000030779
rhinopithecus_roxellana ENSRROG00000043451
piliocolobus_tephrosceles ENSPTEG00000008692
pan_paniscus ENSPPAG00000041885
pan_troglodytes ENSPTRG00000004001
homo_sapiens ENSG00000186895
gorilla_gorilla ENSGGOG00000008854
pongo_abelii ENSPPYG00000002957
mandrillus_leucophaeus ENSMLEG00000035348
colobus_angolensis_palliatus ENSCANG00000042255
nomascus_leucogenys ENSNLEG00000010450
cebus_capucinus ENSCCAG00000023892
saimiri_boliviensis_boliviensis ENSSBOG00000028072
callithrix_jacchus ENSCJAG00000009730
aotus_nancymaae ENSANAG00000033426
carlito_syrichta ENSTSYG00000033835
propithecus_coquereli ENSPCOG00000025992
prolemur_simus ENSPSMG00000010747
microcebus_murinus ENSMICG00000045024
otolemur_garnettii ENSOGAG00000029967
mus_spicilegus ENSMSIG00000029512
mus_musculus ENSMUSG00000031074
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031865
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030757
mus_pahari MGP_PahariEiJ_G0013952
rattus_norvegicus ENSRNOG00000020888
meriones_unguiculatus ENSMUGG00000021095
cricetulus_griseus_chok1gshd ENSCGRG00001022007
cricetulus_griseus_crigri-picr ENSCGRG00015021045
cricetulus_griseus_crigri ENSCGRG00000001379
mesocricetus_auratus ENSMAUG00000017622
peromyscus_maniculatus_bairdii ENSPEMG00000030989
microtus_ochrogaster ENSMOCG00000022933
nannospalax_galili ENSNGAG00000006555
jaculus_jaculus ENSJJAG00000021121
castor_canadensis ENSCCNG00000023720
chinchilla_lanigera ENSCLAG00000015995
octodon_degus ENSODEG00000017350
cavia_porcellus ENSCPOG00000007355
cavia_aperea ENSCAPG00000015387
heterocephalus_glaber_female ENSHGLG00000006943
heterocephalus_glaber_male ENSHGLG00100012918
fukomys_damarensis ENSFDAG00000001188
urocitellus_parryii ENSUPAG00010001476
ictidomys_tridecemlineatus ENSSTOG00000023034
equus_caballus ENSECAG00000031321
equus_asinus_asinus ENSEASG00005007766
ursus_americanus ENSUAMG00000024836
neovison_vison ENSNVIG00000011528
canis_lupus_dingo ENSCAFG00020015407
panthera_pardus ENSPPRG00000024743
felis_catus ENSFCAG00000043034
capra_hircus ENSCHIG00000001606
ovis_aries ENSOARG00000017611
bos_taurus ENSBTAG00000008623
sus_scrofa ENSSSCG00000012872
ailuropoda_melanoleuca ENSAMEG00000002008
mustela_putorius_furo ENSMPUG00000004643
canis_lupus_familiaris ENSCAFG00000010688
vulpes_vulpes ENSVVUG00000004701
myotis_lucifugus ENSMLUG00000016503
tursiops_truncatus ENSTTRG00000005559
marmota_marmota_marmota ENSMMMG00000003325
dasypus_novemcinctus ENSDNOG00000013431
procavia_capensis ENSPCAG00000002538
calidris_pugnax ENSCPUG00000000187
calidris_pygmaea ENSCPGG00000002028
anser_brachyrhynchus ENSABRG00000019857
anas_platyrhynchos_platyrhynchos ENSAPLG00000004435
gallus_gallus ENSGALG00000026853
coturnix_japonica ENSCJPG00005017493
numida_meleagris ENSNMEG00000003475
melopsittacus_undulatus ENSMUNG00000003095
parus_major ENSPMJG00000007681
ficedula_albicollis ENSFALG00000001385
lonchura_striata_domestica ENSLSDG00000009142
taeniopygia_guttata ENSTGUG00000005379
junco_hyemalis ENSJHYG00000005053
cyanistes_caeruleus ENSCCEG00000007625
zonotrichia_albicollis ENSZALG00000005998
lepidothrix_coronata ENSLCOG00000011664
manacus_vitellinus ENSMVIG00005019043
apteryx_rowi ENSARWG00000006543
apteryx_haastii ENSAHAG00000004216
dromaius_novaehollandiae ENSDNVG00000012907
apteryx_owenii ENSAOWG00000000654
nothoprocta_perdicaria ENSNPEG00000011787
crocodylus_porosus ENSCPRG00005009656
chelonoidis_abingdonii ENSCABG00000010514
gopherus_agassizii ENSGAGG00000014700
chrysemys_picta_bellii ENSCPBG00000011841
pelodiscus_sinensis ENSPSIG00000008796
anolis_carolinensis ENSACAG00000026192
pogona_vitticeps ENSPVIG00000013004
notechis_scutatus ENSNSUG00000010990
salvator_merianae ENSSMRG00000004069
sphenodon_punctatus ENSSPUG00000012460
ornithorhynchus_anatinus ENSOANG00000007412
xenopus_tropicalis ENSXETG00000002761
paramormyrops_kingsleyae ENSPKIG00000017262
scleropages_formosus ENSSFOG00015005700
paramormyrops_kingsleyae ENSPKIG00000005674
scleropages_formosus ENSSFOG00015011896
pygocentrus_nattereri ENSPNAG00000021821
astyanax_mexicanus ENSAMXG00000029164
ictalurus_punctatus ENSIPUG00000014520
danio_rerio ENSDARG00000101540
labrus_bergylta ENSLBEG00000020405
gasterosteus_aculeatus ENSGACG00000014186
scophthalmus_maximus ENSSMAG00000016036
anabas_testudineus ENSATEG00000009940
monopterus_albus ENSMALG00000012927
mastacembelus_armatus ENSMAMG00000020804
takifugu_rubripes ENSTRUG00000015735
tetraodon_nigroviridis ENSTNIG00000014197
mola_mola ENSMMOG00000015350
maylandia_zebra ENSMZEG00005017222
astatotilapia_calliptera ENSACLG00000000003
haplochromis_burtoni ENSHBUG00000013382
pundamilia_nyererei ENSPNYG00000014283
oreochromis_niloticus ENSONIG00000018091
amphilophus_citrinellus ENSACIG00000002356
xiphophorus_couchianus ENSXCOG00000017718
gambusia_affinis ENSGAFG00000003138
xiphophorus_maculatus ENSXMAG00000001504
poecilia_mexicana ENSPMEG00000023839
poecilia_latipinna ENSPLAG00000011979
poecilia_formosa ENSPFOG00000008351
poecilia_reticulata ENSPREG00000001888
fundulus_heteroclitus ENSFHEG00000020678
cyprinodon_variegatus ENSCVAG00000002874
amphiprion_ocellaris ENSAOCG00000021433
amphiprion_percula ENSAPEG00000002492
acanthochromis_polyacanthus ENSAPOG00000001918
stegastes_partitus ENSSPAG00000021858
seriola_dumerili ENSSDUG00000012691
seriola_lalandi_dorsalis ENSSLDG00000014107
oryzias_latipes ENSORLG00000000302
oryzias_latipes_asm223469v1 ENSORLG00015005472
oryzias_latipes ENSORLG00020003061
oryzias_melastigma ENSOMEG00000000784
kryptolebias_marmoratus ENSKMAG00000012820
cynoglossus_semilaevis ENSCSEG00000007028
periophthalmus_magnuspinnatus ENSPMGG00000013153
gadus_morhua ENSGMOG00000002220
esox_lucius ENSELUG00000021345
esox_lucius ENSELUG00000010037
