phascolarctos_cinereus ENSPCIG00000008569
notamacropus_eugenii ENSMEUG00000015614
sarcophilus_harrisii ENSSHAG00000012103
monodelphis_domestica ENSMODG00000003543
castor_canadensis ENSCCNG00000015599
dipodomys_ordii ENSDORG00000023274
cavia_aperea ENSCAPG00000006253
cavia_porcellus ENSCPOG00000001738
octodon_degus ENSODEG00000019896
chinchilla_lanigera ENSCLAG00000014455
heterocephalus_glaber_male ENSHGLG00100003662
heterocephalus_glaber_female ENSHGLG00000007293
marmota_marmota_marmota ENSMMMG00000014153
urocitellus_parryii ENSUPAG00010015386
ictidomys_tridecemlineatus ENSSTOG00000011513
spermophilus_dauricus ENSSDAG00000018542
cricetulus_griseus_crigri ENSCGRG00000000786
cricetulus_griseus_chok1gshd ENSCGRG00001000369
cricetulus_griseus_crigri-picr ENSCGRG00015006315
mesocricetus_auratus ENSMAUG00000013088
peromyscus_maniculatus_bairdii ENSPEMG00000010744
microtus_ochrogaster ENSMOCG00000014573
mus_spicilegus ENSMSIG00000003220
mus_spicilegus ENSMSIG00000030304
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031065
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032180
mus_musculus ENSMUSG00000031610
mus_pahari MGP_PahariEiJ_G0021531
rattus_norvegicus ENSRNOG00000013228
nannospalax_galili ENSNGAG00000021892
jaculus_jaculus ENSJJAG00000014808
pan_troglodytes ENSPTRG00000016599
pan_paniscus ENSPPAG00000036840
homo_sapiens ENSG00000164106
gorilla_gorilla ENSGGOG00000025633
pongo_abelii ENSPPYG00000015206
nomascus_leucogenys ENSNLEG00000006669
macaca_mulatta ENSMMUG00000002399
macaca_fascicularis ENSMFAG00000038499
macaca_nemestrina ENSMNEG00000032472
theropithecus_gelada ENSTGEG00000022075
mandrillus_leucophaeus ENSMLEG00000004733
papio_anubis ENSPANG00000011779
cercocebus_atys ENSCATG00000034185
chlorocebus_sabaeus ENSCSAG00000003096
rhinopithecus_roxellana ENSRROG00000014911
rhinopithecus_bieti ENSRBIG00000034138
piliocolobus_tephrosceles ENSPTEG00000005967
colobus_angolensis_palliatus ENSCANG00000036945
saimiri_boliviensis_boliviensis ENSSBOG00000020400
callithrix_jacchus ENSCJAG00000005138
cebus_capucinus ENSCCAG00000028894
aotus_nancymaae ENSANAG00000028353
carlito_syrichta ENSTSYG00000006093
prolemur_simus ENSPSMG00000019876
microcebus_murinus ENSMICG00000008612
tupaia_belangeri ENSTBEG00000007498
oryctolagus_cuniculus ENSOCUG00000000616
erinaceus_europaeus ENSEEUG00000010047
erinaceus_europaeus ENSEEUG00000002686
pteropus_vampyrus ENSPVAG00000014658
bos_mutus ENSBMUG00000004409
bos_taurus ENSBTAG00000012535
bison_bison_bison ENSBBBG00000010091
capra_hircus ENSCHIG00000020578
ovis_aries ENSOARG00000015360
tursiops_truncatus ENSTTRG00000015654
vicugna_pacos ENSVPAG00000006722
sus_scrofa ENSSSCG00000032048
myotis_lucifugus ENSMLUG00000002597
ursus_maritimus ENSUMAG00000021698
ursus_americanus ENSUAMG00000027429
ailuropoda_melanoleuca ENSAMEG00000014244
mustela_putorius_furo ENSMPUG00000001913
neovison_vison ENSNVIG00000017873
canis_lupus_familiaris ENSCAFG00000007857
canis_lupus_dingo ENSCAFG00020011766
vulpes_vulpes ENSVVUG00000016808
panthera_pardus ENSPPRG00000015364
panthera_tigris_altaica ENSPTIG00000013023
felis_catus ENSFCAG00000007702
equus_asinus_asinus ENSEASG00005020962
equus_caballus ENSECAG00000009668
procavia_capensis ENSPCAG00000011825
echinops_telfairi ENSETEG00000009239
loxodonta_africana ENSLAFG00000002775
dasypus_novemcinctus ENSDNOG00000032988
choloepus_hoffmanni ENSCHOG00000011369
ornithorhynchus_anatinus ENSOANG00000011492
gopherus_agassizii ENSGAGG00000007306
chelonoidis_abingdonii ENSCABG00000002236
chrysemys_picta_bellii ENSCPBG00000002706
pelodiscus_sinensis ENSPSIG00000012751
crocodylus_porosus ENSCPRG00005011314
anolis_carolinensis ENSACAG00000005498
salvator_merianae ENSSMRG00000009363
sphenodon_punctatus ENSSPUG00000012987
apteryx_haastii ENSAHAG00000000858
apteryx_rowi ENSARWG00000016174
apteryx_owenii ENSAOWG00000009165
dromaius_novaehollandiae ENSDNVG00000006295
nothoprocta_perdicaria ENSNPEG00000003518
manacus_vitellinus ENSMVIG00005013205
lepidothrix_coronata ENSLCOG00000014687
lonchura_striata_domestica ENSLSDG00000009850
taeniopygia_guttata ENSTGUG00000006280
junco_hyemalis ENSJHYG00000010273
zonotrichia_albicollis ENSZALG00000011121
serinus_canaria ENSSCAG00000010237
ficedula_albicollis ENSFALG00000011488
cyanistes_caeruleus ENSCCEG00000002127
parus_major ENSPMJG00000001521
melopsittacus_undulatus ENSMUNG00000015185
calidris_pygmaea ENSCPGG00000015155
calidris_pugnax ENSCPUG00000008929
anas_platyrhynchos_platyrhynchos ENSAPLG00000003271
anser_brachyrhynchus ENSABRG00000008317
gallus_gallus ENSGALG00000047990
coturnix_japonica ENSCJPG00005009923
meleagris_gallopavo ENSMGAG00000006874
numida_meleagris ENSNMEG00000014599
latimeria_chalumnae ENSLACG00000005769
paramormyrops_kingsleyae ENSPKIG00000010226
scleropages_formosus ENSSFOG00015019797
pygocentrus_nattereri ENSPNAG00000018171
astyanax_mexicanus ENSAMXG00000035267
ictalurus_punctatus ENSIPUG00000003136
esox_lucius ENSELUG00000013261
