cyanistes_caeruleus ENSCCEG00000004252
parus_major ENSPMJG00000008611
taeniopygia_guttata ENSTGUG00000000366
lonchura_striata_domestica ENSLSDG00000010650
serinus_canaria ENSSCAG00000008011
ficedula_albicollis ENSFALG00000006105
junco_hyemalis ENSJHYG00000006420
zonotrichia_albicollis ENSZALG00000010128
lepidothrix_coronata ENSLCOG00000004327
manacus_vitellinus ENSMVIG00005017107
melopsittacus_undulatus ENSMUNG00000008949
calidris_pygmaea ENSCPGG00000007439
calidris_pugnax ENSCPUG00000013999
gallus_gallus ENSGALG00000044053
meleagris_gallopavo ENSMGAG00000002589
coturnix_japonica ENSCJPG00005009704
numida_meleagris ENSNMEG00000012279
anser_brachyrhynchus ENSABRG00000004286
anas_platyrhynchos_platyrhynchos ENSAPLG00000014072
apteryx_haastii ENSAHAG00000014040
apteryx_rowi ENSARWG00000003638
apteryx_owenii ENSAOWG00000000248
dromaius_novaehollandiae ENSDNVG00000010999
crocodylus_porosus ENSCPRG00005004090
gopherus_agassizii ENSGAGG00000022453
chelonoidis_abingdonii ENSCABG00000009816
chrysemys_picta_bellii ENSCPBG00000007855
pelodiscus_sinensis ENSPSIG00000013873
pogona_vitticeps ENSPVIG00000006079
anolis_carolinensis ENSACAG00000002300
notechis_scutatus ENSNSUG00000015435
salvator_merianae ENSSMRG00000021905
sphenodon_punctatus ENSSPUG00000011087
loxodonta_africana ENSLAFG00000011977
procavia_capensis ENSPCAG00000009172
echinops_telfairi ENSETEG00000005196
choloepus_hoffmanni ENSCHOG00000005207
dasypus_novemcinctus ENSDNOG00000002712
pan_paniscus ENSPPAG00000018046
pan_troglodytes ENSPTRG00000004374
homo_sapiens ENSG00000160703
gorilla_gorilla ENSGGOG00000003224
pongo_abelii ENSPPYG00000003959
nomascus_leucogenys ENSNLEG00000007389
macaca_fascicularis ENSMFAG00000001931
macaca_mulatta ENSMMUG00000012189
macaca_nemestrina ENSMNEG00000040486
cercocebus_atys ENSCATG00000044366
mandrillus_leucophaeus ENSMLEG00000031404
papio_anubis ENSPANG00000011052
theropithecus_gelada ENSTGEG00000025260
chlorocebus_sabaeus ENSCSAG00000002514
colobus_angolensis_palliatus ENSCANG00000042139
piliocolobus_tephrosceles ENSPTEG00000016627
rhinopithecus_bieti ENSRBIG00000037324
rhinopithecus_roxellana ENSRROG00000034977
cebus_capucinus ENSCCAG00000036459
saimiri_boliviensis_boliviensis ENSSBOG00000031476
callithrix_jacchus ENSCJAG00000014001
aotus_nancymaae ENSANAG00000036595
carlito_syrichta ENSTSYG00000032639
propithecus_coquereli ENSPCOG00000017105
microcebus_murinus ENSMICG00000002749
prolemur_simus ENSPSMG00000004383
otolemur_garnettii ENSOGAG00000007309
