coturnix_japonica ENSCJPG00005015102
numida_meleagris ENSNMEG00000011317
numida_meleagris ENSNMEG00000011316
taeniopygia_guttata ENSTGUG00000013898
ficedula_albicollis ENSFALG00000000533
lepidothrix_coronata ENSLCOG00000007884
numida_meleagris ENSNMEG00000011319
melopsittacus_undulatus ENSMUNG00000011318
dromaius_novaehollandiae ENSDNVG00000012470
apteryx_haastii ENSAHAG00000019006
junco_hyemalis ENSJHYG00000016855
parus_major ENSPMJG00000017532
melopsittacus_undulatus ENSMUNG00000011320
apteryx_rowi ENSARWG00000017510
gopherus_agassizii ENSGAGG00000001478
salvator_merianae ENSSMRG00000005986
pogona_vitticeps ENSPVIG00000006412
