anas_platyrhynchos_platyrhynchos ENSAPLG00000008665
anser_brachyrhynchus ENSABRG00000006098
meleagris_gallopavo ENSMGAG00000002744
coturnix_japonica ENSCJPG00005011967
gallus_gallus ENSGALG00000001533
numida_meleagris ENSNMEG00000013089
calidris_pugnax ENSCPUG00000010505
calidris_pygmaea ENSCPGG00000018976
melopsittacus_undulatus ENSMUNG00000001145
apteryx_owenii ENSAOWG00000014861
apteryx_rowi ENSARWG00000018431
apteryx_haastii ENSAHAG00000016097
dromaius_novaehollandiae ENSDNVG00000017127
nothoprocta_perdicaria ENSNPEG00000007852
crocodylus_porosus ENSCPRG00005000079
chelonoidis_abingdonii ENSCABG00000003977
gopherus_agassizii ENSGAGG00000013543
chrysemys_picta_bellii ENSCPBG00000015844
pelodiscus_sinensis ENSPSIG00000008199
cavia_aperea ENSCAPG00000015375
mesocricetus_auratus ENSMAUG00000020455
pongo_abelii ENSPPYG00000007469
vicugna_pacos ENSVPAG00000004414
sorex_araneus ENSSARG00000003367
echinops_telfairi ENSETEG00000016346
ornithorhynchus_anatinus ENSOANG00000007609
latimeria_chalumnae ENSLACG00000015999
pygocentrus_nattereri ENSPNAG00000017760
ictalurus_punctatus ENSIPUG00000003526
danio_rerio ENSDARG00000030512
esox_lucius ENSELUG00000016742
lepisosteus_oculatus ENSLOCG00000006745
ciona_savignyi ENSCSAVG00000008490
ciona_intestinalis ENSCING00000007521
