prolemur_simus ENSPSMG00000016757
propithecus_coquereli ENSPCOG00000023597
microcebus_murinus ENSMICG00000048156
otolemur_garnettii ENSOGAG00000011183
macaca_mulatta ENSMMUG00000046848
macaca_fascicularis ENSMFAG00000003303
macaca_nemestrina ENSMNEG00000038652
chlorocebus_sabaeus ENSCSAG00000016107
papio_anubis ENSPANG00000011174
cercocebus_atys ENSCATG00000036826
theropithecus_gelada ENSTGEG00000009729
piliocolobus_tephrosceles ENSPTEG00000001483
rhinopithecus_roxellana ENSRROG00000034485
rhinopithecus_bieti ENSRBIG00000035316
colobus_angolensis_palliatus ENSCANG00000014955
mandrillus_leucophaeus ENSMLEG00000041581
pan_troglodytes ENSPTRG00000013719
pan_paniscus ENSPPAG00000039273
gorilla_gorilla ENSGGOG00000017018
homo_sapiens ENSG00000101189
pongo_abelii ENSPPYG00000011217
nomascus_leucogenys ENSNLEG00000009904
cebus_capucinus ENSCCAG00000021432
saimiri_boliviensis_boliviensis ENSSBOG00000023786
callithrix_jacchus ENSCJAG00000041703
aotus_nancymaae ENSANAG00000020630
castor_canadensis ENSCCNG00000021539
dipodomys_ordii ENSDORG00000027453
mus_spicilegus ENSMSIG00000017522
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024782
rattus_norvegicus ENSRNOG00000059891
meriones_unguiculatus ENSMUGG00000006616
cricetulus_griseus_chok1gshd ENSCGRG00001017599
cricetulus_griseus_crigri ENSCGRG00000009252
mesocricetus_auratus ENSMAUG00000017237
peromyscus_maniculatus_bairdii ENSPEMG00000030337
mus_musculus ENSMUSG00000027569
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025707
mus_pahari MGP_PahariEiJ_G0026229
rattus_norvegicus ENSRNOG00000045955
meriones_unguiculatus ENSMUGG00000022140
microtus_ochrogaster ENSMOCG00000000356
nannospalax_galili ENSNGAG00000021492
jaculus_jaculus ENSJJAG00000019784
spermophilus_dauricus ENSSDAG00000006429
ictidomys_tridecemlineatus ENSSTOG00000012953
marmota_marmota_marmota ENSMMMG00000003862
urocitellus_parryii ENSUPAG00010009485
heterocephalus_glaber_female ENSHGLG00000017043
heterocephalus_glaber_male ENSHGLG00100005729
heterocephalus_glaber_male ENSHGLG00100002782
heterocephalus_glaber_female ENSHGLG00000017664
fukomys_damarensis ENSFDAG00000021547
cavia_porcellus ENSCPOG00000020272
cavia_aperea ENSCAPG00000013642
chinchilla_lanigera ENSCLAG00000002627
octodon_degus ENSODEG00000004674
nomascus_leucogenys ENSNLEG00000032112
pan_paniscus ENSPPAG00000011919
cebus_capucinus ENSCCAG00000034861
mandrillus_leucophaeus ENSMLEG00000040901
colobus_angolensis_palliatus ENSCANG00000028452
cricetulus_griseus_crigri-picr ENSCGRG00015015880
capra_hircus ENSCHIG00000014569
capra_hircus ENSCHIG00000003469
ovis_aries ENSOARG00000012514
bos_taurus ENSBTAG00000031716
tursiops_truncatus ENSTTRG00000001765
sus_scrofa ENSSSCG00000035353
canis_lupus_dingo ENSCAFG00020001037
felis_catus ENSFCAG00000028818
bison_bison_bison ENSBBBG00000007389
bos_mutus ENSBMUG00000018066
bison_bison_bison ENSBBBG00000017309
