pygocentrus_nattereri ENSPNAG00000020058
electrophorus_electricus ENSEEEG00000007692
danio_rerio ENSDARG00000074776
clupea_harengus ENSCHAG00000018096
denticeps_clupeoides ENSDCDG00000010085
anabas_testudineus ENSATEG00000011759
betta_splendens ENSBSLG00000016771
mastacembelus_armatus ENSMAMG00000013159
scophthalmus_maximus ENSSMAG00000003531
cynoglossus_semilaevis ENSCSEG00000004118
seriola_lalandi ENSSLDG00000006032
seriola_dumerili ENSSDUG00000019751
amphiprion_percula ENSAPEG00000023588
amphiprion_ocellaris ENSAOCG00000000791
stegastes_partitus ENSSPAG00000009202
acanthochromis_polyacanthus ENSAPOG00000007938
larimichthys_crocea ENSLCRG00005000196
astatotilapia_calliptera ENSACLG00000026146
maylandia_zebra ENSMZEG00005008404
haplochromis_burtoni ENSHBUG00000011911
oryzias_melastigma ENSOMEG00000003011
parambassis_ranga ENSPRNG00000013560
labrus_bergylta ENSLBEG00000001028
mola_mola ENSMMOG00000005343
gasterosteus_aculeatus ENSGACG00000017136
cottoperca_gobio ENSCGOG00000013668
takifugu_rubripes ENSTRUG00000025763
hippocampus_comes ENSHCOG00000006306
lates_calcarifer ENSLCAG00010018344
oryzias_latipes ENSORLG00020016199
oryzias_latipes ENSORLG00015015889
oryzias_latipes ENSORLG00000007766
kryptolebias_marmoratus ENSKMAG00000004813
gadus_morhua ENSGMOG00000001425
hucho_hucho ENSHHUG00000042250
esox_lucius ENSELUG00000013437
scleropages_formosus ENSSFOG00015015443
