gallus_gallus ENSGALG00000005359
meleagris_gallopavo ENSMGAG00000006797
coturnix_japonica ENSCJPG00005016587
numida_meleagris ENSNMEG00000006782
anas_platyrhynchos ENSAPLG00000023679
anser_brachyrhynchus ENSABRG00000007981
junco_hyemalis ENSJHYG00000017883
zonotrichia_albicollis ENSZALG00000013175
taeniopygia_guttata ENSTGUG00000018303
ficedula_albicollis ENSFALG00000007126
manacus_vitellinus ENSMVIG00005016444
lepidothrix_coronata ENSLCOG00000003678
nothoprocta_perdicaria ENSNPEG00000000999
sphenodon_punctatus ENSSPUG00000017337
sarcophilus_harrisii ENSSHAG00000013370
mola_mola ENSMMOG00000008417
takifugu_rubripes ENSTRUG00000022215
anabas_testudineus ENSATEG00000011679
mastacembelus_armatus ENSMAMG00000014025
acanthochromis_polyacanthus ENSAPOG00000014768
stegastes_partitus ENSSPAG00000000035
hippocampus_comes ENSHCOG00000004989
