taeniopygia_guttata ENSTGUG00000014039
gallus_gallus ENSGALG00000041560
pogona_vitticeps ENSPVIG00000018681
anolis_carolinensis ENSACAG00000003147
notechis_scutatus ENSNSUG00000011535
salvator_merianae ENSSMRG00000002690
sphenodon_punctatus ENSSPUG00000018456
ornithorhynchus_anatinus ENSOANG00000003195
anser_brachyrhynchus ENSABRG00000000011
anas_platyrhynchos_platyrhynchos ENSAPLG00000020475
lonchura_striata_domestica ENSLSDG00000001958
junco_hyemalis ENSJHYG00000010745
serinus_canaria ENSSCAG00000000857
parus_major ENSPMJG00000006307
cyanistes_caeruleus ENSCCEG00000019281
ficedula_albicollis ENSFALG00000003866
calidris_pugnax ENSCPUG00000008568
calidris_pugnax ENSCPUG00000013321
calidris_pygmaea ENSCPGG00000008876
apteryx_owenii ENSAOWG00000016120
dromaius_novaehollandiae ENSDNVG00000012624
apteryx_haastii ENSAHAG00000019118
apteryx_rowi ENSARWG00000003689
apteryx_rowi ENSARWG00000003687
nothoprocta_perdicaria ENSNPEG00000005259
gallus_gallus ENSGALG00000048991
ursus_maritimus ENSUMAG00000019646
vulpes_vulpes ENSVVUG00000005835
oryctolagus_cuniculus ENSOCUG00000003436
loxodonta_africana ENSLAFG00000020815
bos_taurus ENSBTAG00000004751
capra_hircus ENSCHIG00000015236
tursiops_truncatus ENSTTRG00000007143
sus_scrofa ENSSSCG00000037494
mustela_putorius_furo ENSMPUG00000017689
neovison_vison ENSNVIG00000011280
ursus_americanus ENSUAMG00000028428
canis_lupus_dingo ENSCAFG00020015394
canis_lupus_familiaris ENSCAFG00000005286
panthera_pardus ENSPPRG00000011737
felis_catus ENSFCAG00000001033
ailuropoda_melanoleuca ENSAMEG00000012400
equus_caballus ENSECAG00000009505
equus_asinus_asinus ENSEASG00005005789
pteropus_vampyrus ENSPVAG00000000029
bison_bison_bison ENSBBBG00000017771
bison_bison_bison ENSBBBG00000017754
bos_mutus ENSBMUG00000020623
ovis_aries ENSOARG00000006703
myotis_lucifugus ENSMLUG00000005301
carlito_syrichta ENSTSYG00000036265
chinchilla_lanigera ENSCLAG00000000653
octodon_degus ENSODEG00000001107
cavia_porcellus ENSCPOG00000009252
heterocephalus_glaber_female ENSHGLG00000005257
heterocephalus_glaber_male ENSHGLG00100016302
fukomys_damarensis ENSFDAG00000008358
dipodomys_ordii ENSDORG00000014191
dasypus_novemcinctus ENSDNOG00000044461
cavia_aperea ENSCAPG00000000227
cavia_aperea ENSCAPG00000015927
castor_canadensis ENSCCNG00000010202
castor_canadensis ENSCCNG00000010178
spermophilus_dauricus ENSSDAG00000001214
marmota_marmota_marmota ENSMMMG00000020366
marmota_marmota_marmota ENSMMMG00000020340
urocitellus_parryii ENSUPAG00010022477
ictidomys_tridecemlineatus ENSSTOG00000021798
mus_spicilegus ENSMSIG00000027494
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030509
mus_musculus ENSMUSG00000011751
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029411
mus_pahari MGP_PahariEiJ_G0012648
rattus_norvegicus ENSRNOG00000055371
meriones_unguiculatus ENSMUGG00000014000
peromyscus_maniculatus_bairdii ENSPEMG00000018612
microtus_ochrogaster ENSMOCG00000008219
cricetulus_griseus_chok1gshd ENSCGRG00001001804
cricetulus_griseus_crigri-picr ENSCGRG00015024964
mesocricetus_auratus ENSMAUG00000017731
pan_troglodytes ENSPTRG00000011000
pan_paniscus ENSPPAG00000042534
homo_sapiens ENSG00000160460
gorilla_gorilla ENSGGOG00000004627
pongo_abelii ENSPPYG00000009995
nomascus_leucogenys ENSNLEG00000014050
colobus_angolensis_palliatus ENSCANG00000021987
piliocolobus_tephrosceles ENSPTEG00000036545
rhinopithecus_bieti ENSRBIG00000043997
rhinopithecus_roxellana ENSRROG00000032479
papio_anubis ENSPANG00000004579
theropithecus_gelada ENSTGEG00000024234
cercocebus_atys ENSCATG00000040388
mandrillus_leucophaeus ENSMLEG00000044466
macaca_mulatta ENSMMUG00000020796
macaca_fascicularis ENSMFAG00000034571
macaca_nemestrina ENSMNEG00000006099
chlorocebus_sabaeus ENSCSAG00000003712
callithrix_jacchus ENSCJAG00000014669
callithrix_jacchus ENSCJAG00000044546
callithrix_jacchus ENSCJAG00000042152
saimiri_boliviensis_boliviensis ENSSBOG00000019959
cebus_capucinus ENSCCAG00000004573
aotus_nancymaae ENSANAG00000019697
