bos_mutus ENSBMUG00000008772
bison_bison_bison ENSBBBG00000000911
sus_scrofa ENSSSCG00000036388
sus_scrofa ENSSSCG00000039006
sus_scrofa ENSSSCG00000034544
felis_catus ENSFCAG00000044163
panthera_pardus ENSPPRG00000014490
panthera_tigris_altaica ENSPTIG00000005277
panthera_pardus ENSPPRG00000014605
felis_catus ENSFCAG00000033483
panthera_tigris_altaica ENSPTIG00000018089
ursus_maritimus ENSUMAG00000013018
equus_asinus_asinus ENSEASG00005022948
equus_caballus ENSECAG00000040619
panthera_pardus ENSPPRG00000004865
felis_catus ENSFCAG00000039386
equus_caballus ENSECAG00000029940
sus_scrofa ENSSSCG00000031884
rhinopithecus_bieti ENSRBIG00000044648
piliocolobus_tephrosceles ENSPTEG00000033687
cricetulus_griseus_crigri-picr ENSCGRG00015005883
rattus_norvegicus ENSRNOG00000055261
sphenodon_punctatus ENSSPUG00000000510
salvator_merianae ENSSMRG00000019727
