xiphophorus_maculatus ENSXMAG00000026469
gambusia_affinis ENSGAFG00000018467
poecilia_latipinna ENSPLAG00000010618
poecilia_mexicana ENSPMEG00000018194
poecilia_reticulata ENSPREG00000000980
cyprinodon_variegatus ENSCVAG00000016680
fundulus_heteroclitus ENSFHEG00000002579
kryptolebias_marmoratus ENSKMAG00000018532
oryzias_melastigma ENSOMEG00000001136
oryzias_latipes ENSORLG00000025726
amphiprion_ocellaris ENSAOCG00000021856
amphiprion_percula ENSAPEG00000010062
acanthochromis_polyacanthus ENSAPOG00000022271
stegastes_partitus ENSSPAG00000007054
maylandia_zebra ENSMZEG00005018880
astatotilapia_calliptera ENSACLG00000008371
haplochromis_burtoni ENSHBUG00000014731
pundamilia_nyererei ENSPNYG00000003001
neolamprologus_brichardi ENSNBRG00000005481
amphilophus_citrinellus ENSACIG00000002254
monopterus_albus ENSMALG00000012498
mastacembelus_armatus ENSMAMG00000011406
seriola_dumerili ENSSDUG00000008015
seriola_lalandi_dorsalis ENSSLDG00000021029
cynoglossus_semilaevis ENSCSEG00000019273
periophthalmus_magnuspinnatus ENSPMGG00000014290
astyanax_mexicanus ENSAMXG00000019135
danio_rerio ENSDARG00000097535
scleropages_formosus ENSSFOG00015017944
