latimeria_chalumnae ENSLACG00000018917
xenopus_tropicalis ENSXETG00000001028
callorhinchus_milii ENSCMIG00000012452
lepisosteus_oculatus ENSLOCG00000004035
erpetoichthys_calabaricus ENSECRG00000010163
astyanax_mexicanus ENSAMXG00000004157
astyanax_mexicanus ENSAMXG00005013993
pygocentrus_nattereri ENSPNAG00000009001
ictalurus_punctatus ENSIPUG00000016330
electrophorus_electricus ENSEEEG00000001891
danio_rerio ENSDARG00000062987
clupea_harengus ENSCHAG00000001230
cynoglossus_semilaevis ENSCSEG00000005810
cyprinodon_variegatus ENSCVAG00000001054
takifugu_rubripes ENSTRUG00000016107
tetraodon_nigroviridis ENSTNIG00000018999
betta_splendens ENSBSLG00000026700
anabas_testudineus ENSATEG00000006856
seriola_dumerili ENSSDUG00000001552
seriola_lalandi ENSSLDG00000003554
scophthalmus_maximus ENSSMAG00000020514
lates_calcarifer ENSLCAG00010007973
cottoperca_gobio ENSCGOG00000016921
mola_mola ENSMMOG00000005064
gasterosteus_aculeatus ENSGACG00000012692
larimichthys_crocea ENSLCRG00005008286
monopterus_albus ENSMALG00000010238
mastacembelus_armatus ENSMAMG00000016089
amphiprion_percula ENSAPEG00000015939
amphiprion_ocellaris ENSAOCG00000016792
acanthochromis_polyacanthus ENSAPOG00000014391
parambassis_ranga ENSPRNG00000019402
xiphophorus_maculatus ENSXMAG00000013125
xiphophorus_couchianus ENSXCOG00000009846
gambusia_affinis ENSGAFG00000014222
poecilia_formosa ENSPFOG00000015855
poecilia_mexicana ENSPMEG00000019437
poecilia_latipinna ENSPLAG00000000838
poecilia_reticulata ENSPREG00000018773
fundulus_heteroclitus ENSFHEG00000020824
kryptolebias_marmoratus ENSKMAG00000018599
oryzias_latipes ENSORLG00000001393
oryzias_latipes ENSORLG00020019361
oryzias_latipes ENSORLG00015008095
astatotilapia_calliptera ENSACLG00000018688
haplochromis_burtoni ENSHBUG00000002640
pundamilia_nyererei ENSPNYG00000022381
maylandia_zebra ENSMZEG00005024386
oreochromis_niloticus ENSONIG00000005872
neolamprologus_brichardi ENSNBRG00000016996
amphilophus_citrinellus ENSACIG00000007325
gouania_willdenowi ENSGWIG00000004615
periophthalmus_magnuspinnatus ENSPMGG00000004240
hippocampus_comes ENSHCOG00000019949
gadus_morhua ENSGMOG00000018333
esox_lucius ENSELUG00000008449
hucho_hucho ENSHHUG00000034277
denticeps_clupeoides ENSDCDG00000021978
scleropages_formosus ENSSFOG00015001054
paramormyrops_kingsleyae ENSPKIG00000006545
ornithorhynchus_anatinus ENSOANG00000010633
petromyzon_marinus ENSPMAG00000007386
lonchura_striata ENSLSDG00000014266
phascolarctos_cinereus ENSPCIG00000029708
vombatus_ursinus ENSVURG00010005017
sarcophilus_harrisii ENSSHAG00000010346
monodelphis_domestica ENSMODG00000025697
ochotona_princeps ENSOPRG00000006014
ornithorhynchus_anatinus ENSOANG00000008147
pteropus_vampyrus ENSPVAG00000007360
myotis_lucifugus ENSMLUG00000013582
equus_asinus ENSEASG00005008818
equus_caballus ENSECAG00000023164
capra_hircus ENSCHIG00000019510
ovis_aries ENSOARG00000010673
bos_indicus ENSBIXG00005002287
bos_indicus ENSBIXG00000028712
bos_taurus ENSBTAG00000008446
bos_mutus ENSBMUG00000003283
bison_bison ENSBBBG00000000959
tursiops_truncatus ENSTTRG00000003922
tursiops_truncatus ENSTTRG00000011125
sus_scrofa ENSSSCG00000007733
vicugna_pacos ENSVPAG00000006114
pteropus_vampyrus ENSPVAG00000009370
ailuropoda_melanoleuca ENSAMEG00000018156
ailuropoda_melanoleuca ENSAMEG00000018158
ursus_maritimus ENSUMAG00000015343
mustela_putorius ENSMPUG00000016191
neovison_vison ENSNVIG00000017638
canis_lupus ENSCAFG00000010867
canis_lupus ENSCAFG00020005367
vulpes_vulpes ENSVVUG00000016457
canis_lupus ENSCAFG00020011364
ursus_americanus ENSUAMG00000001332
panthera_pardus ENSPPRG00000004945
panthera_tigris ENSPTIG00000019545
felis_catus ENSFCAG00000014262
ochotona_princeps ENSOPRG00000019016
castor_canadensis ENSCCNG00000017510
gorilla_gorilla ENSGGOG00000001473
pan_troglodytes ENSPTRG00000042902
homo_sapiens ENSG00000198874
pan_troglodytes ENSPTRG00000023076
homo_sapiens ENSG00000277149
pongo_abelii ENSPPYG00000017514
nomascus_leucogenys ENSNLEG00000013210
cercocebus_atys ENSCATG00000043677
mandrillus_leucophaeus ENSMLEG00000039741
theropithecus_gelada ENSTGEG00000001469
papio_anubis ENSPANG00000019053
macaca_mulatta ENSMMUG00000030374
macaca_fascicularis ENSMFAG00000035457
macaca_nemestrina ENSMNEG00000041992
chlorocebus_sabaeus ENSCSAG00000018274
colobus_angolensis ENSCANG00000033209
piliocolobus_tephrosceles ENSPTEG00000008157
rhinopithecus_bieti ENSRBIG00000039619
rhinopithecus_roxellana ENSRROG00000039780
cebus_capucinus ENSCCAG00000026643
saimiri_boliviensis ENSSBOG00000025873
callithrix_jacchus ENSCJAG00000004295
aotus_nancymaae ENSANAG00000037051
carlito_syrichta ENSTSYG00000008236
prolemur_simus ENSPSMG00000005303
propithecus_coquereli ENSPCOG00000015294
microcebus_murinus ENSMICG00000014374
otolemur_garnettii ENSOGAG00000016555
spermophilus_dauricus ENSSDAG00000013994
urocitellus_parryii ENSUPAG00010019142
marmota_marmota ENSMMMG00000005327
ictidomys_tridecemlineatus ENSSTOG00000004067
dipodomys_ordii ENSDORG00000014772
mus_spicilegus ENSMSIG00000021309
mus_spretus MGP_SPRETEiJ_G0028799
mus_musculus ENSMUSG00000056310
mus_caroli MGP_CAROLIEiJ_G0027801
mus_pahari MGP_PahariEiJ_G0024383
rattus_norvegicus ENSRNOG00000024352
meriones_unguiculatus ENSMUGG00000005745
cricetulus_griseus ENSCGRG00015002343
cricetulus_griseus ENSCGRG00000013334
cricetulus_griseus ENSCGRG00001003679
mesocricetus_auratus ENSMAUG00000002959
peromyscus_maniculatus ENSPEMG00000008274
microtus_ochrogaster ENSMOCG00000017720
nannospalax_galili ENSNGAG00000002742
jaculus_jaculus ENSJJAG00000022959
cavia_porcellus ENSCPOG00000011182
cavia_aperea ENSCAPG00000013569
octodon_degus ENSODEG00000014729
chinchilla_lanigera ENSCLAG00000006321
heterocephalus_glaber ENSHGLG00000012093
heterocephalus_glaber ENSHGLG00100011743
fukomys_damarensis ENSFDAG00000013270
oryctolagus_cuniculus ENSOCUG00000003173
ochotona_princeps ENSOPRG00000008734
tupaia_belangeri ENSTBEG00000001270
sorex_araneus ENSSARG00000013126
erinaceus_europaeus ENSEEUG00000005950
dasypus_novemcinctus ENSDNOG00000024165
choloepus_hoffmanni ENSCHOG00000003801
loxodonta_africana ENSLAFG00000022281
echinops_telfairi ENSETEG00000009904
procavia_capensis ENSPCAG00000013312
eptatretus_burgeri ENSEBUG00000004494
pogona_vitticeps ENSPVIG00000009493
notechis_scutatus ENSNSUG00000006106
salvator_merianae ENSSMRG00000013759
sphenodon_punctatus ENSSPUG00000002715
apteryx_haastii ENSAHAG00000005050
apteryx_owenii ENSAOWG00000018085
apteryx_rowi ENSARWG00000006225
dromaius_novaehollandiae ENSDNVG00000006043
nothoprocta_perdicaria ENSNPEG00000003222
calidris_pygmaea ENSCPGG00000005566
calidris_pugnax ENSCPUG00000007366
lepidothrix_coronata ENSLCOG00000014933
manacus_vitellinus ENSMVIG00005008850
cyanistes_caeruleus ENSCCEG00000001880
parus_major ENSPMJG00000018870
ficedula_albicollis ENSFALG00000013810
serinus_canaria ENSSCAG00000004390
taeniopygia_guttata ENSTGUG00000003428
zonotrichia_albicollis ENSZALG00000003384
junco_hyemalis ENSJHYG00000001510
melopsittacus_undulatus ENSMUNG00000007501
anser_brachyrhynchus ENSABRG00000007318
anas_platyrhynchos ENSAPLG00000015683
gallus_gallus ENSGALG00000001110
meleagris_gallopavo ENSMGAG00000002176
coturnix_japonica ENSCJPG00005004625
numida_meleagris ENSNMEG00000012614
crocodylus_porosus ENSCPRG00005007792
gopherus_agassizii ENSGAGG00000022393
chelonoidis_abingdonii ENSCABG00000011508
chrysemys_picta ENSCPBG00000014896
pelodiscus_sinensis ENSPSIG00000014671
eptatretus_burgeri ENSEBUG00000006588
ciona_intestinalis ENSCING00000004125
ciona_savignyi ENSCSAVG00000005712
piliocolobus_tephrosceles ENSPTEG00000034728
piliocolobus_tephrosceles ENSPTEG00000011252
piliocolobus_tephrosceles ENSPTEG00000008642
saccharomyces_cerevisiae YPL207W
