gopherus_agassizii ENSGAGG00000019628
chelonoidis_abingdonii ENSCABG00000012193
chrysemys_picta_bellii ENSCPBG00000002587
pelodiscus_sinensis ENSPSIG00000017342
pogona_vitticeps ENSPVIG00000020222
notechis_scutatus ENSNSUG00000008555
salvator_merianae ENSSMRG00000021050
calidris_pygmaea ENSCPGG00000009437
calidris_pugnax ENSCPUG00000016472
anser_brachyrhynchus ENSABRG00000018119
anas_platyrhynchos_platyrhynchos ENSAPLG00000028169
numida_meleagris ENSNMEG00000019517
coturnix_japonica ENSCJPG00005015116
melopsittacus_undulatus ENSMUNG00000008598
lepidothrix_coronata ENSLCOG00000002488
manacus_vitellinus ENSMVIG00005019274
ficedula_albicollis ENSFALG00000011121
junco_hyemalis ENSJHYG00000005130
parus_major ENSPMJG00000017737
apteryx_haastii ENSAHAG00000005495
apteryx_rowi ENSARWG00000011776
anolis_carolinensis ENSACAG00000026683
equus_caballus ENSECAG00000001509
equus_asinus_asinus ENSEASG00005018775
pteropus_vampyrus ENSPVAG00000005378
neovison_vison ENSNVIG00000023562
mustela_putorius_furo ENSMPUG00000003418
ailuropoda_melanoleuca ENSAMEG00000002866
canis_lupus_familiaris ENSCAFG00000009107
canis_lupus_dingo ENSCAFG00020012847
vulpes_vulpes ENSVVUG00000004932
panthera_pardus ENSPPRG00000004152
panthera_tigris_altaica ENSPTIG00000019365
felis_catus ENSFCAG00000039688
bos_mutus ENSBMUG00000006065
bos_taurus ENSBTAG00000001221
ovis_aries ENSOARG00000010071
capra_hircus ENSCHIG00000010463
tursiops_truncatus ENSTTRG00000012332
sus_scrofa ENSSSCG00000031924
vicugna_pacos ENSVPAG00000004503
erinaceus_europaeus ENSEEUG00000001113
castor_canadensis ENSCCNG00000028324
dipodomys_ordii ENSDORG00000024859
mus_musculus ENSMUSG00000022061
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019459
mus_spicilegus ENSMSIG00000024609
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020351
mus_pahari MGP_PahariEiJ_G0030476
rattus_norvegicus ENSRNOG00000015477
meriones_unguiculatus ENSMUGG00000009633
cricetulus_griseus_crigri-picr ENSCGRG00015007579
cricetulus_griseus_chok1gshd ENSCGRG00001019912
cricetulus_griseus_crigri ENSCGRG00000018022
mesocricetus_auratus ENSMAUG00000020666
peromyscus_maniculatus_bairdii ENSPEMG00000026785
microtus_ochrogaster ENSMOCG00000001078
nannospalax_galili ENSNGAG00000021847
jaculus_jaculus ENSJJAG00000013332
spermophilus_dauricus ENSSDAG00000006088
urocitellus_parryii ENSUPAG00010017442
ictidomys_tridecemlineatus ENSSTOG00000029597
chinchilla_lanigera ENSCLAG00000013957
octodon_degus ENSODEG00000007004
cavia_porcellus ENSCPOG00000040229
heterocephalus_glaber_female ENSHGLG00000016599
oryctolagus_cuniculus ENSOCUG00000004294
ochotona_princeps ENSOPRG00000003179
prolemur_simus ENSPSMG00000007221
microcebus_murinus ENSMICG00000011189
propithecus_coquereli ENSPCOG00000024990
otolemur_garnettii ENSOGAG00000001303
pan_paniscus ENSPPAG00000027435
pan_troglodytes ENSPTRG00000020081
homo_sapiens ENSG00000167034
gorilla_gorilla ENSGGOG00000041851
pongo_abelii ENSPPYG00000018442
nomascus_leucogenys ENSNLEG00000030037
colobus_angolensis_palliatus ENSCANG00000028371
rhinopithecus_roxellana ENSRROG00000035532
piliocolobus_tephrosceles ENSPTEG00000027939
macaca_mulatta ENSMMUG00000009796
macaca_nemestrina ENSMNEG00000029607
macaca_fascicularis ENSMFAG00000041679
cercocebus_atys ENSCATG00000008649
theropithecus_gelada ENSTGEG00000001455
papio_anubis ENSPANG00000004934
chlorocebus_sabaeus ENSCSAG00000016229
rhinopithecus_bieti ENSRBIG00000023436
cebus_capucinus ENSCCAG00000029164
saimiri_boliviensis_boliviensis ENSSBOG00000031270
callithrix_jacchus ENSCJAG00000020092
aotus_nancymaae ENSANAG00000037342
loxodonta_africana ENSLAFG00000008941
procavia_capensis ENSPCAG00000016644
echinops_telfairi ENSETEG00000018790
choloepus_hoffmanni ENSCHOG00000011132
dasypus_novemcinctus ENSDNOG00000044451
