calidris_pugnax ENSCPUG00000006386
calidris_pygmaea ENSCPGG00000009984
melopsittacus_undulatus ENSMUNG00000003902
parus_major ENSPMJG00000014460
manacus_vitellinus ENSMVIG00005010231
lonchura_striata ENSLSDG00000007726
taeniopygia_guttata ENSTGUG00000001385
junco_hyemalis ENSJHYG00000008870
zonotrichia_albicollis ENSZALG00000009499
serinus_canaria ENSSCAG00000010740
cyanistes_caeruleus ENSCCEG00000013434
ficedula_albicollis ENSFALG00000014138
lepidothrix_coronata ENSLCOG00000007979
anser_brachyrhynchus ENSABRG00000016288
anas_platyrhynchos ENSAPLG00000011854
apteryx_owenii ENSAOWG00000008558
apteryx_rowi ENSARWG00000001896
apteryx_haastii ENSAHAG00000007588
dromaius_novaehollandiae ENSDNVG00000011132
nothoprocta_perdicaria ENSNPEG00000002264
