anser_brachyrhynchus ENSABRG00000017875
anas_platyrhynchos_platyrhynchos ENSAPLG00000023628
gallus_gallus ENSGALG00000037370
coturnix_japonica ENSCJPG00005007385
meleagris_gallopavo ENSMGAG00000001543
numida_meleagris ENSNMEG00000008840
parus_major ENSPMJG00000004802
cyanistes_caeruleus ENSCCEG00000021146
ficedula_albicollis ENSFALG00000002558
zonotrichia_albicollis ENSZALG00000015005
junco_hyemalis ENSJHYG00000011700
serinus_canaria ENSSCAG00000006798
taeniopygia_guttata ENSTGUG00000001299
lonchura_striata_domestica ENSLSDG00000013014
lepidothrix_coronata ENSLCOG00000005191
manacus_vitellinus ENSMVIG00005011488
melopsittacus_undulatus ENSMUNG00000004035
calidris_pugnax ENSCPUG00000017576
calidris_pygmaea ENSCPGG00000010519
apteryx_owenii ENSAOWG00000011693
apteryx_haastii ENSAHAG00000008567
apteryx_rowi ENSARWG00000006421
dromaius_novaehollandiae ENSDNVG00000018657
nothoprocta_perdicaria ENSNPEG00000001082
crocodylus_porosus ENSCPRG00005006381
gopherus_agassizii ENSGAGG00000021131
chelonoidis_abingdonii ENSCABG00000016457
chrysemys_picta_bellii ENSCPBG00000001206
pelodiscus_sinensis ENSPSIG00000007958
pogona_vitticeps ENSPVIG00000007653
anolis_carolinensis ENSACAG00000003925
notechis_scutatus ENSNSUG00000002188
salvator_merianae ENSSMRG00000003647
sphenodon_punctatus ENSSPUG00000008195
ornithorhynchus_anatinus ENSOANG00000029827
ornithorhynchus_anatinus ENSOANG00000009353
bos_taurus ENSBTAG00000021919
bos_mutus ENSBMUG00000018368
bison_bison_bison ENSBBBG00000001440
capra_hircus ENSCHIG00000008057
ovis_aries ENSOARG00000018937
tursiops_truncatus ENSTTRG00000005967
sus_scrofa ENSSSCG00000010915
pteropus_vampyrus ENSPVAG00000009853
sorex_araneus ENSSARG00000005327
erinaceus_europaeus ENSEEUG00000014124
ursus_americanus ENSUAMG00000004315
ursus_maritimus ENSUMAG00000002355
ailuropoda_melanoleuca ENSAMEG00000012095
neovison_vison ENSNVIG00000014243
mustela_putorius_furo ENSMPUG00000010860
canis_lupus_familiaris ENSCAFG00000010744
canis_lupus_dingo ENSCAFG00020017186
