serinus_canaria ENSSCAG00000005786
junco_hyemalis ENSJHYG00000007962
taeniopygia_guttata ENSTGUG00000009019
ficedula_albicollis ENSFALG00000013085
parus_major ENSPMJG00000004921
cyanistes_caeruleus ENSCCEG00000021694
lepidothrix_coronata ENSLCOG00000013251
melopsittacus_undulatus ENSMUNG00000000585
anser_brachyrhynchus ENSABRG00000018501
anas_platyrhynchos_platyrhynchos ENSAPLG00000024636
coturnix_japonica ENSCJPG00005016740
numida_meleagris ENSNMEG00000020634
calidris_pygmaea ENSCPGG00000010424
calidris_pugnax ENSCPUG00000019684
apteryx_haastii ENSAHAG00000009920
apteryx_rowi ENSARWG00000002370
nothoprocta_perdicaria ENSNPEG00000003871
apteryx_owenii ENSAOWG00000015684
dromaius_novaehollandiae ENSDNVG00000009422
lonchura_striata_domestica ENSLSDG00000007864
zonotrichia_albicollis ENSZALG00000002250
manacus_vitellinus ENSMVIG00005017961
crocodylus_porosus ENSCPRG00005016718
chelonoidis_abingdonii ENSCABG00000019713
gopherus_agassizii ENSGAGG00000019220
chrysemys_picta_bellii ENSCPBG00000004053
pogona_vitticeps ENSPVIG00000008087
anolis_carolinensis ENSACAG00000012425
notechis_scutatus ENSNSUG00000006250
salvator_merianae ENSSMRG00000017299
loxodonta_africana ENSLAFG00000031083
echinops_telfairi ENSETEG00000006892
dasypus_novemcinctus ENSDNOG00000014096
pteropus_vampyrus ENSPVAG00000008713
myotis_lucifugus ENSMLUG00000025084
ursus_americanus ENSUAMG00000017841
ursus_maritimus ENSUMAG00000023429
ailuropoda_melanoleuca ENSAMEG00000012966
neovison_vison ENSNVIG00000023469
mustela_putorius_furo ENSMPUG00000014271
canis_lupus_dingo ENSCAFG00020020962
canis_lupus_familiaris ENSCAFG00000011959
vulpes_vulpes ENSVVUG00000029274
panthera_pardus ENSPPRG00000006073
panthera_tigris_altaica ENSPTIG00000017874
felis_catus ENSFCAG00000009843
vicugna_pacos ENSVPAG00000009661
sus_scrofa ENSSSCG00000011371
bos_mutus ENSBMUG00000013786
