ciona_intestinalis ENSCING00000000878
ciona_savignyi ENSCSAVG00000002419
scleropages_formosus ENSSFOG00015011372
paramormyrops_kingsleyae ENSPKIG00000003397
amphiprion_percula ENSAPEG00000009193
amphiprion_ocellaris ENSAOCG00000005917
acanthochromis_polyacanthus ENSAPOG00000020522
stegastes_partitus ENSSPAG00000021580
haplochromis_burtoni ENSHBUG00000009104
maylandia_zebra ENSMZEG00005006292
astatotilapia_calliptera ENSACLG00000019366
pundamilia_nyererei ENSPNYG00000013310
oreochromis_niloticus ENSONIG00000005064
neolamprologus_brichardi ENSNBRG00000004682
amphilophus_citrinellus ENSACIG00000016035
xiphophorus_maculatus ENSXMAG00000006119
xiphophorus_couchianus ENSXCOG00000013898
gambusia_affinis ENSGAFG00000013954
poecilia_formosa ENSPFOG00000005251
poecilia_latipinna ENSPLAG00000020559
poecilia_mexicana ENSPMEG00000013452
poecilia_reticulata ENSPREG00000008662
cyprinodon_variegatus ENSCVAG00000008921
fundulus_heteroclitus ENSFHEG00000016227
kryptolebias_marmoratus ENSKMAG00000012861
oryzias_latipes_asm223469v1 ENSORLG00015012529
oryzias_latipes ENSORLG00000026881
oryzias_latipes ENSORLG00020016816
oryzias_melastigma ENSOMEG00000017983
seriola_dumerili ENSSDUG00000019531
seriola_lalandi_dorsalis ENSSLDG00000005015
scophthalmus_maximus ENSSMAG00000011983
anabas_testudineus ENSATEG00000025029
labrus_bergylta ENSLBEG00000012887
mola_mola ENSMMOG00000007428
takifugu_rubripes ENSTRUG00000024560
gasterosteus_aculeatus ENSGACG00000006399
cynoglossus_semilaevis ENSCSEG00000018613
mastacembelus_armatus ENSMAMG00000009640
monopterus_albus ENSMALG00000010371
hippocampus_comes ENSHCOG00000001172
periophthalmus_magnuspinnatus ENSPMGG00000007080
tetraodon_nigroviridis ENSTNIG00000007052
gadus_morhua ENSGMOG00000007942
esox_lucius ENSELUG00000019248
danio_rerio ENSDARG00000052638
lepisosteus_oculatus ENSLOCG00000006416
astyanax_mexicanus ENSAMXG00000013111
pygocentrus_nattereri ENSPNAG00000011520
ictalurus_punctatus ENSIPUG00000010690
anser_brachyrhynchus ENSABRG00000022026
anas_platyrhynchos_platyrhynchos ENSAPLG00000021271
anser_brachyrhynchus ENSABRG00000007942
anser_brachyrhynchus ENSABRG00000017374
gallus_gallus ENSGALG00000007771
coturnix_japonica ENSCJPG00005007259
numida_meleagris ENSNMEG00000000685
meleagris_gallopavo ENSMGAG00000009221
calidris_pygmaea ENSCPGG00000006220
calidris_pugnax ENSCPUG00000005439
melopsittacus_undulatus ENSMUNG00000011297
lepidothrix_coronata ENSLCOG00000007454
manacus_vitellinus ENSMVIG00005003823
lonchura_striata_domestica ENSLSDG00000002731
taeniopygia_guttata ENSTGUG00000008469
junco_hyemalis ENSJHYG00000008944
serinus_canaria ENSSCAG00000015428
ficedula_albicollis ENSFALG00000010938
cyanistes_caeruleus ENSCCEG00000003335
parus_major ENSPMJG00000009071
anser_brachyrhynchus ENSABRG00000008172
anser_brachyrhynchus ENSABRG00000020484
anser_brachyrhynchus ENSABRG00000004782
apteryx_haastii ENSAHAG00000012392
apteryx_owenii ENSAOWG00000001093
apteryx_rowi ENSARWG00000009437
dromaius_novaehollandiae ENSDNVG00000009842
nothoprocta_perdicaria ENSNPEG00000010921
crocodylus_porosus ENSCPRG00005004856
gopherus_agassizii ENSGAGG00000016607
chelonoidis_abingdonii ENSCABG00000012271
chrysemys_picta_bellii ENSCPBG00000015039
pelodiscus_sinensis ENSPSIG00000015956
anolis_carolinensis ENSACAG00000015965
pogona_vitticeps ENSPVIG00000021938
notechis_scutatus ENSNSUG00000014301
salvator_merianae ENSSMRG00000005663
sphenodon_punctatus ENSSPUG00000001915
propithecus_coquereli ENSPCOG00000022573
microcebus_murinus ENSMICG00000047974
prolemur_simus ENSPSMG00000000105
otolemur_garnettii ENSOGAG00000004440
homo_sapiens ENSG00000124098
gorilla_gorilla ENSGGOG00000043075
pan_troglodytes ENSPTRG00000013645
pongo_abelii ENSPPYG00000011147
nomascus_leucogenys ENSNLEG00000007028
nomascus_leucogenys ENSNLEG00000034559
cercocebus_atys ENSCATG00000039274
chlorocebus_sabaeus ENSCSAG00000015346
papio_anubis ENSPANG00000021797
theropithecus_gelada ENSTGEG00000013848
macaca_mulatta ENSMMUG00000000069
macaca_fascicularis ENSMFAG00000001924
macaca_nemestrina ENSMNEG00000031940
rhinopithecus_roxellana ENSRROG00000036571
rhinopithecus_bieti ENSRBIG00000028911
piliocolobus_tephrosceles ENSPTEG00000010289
papio_anubis ENSPANG00000023004
macaca_fascicularis ENSMFAG00000001096
chlorocebus_sabaeus ENSCSAG00000011771
cercocebus_atys ENSCATG00000039692
macaca_nemestrina ENSMNEG00000039132
mandrillus_leucophaeus ENSMLEG00000033126
pan_paniscus ENSPPAG00000042510
pan_troglodytes ENSPTRG00000050986
gorilla_gorilla ENSGGOG00000024380
cebus_capucinus ENSCCAG00000029562
callithrix_jacchus ENSCJAG00000041865
aotus_nancymaae ENSANAG00000035348
mandrillus_leucophaeus ENSMLEG00000036070
colobus_angolensis_palliatus ENSCANG00000040623
pan_paniscus ENSPPAG00000030559
saimiri_boliviensis_boliviensis ENSSBOG00000024853
choloepus_hoffmanni ENSCHOG00000005970
dasypus_novemcinctus ENSDNOG00000013803
echinops_telfairi ENSETEG00000014373
ailuropoda_melanoleuca ENSAMEG00000007204
ursus_maritimus ENSUMAG00000002731
mustela_putorius_furo ENSMPUG00000006225
neovison_vison ENSNVIG00000022528
canis_lupus_dingo ENSCAFG00020021921
canis_lupus_familiaris ENSCAFG00000030763
vulpes_vulpes ENSVVUG00000017391
panthera_pardus ENSPPRG00000023782
panthera_tigris_altaica ENSPTIG00000015174
felis_catus ENSFCAG00000044679
sus_scrofa ENSSSCG00000007492
castor_canadensis ENSCCNG00000024782
dipodomys_ordii ENSDORG00000008544
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025654
mus_spicilegus ENSMSIG00000026403
mus_musculus ENSMUSG00000027495
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024734
mus_pahari MGP_PahariEiJ_G0026175
rattus_norvegicus ENSRNOG00000004466
meriones_unguiculatus ENSMUGG00000024390
cricetulus_griseus_chok1gshd ENSCGRG00001013313
cricetulus_griseus_crigri-picr ENSCGRG00015017177
cricetulus_griseus_crigri ENSCGRG00000002111
mesocricetus_auratus ENSMAUG00000020693
peromyscus_maniculatus_bairdii ENSPEMG00000025841
microtus_ochrogaster ENSMOCG00000012454
nannospalax_galili ENSNGAG00000023184
heterocephalus_glaber_female ENSHGLG00000018679
fukomys_damarensis ENSFDAG00000001122
cavia_porcellus ENSCPOG00000006630
cavia_aperea ENSCAPG00000011999
chinchilla_lanigera ENSCLAG00000005865
octodon_degus ENSODEG00000005961
marmota_marmota_marmota ENSMMMG00000008521
ictidomys_tridecemlineatus ENSSTOG00000011956
urocitellus_parryii ENSUPAG00010005166
spermophilus_dauricus ENSSDAG00000018774
oryctolagus_cuniculus ENSOCUG00000017897
equus_asinus_asinus ENSEASG00005023274
equus_caballus ENSECAG00000023915
erinaceus_europaeus ENSEEUG00000002797
ovis_aries ENSOARG00000018441
capra_hircus ENSCHIG00000020130
bos_mutus ENSBMUG00000016427
bison_bison_bison ENSBBBG00000008091
bos_taurus ENSBTAG00000013007
capra_hircus ENSCHIG00000025974
tursiops_truncatus ENSTTRG00000014867
myotis_lucifugus ENSMLUG00000030626
pteropus_vampyrus ENSPVAG00000003250
carlito_syrichta ENSTSYG00000035510
carlito_syrichta ENSTSYG00000025465
tupaia_belangeri ENSTBEG00000013227
loxodonta_africana ENSLAFG00000008388
procavia_capensis ENSPCAG00000004784
notamacropus_eugenii ENSMEUG00000006475
phascolarctos_cinereus ENSPCIG00000009225
monodelphis_domestica ENSMODG00000016432
ornithorhynchus_anatinus ENSOANG00000011912
latimeria_chalumnae ENSLACG00000016160
petromyzon_marinus ENSPMAG00000003256
eptatretus_burgeri ENSEBUG00000007616
drosophila_melanogaster FBgn0039970
drosophila_melanogaster FBgn0031504
saccharomyces_cerevisiae YGR147C
