cyanistes_caeruleus ENSCCEG00000003696
parus_major ENSPMJG00000003751
lonchura_striata_domestica ENSLSDG00000009505
lepidothrix_coronata ENSLCOG00000013540
serinus_canaria ENSSCAG00000011702
zonotrichia_albicollis ENSZALG00000016619
junco_hyemalis ENSJHYG00000011844
calidris_pugnax ENSCPUG00000008456
nothoprocta_perdicaria ENSNPEG00000004065
sphenodon_punctatus ENSSPUG00000008885
panthera_tigris_altaica ENSPTIG00000011984
neovison_vison ENSNVIG00000019230
equus_asinus_asinus ENSEASG00005021347
piliocolobus_tephrosceles ENSPTEG00000003124
colobus_angolensis_palliatus ENSCANG00000043118
microcebus_murinus ENSMICG00000045340
spermophilus_dauricus ENSSDAG00000007469
phascolarctos_cinereus ENSPCIG00000030905
